textbox12,UnitName,textbox18,EventTime,GeofenceName,GeofenceEvent1,Schedule
Group: ,Unit:TRM241,,30/07/2025 2:54:25 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRM241,,30/07/2025 3:45:43 p.m.,Espera para cargue,IN,
Group: ,Unit:TRM241,,30/07/2025 3:57:16 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRM241,,31/07/2025 9:43:33 a.m.,Espera para cargue,IN,
Group: ,Unit:TRM241,,31/07/2025 11:55:33 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRM241,,31/07/2025 11:55:37 a.m.,Espera para cargue,IN,
Group: ,Unit:TRM241,,31/07/2025 11:56:33 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRM241,,31/07/2025 3:39:38 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,IN,
Group: ,Unit:TRM241,,31/07/2025 5:25:16 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,OUT,
Group: ,Unit:TRM241,,31/07/2025 5:30:34 p.m.,"HELICONIA : Kr50bb 90aa-40, La Estrella, Antioquia, Colombia",IN,
Group: ,Unit:TRM241,,31/07/2025 5:33:10 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,28/07/2025 12:26:21 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO929,,28/07/2025 12:26:42 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,28/07/2025 2:33:02 p.m.,ZEUSS Las Vegas,IN,
Group: ,Unit:LLO929,,28/07/2025 2:45:55 p.m.,ZEUSS Las Vegas,OUT,
Group: ,Unit:LLO929,,29/07/2025 12:28:29 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO929,,29/07/2025 1:28:29 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,29/07/2025 11:17:15 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO929,,29/07/2025 11:29:07 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,29/07/2025 5:57:04 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO929,,29/07/2025 6:57:04 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,30/07/2025 1:29:53 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO929,,30/07/2025 2:29:53 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,30/07/2025 9:03:30 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO929,,30/07/2025 9:06:25 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,30/07/2025 5:06:52 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO929,,30/07/2025 6:06:52 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,31/07/2025 4:31:08 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO929,,31/07/2025 5:31:08 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,31/07/2025 9:37:33 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO929,,31/07/2025 12:14:24 p.m.,Punto de cargue,OUT,
Group: ,Unit:LLO929,,31/07/2025 4:33:28 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,IN,
Group: ,Unit:LLO929,,31/07/2025 4:43:44 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,OUT,
Group: ,Unit:LLO929,,31/07/2025 4:48:44 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,IN,
Group: ,Unit:LLO929,,31/07/2025 4:58:01 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,IN,
Group: ,Unit:LLO929,,31/07/2025 5:02:13 p.m.,HELICONIA,IN,
Group: ,Unit:LLO930,,25/07/2025 2:03:07 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,25/07/2025 2:06:07 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,28/07/2025 2:15:50 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,28/07/2025 2:25:49 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,28/07/2025 3:23:07 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,28/07/2025 3:52:49 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,28/07/2025 5:42:46 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,28/07/2025 5:52:46 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,29/07/2025 1:52:45 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,29/07/2025 5:52:45 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,29/07/2025 7:11:18 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,29/07/2025 7:17:38 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,29/07/2025 10:46:18 a.m.,Punto de cargue,IN,
Group: ,Unit:LLO930,,29/07/2025 11:01:44 a.m.,Punto de cargue,OUT,
Group: ,Unit:LLO930,,29/07/2025 12:51:19 p.m.,ZEUSS Doña Maria,IN,
Group: ,Unit:LLO930,,29/07/2025 12:52:44 p.m.,ZEUSS Doña Maria,OUT,
Group: ,Unit:LLO930,,30/07/2025 11:02:22 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,30/07/2025 11:05:22 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,30/07/2025 11:22:59 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,30/07/2025 4:51:13 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,30/07/2025 5:01:13 p.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,30/07/2025 9:01:13 p.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,31/07/2025 1:01:12 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,31/07/2025 8:49:25 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,31/07/2025 10:29:33 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,31/07/2025 10:44:13 a.m.,Espera para cargue,IN,
Group: ,Unit:LLO930,,31/07/2025 11:24:16 a.m.,Espera para cargue,OUT,
Group: ,Unit:LLO930,,31/07/2025 3:38:25 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,OUT,
Group: ,Unit:LLO930,,31/07/2025 3:38:41 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,OUT,
Group: ,Unit:LLO930,,31/07/2025 5:13:23 p.m.,HELICONIA,IN,
Group: ,Unit:LLO930,,31/07/2025 5:13:54 p.m.,HELICONIA,OUT,
Group: ,Unit:LLO930,,31/07/2025 5:18:46 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,IN,
Group: ,Unit:LLO930,,31/07/2025 5:19:11 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,IN,
Group: ,Unit:TRL943,,25/07/2025 1:05:00 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,25/07/2025 1:05:05 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,25/07/2025 1:17:32 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,26/07/2025 7:23:03 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,26/07/2025 7:28:00 a.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,26/07/2025 7:39:22 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,29/07/2025 6:45:55 a.m.,Punto de cargue,IN,
Group: ,Unit:TRL943,,29/07/2025 6:46:55 a.m.,Punto de cargue,OUT,
Group: ,Unit:TRL943,,29/07/2025 6:59:54 a.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,29/07/2025 7:00:03 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,29/07/2025 8:05:57 a.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,29/07/2025 12:20:56 p.m.,"Espera para cargue : 49V7+CW, La Estrella, Antioquia, Colombia",OUT,
Group: ,Unit:TRL943,,29/07/2025 12:31:30 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,29/07/2025 2:56:10 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,30/07/2025 9:27:07 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,30/07/2025 11:54:46 a.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,30/07/2025 1:54:42 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,30/07/2025 3:08:10 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,30/07/2025 3:12:22 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,30/07/2025 4:58:24 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,30/07/2025 4:59:03 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,30/07/2025 5:18:43 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,31/07/2025 11:08:28 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,31/07/2025 11:47:43 a.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,31/07/2025 12:58:49 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,31/07/2025 2:40:39 p.m.,ZEUSS Doña Maria,IN,
Group: ,Unit:TRL943,,31/07/2025 2:43:39 p.m.,ZEUSS Doña Maria,IN,
Group: ,Unit:TRL943,,31/07/2025 2:45:39 p.m.,ZEUSS Doña Maria,OUT,
Group: ,Unit:TRL943,,31/07/2025 2:48:39 p.m.,ZEUSS Doña Maria,IN,
Group: ,Unit:TRL943,,31/07/2025 2:51:16 p.m.,ZEUSS Doña Maria,OUT,
Group: ,Unit:TRL943,,31/07/2025 3:19:45 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,31/07/2025 3:21:45 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL943,,31/07/2025 4:50:39 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRL943,,31/07/2025 5:13:39 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,IN,
Group: ,Unit:LKK266,,28/07/2025 3:23:26 p.m.,ZEUSS Los Lagos,IN,
Group: ,Unit:LKK266,,28/07/2025 3:26:10 p.m.,ZEUSS Los Lagos,OUT,
Group: ,Unit:LKK266,,28/07/2025 3:28:10 p.m.,ZEUSS Los Lagos,IN,
Group: ,Unit:LKK266,,28/07/2025 3:29:10 p.m.,"ZEUSS Los Lagos :  Km 73 de la vía Bolombolo - Santa Fe de Antioquia, , Antioquia, Colombia",OUT,
Group: ,Unit:TRL980,,29/07/2025 8:46:20 a.m.,Espera para cargue,IN,
Group: ,Unit:TRL980,,29/07/2025 8:56:13 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRL980,,29/07/2025 12:51:25 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL980,,29/07/2025 12:57:25 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRL980,,29/07/2025 1:57:49 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL980,,30/07/2025 7:46:50 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRL980,,30/07/2025 11:32:51 a.m.,Espera para cargue,OUT,
Group: ,Unit:TRL980,,30/07/2025 1:27:54 p.m.,Espera para cargue,IN,
Group: ,Unit:TRL980,,30/07/2025 2:28:44 p.m.,Espera para cargue,OUT,
Group: ,Unit:TRL980,,31/07/2025 4:47:45 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,OUT,
Group: ,Unit:TRL980,,31/07/2025 5:13:35 p.m.,ZEUSS Los Lagos,IN,
Group: ,Unit:TRL980,,31/07/2025 5:18:54 p.m.,ZEUSS Los Lagos,OUT,
Group: ,Unit:TRL980,,31/07/2025 5:19:00 p.m.,ZEUSS Los Lagos,IN,
Group: ,Unit:TRL980,,31/07/2025 5:31:05 p.m.,ZEUSS Los Lagos,OUT,
Group: ,Unit:TRL980,,31/07/2025 5:56:14 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,25/07/2025 12:47:40 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,25/07/2025 1:27:18 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,25/07/2025 4:36:38 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,26/07/2025 9:09:08 a.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,26/07/2025 9:11:41 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,26/07/2025 9:59:06 a.m.,ZEUSS Doña Maria,IN,
Group: ,Unit:EST628,,26/07/2025 10:00:06 a.m.,ZEUSS Doña Maria,OUT,
Group: ,Unit:EST628,,28/07/2025 10:38:56 a.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,28/07/2025 11:40:10 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,28/07/2025 3:38:14 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,28/07/2025 5:07:34 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,29/07/2025 6:35:08 a.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,29/07/2025 7:34:46 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,29/07/2025 7:49:10 a.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,29/07/2025 7:49:22 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,29/07/2025 4:24:00 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,30/07/2025 12:03:54 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,30/07/2025 12:16:43 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,30/07/2025 2:05:17 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,30/07/2025 2:05:56 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,30/07/2025 2:11:56 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,30/07/2025 2:12:02 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST628,,31/07/2025 2:21:13 p.m.,Espera para cargue,IN,
Group: ,Unit:EST628,,31/07/2025 4:17:54 p.m.,HELICONIA,IN,
Group: ,Unit:EST628,,31/07/2025 4:18:07 p.m.,HELICONIA,OUT,
Group: ,Unit:EST628,,31/07/2025 4:19:28 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,25/07/2025 3:12:44 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,26/07/2025 9:27:52 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,28/07/2025 1:35:20 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,28/07/2025 2:17:07 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,28/07/2025 4:46:25 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,28/07/2025 4:47:15 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,29/07/2025 8:35:30 a.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,29/07/2025 9:37:16 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,29/07/2025 11:50:14 a.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,29/07/2025 11:58:12 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,29/07/2025 12:54:58 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,29/07/2025 1:01:29 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,29/07/2025 1:07:29 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,29/07/2025 1:10:13 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,30/07/2025 12:32:15 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,30/07/2025 12:55:15 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,30/07/2025 2:36:13 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,30/07/2025 3:13:19 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,30/07/2025 5:41:58 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,30/07/2025 6:03:22 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,30/07/2025 6:05:06 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,30/07/2025 6:05:22 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,31/07/2025 8:36:44 a.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,31/07/2025 8:37:44 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,31/07/2025 10:19:45 a.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,31/07/2025 10:54:10 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST014,,31/07/2025 2:28:39 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,31/07/2025 3:38:44 p.m.,Espera para cargue,IN,
Group: ,Unit:EST014,,31/07/2025 4:41:35 p.m.,HELICONIA,IN,
Group: ,Unit:EST014,,31/07/2025 4:41:56 p.m.,HELICONIA,OUT,
Group: ,Unit:EST014,,31/07/2025 5:56:59 p.m.,HELICONIA,IN,
Group: ,Unit:EST014,,31/07/2025 5:57:31 p.m.,HELICONIA,OUT,
Group: ,Unit:ESS889,,25/07/2025 12:43:04 p.m.,Punto de cargue,IN,
Group: ,Unit:ESS889,,25/07/2025 12:47:19 p.m.,Punto de cargue,OUT,
Group: ,Unit:ESS889,,25/07/2025 1:48:30 p.m.,Espera para cargue,IN,
Group: ,Unit:ESS889,,25/07/2025 1:51:06 p.m.,Espera para cargue,OUT,
Group: ,Unit:ESS889,,25/07/2025 1:53:06 p.m.,Espera para cargue,IN,
Group: ,Unit:ESS889,,25/07/2025 2:00:06 p.m.,Espera para cargue,OUT,
Group: ,Unit:ESS889,,26/07/2025 1:06:36 p.m.,ZEUSS Los Lagos,IN,
Group: ,Unit:ESS889,,26/07/2025 1:15:24 p.m.,ZEUSS Los Lagos,OUT,
Group: ,Unit:ESS889,,29/07/2025 8:03:34 a.m.,Espera para cargue,IN,
Group: ,Unit:ESS889,,30/07/2025 7:40:38 a.m.,Espera para cargue,IN,
Group: ,Unit:ESS889,,30/07/2025 7:49:02 a.m.,Espera para cargue,OUT,
Group: ,Unit:ESS889,,30/07/2025 9:35:02 a.m.,Espera para cargue,IN,
Group: ,Unit:ESS889,,30/07/2025 10:58:38 a.m.,Espera para cargue,OUT,
Group: ,Unit:ESS889,,30/07/2025 3:03:20 p.m.,Espera para cargue,IN,
Group: ,Unit:ESS889,,30/07/2025 3:31:24 p.m.,Espera para cargue,OUT,
Group: ,Unit:ESS889,,30/07/2025 3:33:21 p.m.,Espera para cargue,IN,
Group: ,Unit:ESS889,,30/07/2025 3:57:47 p.m.,Espera para cargue,OUT,
Group: ,Unit:ESS889,,31/07/2025 1:46:53 p.m.,Espera para cargue,IN,
Group: ,Unit:ESS889,,31/07/2025 3:52:06 p.m.,Espera para cargue,OUT,
Group: ,Unit:ESS889,,31/07/2025 4:09:35 p.m.,LIRIOS : 91-38 Carrera 50  Medellín Antioquia 050004,IN,
Group: ,Unit:EST176,,25/07/2025 2:13:53 p.m.,"Espera para cargue : Kr50bb 90aa-40, La Estrella, Antioquia, Colombia",IN,
Group: ,Unit:EST176,,25/07/2025 2:13:59 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,28/07/2025 11:33:01 a.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,28/07/2025 1:54:10 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,28/07/2025 4:24:28 p.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,28/07/2025 4:40:03 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,29/07/2025 11:05:05 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,29/07/2025 11:06:05 a.m.,Punto de cargue,IN,
Group: ,Unit:EST176,,29/07/2025 11:09:30 a.m.,Punto de cargue,OUT,
Group: ,Unit:EST176,,29/07/2025 11:10:05 a.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,30/07/2025 7:23:41 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,30/07/2025 8:31:39 a.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,30/07/2025 8:41:44 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,30/07/2025 8:54:07 a.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,30/07/2025 8:54:13 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,30/07/2025 11:19:38 a.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,30/07/2025 11:27:05 a.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,30/07/2025 12:46:11 p.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,30/07/2025 1:31:40 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,30/07/2025 3:24:38 p.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,30/07/2025 3:25:35 p.m.,Espera para cargue,OUT,
Group: ,Unit:EST176,,30/07/2025 3:26:09 p.m.,Espera para cargue,IN,
Group: ,Unit:EST176,,31/07/2025 3:58:45 p.m.,ZEUSS Los Lagos,IN,
Group: ,Unit:EST176,,31/07/2025 4:07:34 p.m.,ZEUSS Los Lagos,OUT,
Group: ,Unit:EST176,,31/07/2025 4:31:27 p.m.,HELICONIA,IN,
Group: ,Unit:EST176,,31/07/2025 4:32:35 p.m.,HELICONIA,OUT,

