,Created,Message,Status
200,2025-03-14 20:50:21.432,"11000001,5,1363189314,1,1,1,10,19677,1741985417,4.2582213,-73.5678945,291,16,00110000,11110000,OFF,1001000,3,3,25295925,14100,0x00000000,0,0|",0x830513631893140101010A4CDD67D496890289C0C5D4266E1F0123100C0F1203030181FC350000371400000000
201,2025-03-14 20:50:30.299,"11000001,5,1363189314,1,1,1,10,19677,1741985417,4.2582213,-73.5678945,291,16,00110000,11110000,OFF,1001000,3,3,25295925,14100,0x00000000,0,0|",0x830513631893140101010A4CDD67D496890289C0C5D4266E1F0123100C0F1203030181FC350000371400000000
202,2025-03-14 20:50:47.336,"11000001,5,1363189314,1,1,1,10,19678,1741985447,4.258428,-73.5683336,302,0,11010000,11110000,OFF,1000000,9,3,25295925,12900,0x00000000,0,0|",0x830513631893140101010A4CDE67D496A70289C8D8D4265CF8012E000B0F0209030181FC350000326400000000
203,2025-03-14 20:56:04.634,"11000001,5,1363189314,1,1,1,10,19679,1741985762,4.258156,-73.5678523,43,18,10110000,11110000,OFF,1001000,8,3,25295925,14115,0x00000000,0,0|",0x830513631893140101010A4CDF67D497E20289BE38D4266FC5002B120D0F1208030181FC350000372300000000
204,2025-03-14 20:56:06.234,"11000001,5,1363189314,1,1,1,10,19680,1741985766,4.2581996,-73.5677356,111,13,10110000,11110000,OFF,1001000,3,3,25295925,14031,0x00000000,0,0|",0x830513631893140101010A4CE067D497E60289BFECD4267454006F0D0D0F1203030181FC35000036CF00000000
205,2025-03-14 20:56:19.274,"11000001,5,1363189314,1,1,1,10,19681,1741985778,4.2572375,-73.5671768,158,54,11010000,11110000,OFF,1001000,3,3,25295925,14115,0x00000000,0,0|",0x830513631893140101010A4CE167D497F202899A57D4268A28009E360B0F1203030181FC350000372300000000
206,2025-03-14 20:57:03.325,"11000001,5,1363189314,1,1,1,10,19682,1741985821,4.2524648,-73.5661466,212,24,10110000,11110000,OFF,1001000,3,3,25295925,14150,0x00000000,0,0|",0x830513631893140101010A4CE267D4981D0288DFE8D426B26600D4180D0F1203030181FC350000374600000000
207,2025-03-14 20:58:37.101,"11000001,5,1363189314,1,1,1,10,19683,1741985915,4.2438688,-73.5732228,264,35,00110000,11110000,OFF,1001000,3,3,25295925,14178,0x00000000,0,0|",0x830513631893140101010A4CE367D4987B02879020D4259DFC0108230C0F1203030181FC350000376200000000
208,2025-03-14 20:59:42.129,"11000001,5,1363189314,1,1,1,10,19684,1741985980,4.2404605,-73.5777748,218,55,10110000,11110000,OFF,1001000,3,3,25295925,14196,0x00000000,0,0|",0x830513631893140101010A4CE467D498BC02870AFDD424EC2C00DA370D0F1203030181FC350000377400000000
209,2025-03-14 20:59:54.248,"11000001,5,1363189314,1,1,1,10,19685,1741985994,4.2383938,-73.5794348,216,89,00110000,11110000,OFF,1001000,38,3,25295925,14100,0x00000000,0,0|",0x830513631893140101010A4CE567D498CA0286BA42D424AB5400D8590C0F1226030181FC350000371400000000
131,2025-03-14 18:21:06.399,"11000001,5,1363189314,1,1,1,10,19608,1741976475,4.253016,-73.5713143,308,25,11010000,11110000,OFF,1001000,8,3,25295925,14175,0x00000000,0,0|",0x830513631893140101010A4C9867D4739B0288F570D425E8890134190B0F1208030181FC350000375F00000000
210,2025-03-14 21:00:29.425,"11000001,5,1363189314,1,1,1,10,19686,1741986028,4.2318615,-73.5820111,170,80,11010000,11110000,OFF,1001000,3,3,25295925,14162,0x00000000,0,0|",0x830513631893140101010A4CE667D498EC0285BB17D42446B100AA500B0F1203030181FC350000375200000000
211,2025-03-14 21:01:45.134,"11000001,5,1363189314,1,1,1,10,19687,1741986103,4.217329,-73.5835553,215,78,00110000,11110000,OFF,1001000,3,3,25295925,14196,0x00000000,0,0|",0x830513631893140101010A4CE767D499370283836AD4240A5F00D74E0C0F1203030181FC350000377400000000
212,2025-03-14 21:03:55.472,"11000001,5,1363189314,1,1,1,10,19688,1741986192,4.202773,-73.592482,179,76,11010000,11110000,OFF,1001000,3,3,25295925,14171,0x00000000,0,0|",0x830513631893140101010A4CE867D4999002814AD2D422ADAC00B34C0B0F1203030181FC350000375B00000000
213,2025-03-14 21:03:55.473,"11000001,5,1363189314,1,1,1,10,19688,1741986192,4.202773,-73.592482,179,76,11010000,11110000,OFF,1001000,3,3,25295925,14171,0x00000000,0,0|",0x830513631893140101010A4CE867D4999002814AD2D422ADAC00B34C0B0F1203030181FC350000375B00000000
214,2025-03-14 21:03:56.010,"11000001,5,1363189314,1,1,1,10,19689,1741986228,4.1965486,-73.593738,205,58,00110000,11110000,OFF,1001000,34,3,25295925,14193,0x00000000,0,0|",0x830513631893140101010A4CE967D499B4028057AED4227C9C00CD3A0C0F1222030181FC350000377100000000
215,2025-03-14 21:04:10.591,"11000001,5,1363189314,1,1,1,10,19690,1741986250,4.1950891,-73.5952746,251,9,11010000,11110000,OFF,1001000,3,3,25295925,14000,0x00000000,0,0|",0x830513631893140101010A4CEA67D499CA02801EABD422409600FB090B0F1203030181FC35000036B000000000
216,2025-03-14 21:06:16.840,"11000001,5,1363189314,1,1,1,10,19691,1741986369,4.1890815,-73.6025253,229,79,11010000,11110000,OFF,1001000,38,3,25295925,14165,0x00000000,0,0|",0x830513631893140101010A4CEB67D49A41027F33FFD421255B00E54F0B0F1226030181FC350000375500000000
217,2025-03-14 21:06:46.583,"11000001,5,1363189314,1,1,1,10,19692,1741986405,4.1844,-73.6075056,226,70,00110000,11110000,OFF,1001000,34,3,25295925,14200,0x00000000,0,0|",0x830513631893140101010A4CEC67D49A65027E7D20D42062D000E2460C0F1222030181FC350000377800000000
