"Fecha de la Unidad","Advertencia","Valor"
"2025/07/13 06:22:47","MainboardReboot",1
"2025/07/11 19:33:04","MainboardReboot",1
"2025/07/11 14:52:09","MainboardReboot",1
"2025/07/09 19:09:33","MainboardReboot",1
"2025/07/08 11:03:41","MainboardReboot",1
"2025/07/05 05:59:07","MainboardReboot",1
"2025/07/04 15:57:11","MainboardReboot",1
"2025/06/27 16:34:26","MainboardReboot",1
"2025/06/26 19:21:33","MainboardReboot",1
"2025/06/25 13:50:58","MainboardReboot",1
"2025/06/22 04:27:06","GPSGapTooLarge",6.38
"2025/06/20 19:52:50","MainboardReboot",1
"2025/06/19 15:48:52","MainboardReboot",1
"2025/06/19 09:40:14","MCUDisconnected",1
"2025/06/17 08:47:12","MainboardReboot",1
"2025/06/13 19:54:01","MCUDisconnected",1
"2025/06/10 05:50:43","MainboardReboot",1
"2025/06/10 05:06:20","MainboardReboot",1
"2025/06/09 11:25:03","MCUDisconnected",1
"2025/06/09 10:53:00","MainboardReboot",1
"2025/06/07 15:18:06","MainboardReboot",1
"2025/06/07 07:53:45","MainboardReboot",1
"2025/06/06 18:17:13","MainboardReboot",1
"2025/05/28 14:11:23","FailedToEnterStandby",1
"2025/05/26 12:47:43","BatteryVoltageLow",10839
"2025/05/26 11:36:57","FailedToEnterStandby",1
"2025/05/26 08:53:15","FailedToEnterStandby",1
"2025/05/22 06:14:35","BatteryVoltageLow",10721
"2025/05/21 20:15:40","BatteryVoltageLow",10562
"2025/05/21 19:27:39","FailedToEnterStandby",1
"2025/05/21 09:36:05","FailedToEnterStandby",1
"2025/05/20 13:42:37","FailedToEnterStandby",1
"2025/05/15 08:47:20","firmwareUpdated",0
