"Fecha de la Unidad","Advertencia","Valor"
"2025/05/28 13:36:03","BatteryVoltageLow",11194
"2025/05/28 10:45:07","BatteryVoltageLow",11194
"2025/05/28 10:09:03","BatteryVoltageLow",11194
"2025/05/28 00:07:56","MainboardReboot",1
"2025/05/27 23:56:24","MCUDisconnected",1
"2025/05/27 18:58:31","BatteryVoltageLow",11077
"2025/05/27 17:11:24","BatteryVoltageLow",11077
"2025/05/27 16:22:00","BatteryVoltageLow",11077
"2025/05/27 14:26:33","BatteryVoltageLow",11077
"2025/05/27 10:12:19","BatteryVoltageLow",11077
"2025/05/27 09:32:59","MainboardReboot",1
"2025/05/27 08:57:34","BatteryVoltageLow",11077
"2025/05/27 08:33:09","FailedToEnterStandby",1
"2025/05/27 06:18:47","BatteryVoltageLow",11077
"2025/05/26 16:05:52","FailedToEnterStandby",1
"2025/05/23 23:37:15","MCUDisconnected",1
"2025/05/22 04:59:19","MCUDisconnected",1
"2025/05/21 23:52:23","MCUDisconnected",1
"2025/05/21 02:34:31","MCUDisconnected",1
"2025/05/20 22:40:39","MainboardReboot",1
"2025/05/20 22:32:55","MCUDisconnected",1
"2025/05/20 04:39:54","MainboardReboot",1
"2025/05/20 04:29:27","MCUDisconnected",1
"2025/05/19 09:36:31","MCUDisconnected",1
"2025/05/17 16:39:25","MCUDisconnected",1
"2025/05/16 04:53:44","MCUDisconnected",1
"2025/05/13 00:33:56","MainboardReboot",1
"2025/05/13 00:23:27","MCUDisconnected",1
"2025/05/12 17:21:47","MainboardReboot",1
"2025/05/12 16:34:52","MainboardReboot",1
"2025/05/12 16:26:19","MCUDisconnected",1
"2025/05/12 15:13:59","MainboardReboot",1
"2025/05/12 15:11:31","MainboardReboot",1
"2025/05/12 15:05:27","MCUDisconnected",1
"2025/05/12 15:05:27","MainboardReboot",1
"2025/05/12 12:50:37","FailedToEnterStandby",1
"2025/05/12 10:43:40","FailedToEnterStandby",1
"2025/05/12 07:52:35","FailedToEnterStandby",1
"2025/05/08 05:40:41","MainboardReboot",1
"2025/05/06 03:31:44","MCUDisconnected",1
"2025/05/06 03:31:44","MainboardReboot",1
"2025/05/05 17:37:31","FailedToEnterStandby",1
"2025/05/05 09:04:18","BatteryVoltageLow",11547
"2025/05/05 06:48:34","MainboardReboot",1
"2025/05/05 06:33:58","MainboardReboot",1
"2025/05/05 06:25:37","MainboardReboot",1
"2025/05/04 15:20:28","MainboardReboot",1
"2025/05/04 15:18:09","MainboardReboot",1
"2025/05/04 15:11:52","MCUDisconnected",1
"2025/05/04 15:01:01","MainboardReboot",1
"2025/05/04 14:52:16","MCUDisconnected",1
"2025/05/04 09:45:37","MainboardReboot",1
"2025/05/04 09:34:45","MCUDisconnected",1
"2025/05/03 12:06:07","FailedToEnterStandby",1
"2025/05/02 22:31:05","MainboardReboot",1
"2025/05/02 20:04:20","MainboardReboot",1
"2025/05/02 19:58:42","MainboardReboot",1
"2025/05/02 19:51:02","MCUDisconnected",1
"2025/05/01 09:13:44","BatteryVoltageLow",10936
"2025/05/01 08:39:52","BatteryVoltageLow",10936
"2025/05/01 06:51:37","FailedToEnterStandby",1
"2025/04/30 12:41:20","FailedToEnterStandby",1
"2025/04/30 11:41:46","BatteryVoltageLow",11135
"2025/04/30 09:20:31","BatteryVoltageLow",11135
"2025/04/30 07:23:33","FailedToEnterStandby",1
"2025/04/26 04:44:05","FailedToEnterStandby",1
"2025/04/24 06:15:08","MainboardReboot",1
"2025/04/23 19:21:19","MainboardReboot",1
"2025/04/23 19:14:07","MainboardReboot",1
"2025/04/23 18:51:05","MainboardReboot",1
"2025/04/23 18:40:34","MCUDisconnected",1
"2025/04/22 00:13:26","firmwareUpdated",0
