Name;Division;Anexo;Este;Norte;Punto
Lote II;Pampagrande;El Palmo;-79,45912084;-6,701435464;715
Lote II;Pampagrande;El Palmo;-79,45921064;-6,701492211;716
Lote II;Pampagrande;El Palmo;-79,45930335;-6,70153844;717
Lote II;Pampagrande;El Palmo;-79,45937505;-6,701568333;718
Lote II;Pampagrande;El Palmo;-79,4594066;-6,70158183;719
Lote II;Pampagrande;El Palmo;-79,45944099;-6,701602994;720
Lote II;Pampagrande;El Palmo;-79,45946771;-6,701629874;721
Lote II;Pampagrande;El Palmo;-79,45969741;-6,701884131;722
Lote II;Pampagrande;El Palmo;-79,45989768;-6,70201448;723
Lote II;Pampagrande;El Palmo;-79,4600111;-6,702124627;724
Lote II;Pampagrande;El Palmo;-79,46005795;-6,702205598;725
Lote II;Pampagrande;El Palmo;-79,46007975;-6,702262578;726
Lote II;Pampagrande;El Palmo;-79,46008838;-6,702412394;727
Lote II;Pampagrande;El Palmo;-79,46007213;-6,702450942;728
Lote II;Pampagrande;El Palmo;-79,45979143;-6,702773577;729
Lote II;Pampagrande;El Palmo;-79,45960281;-6,702976374;730
Lote II;Pampagrande;El Palmo;-79,45949676;-6,703069862;731
Lote II;Pampagrande;El Palmo;-79,45938665;-6,70327629;732
Lote II;Pampagrande;El Palmo;-79,45936318;-6,703384563;733
Lote II;Pampagrande;El Palmo;-79,45940222;-6,703475034;734
Lote II;Pampagrande;El Palmo;-79,45946061;-6,703584089;735
Lote II;Pampagrande;El Palmo;-79,459575;-6,703748494;736
Lote II;Pampagrande;El Palmo;-79,46042951;-6,704735402;737
Lote II;Pampagrande;El Palmo;-79,46081514;-6,705102715;738
Lote II;Pampagrande;El Palmo;-79,4609966;-6,705234924;739
Lote II;Pampagrande;El Palmo;-79,46132134;-6,705469783;740
Lote II;Pampagrande;El Palmo;-79,46142104;-6,705581355;741
Lote II;Pampagrande;El Palmo;-79,46158561;-6,705788331;742
Lote II;Pampagrande;El Palmo;-79,4617496;-6,706060263;743
Lote II;Pampagrande;El Palmo;-79,4618627;-6,706345506;744
Lote II;Pampagrande;El Palmo;-79,46188373;-6,706443388;745
Lote II;Pampagrande;El Palmo;-79,46188891;-6,70681946;746
Lote II;Pampagrande;El Palmo;-79,46189095;-6,706930722;747
Lote II;Pampagrande;El Palmo;-79,46187495;-6,707073031;748
Lote II;Pampagrande;El Palmo;-79,46185863;-6,70717668;749
Lote II;Pampagrande;El Palmo;-79,46182253;-6,707357208;750
Lote II;Pampagrande;El Palmo;-79,46175241;-6,70761401;751
Lote II;Pampagrande;El Palmo;-79,4618833;-6,7078477;752
Lote II;Pampagrande;El Palmo;-79,46222983;-6,707920886;753
Lote II;Pampagrande;El Palmo;-79,46263967;-6,70857271;754
Lote II;Pampagrande;El Palmo;-79,46286959;-6,708430922;755
Lote II;Pampagrande;El Palmo;-79,46288858;-6,708400998;756
Lote II;Pampagrande;El Palmo;-79,46325056;-6,708153149;757
Lote II;Pampagrande;El Palmo;-79,4633348;-6,70808648;758
Lote II;Pampagrande;El Palmo;-79,46366081;-6,70759807;759
Lote II;Pampagrande;El Palmo;-79,46374999;-6,707511708;760
Lote II;Pampagrande;El Palmo;-79,46380592;-6,707440707;761
Lote II;Pampagrande;El Palmo;-79,46381445;-6,707431304;762
Lote II;Pampagrande;El Palmo;-79,46384004;-6,707383932;763
Lote II;Pampagrande;El Palmo;-79,46385447;-6,707361534;764
Lote II;Pampagrande;El Palmo;-79,46388658;-6,707283502;765
Lote II;Pampagrande;El Palmo;-79,46388657;-6,707276921;766
Lote II;Pampagrande;El Palmo;-79,46390457;-6,707179649;767
Lote II;Pampagrande;El Palmo;-79,46388931;-6,707043802;768
Lote II;Pampagrande;El Palmo;-79,46388931;-6,707040233;769
Lote II;Pampagrande;El Palmo;-79,4638418;-6,706920334;770
Lote II;Pampagrande;El Palmo;-79,46383858;-6,706912914;771
Lote II;Pampagrande;El Palmo;-79,46375939;-6,706763114;772
Lote II;Pampagrande;El Palmo;-79,46369;-6,70666474;773
Lote II;Pampagrande;El Palmo;-79,46365158;-6,706610273;774
Lote II;Pampagrande;El Palmo;-79,46349918;-6,706433861;775
Lote II;Pampagrande;El Palmo;-79,46337389;-6,70629373;776
