Name;Este;Norte
Tutumo;-79,73223183;-6,744240526
Tutumo;-79,73192669;-6,744851945
Tutumo;-79,73158027;-6,745406748
Tutumo;-79,7312824;-6,745812761
Maicillo;-79,7928732;-6,773313595
Maicillo;-79,79290133;-6,77359094
Maicillo;-79,79315398;-6,774744488
Maicillo;-79,79322435;-6,774824227
Maicillo;-79,79360236;-6,775354348
Maicillo;-79,7937424;-6,775582295
Maicillo;-79,79408382;-6,776508507
Maicillo;-79,79414793;-6,776682433
Maicillo;-79,79438324;-6,77746413
Maicillo;-79,79447676;-6,777793415
Maicillo;-79,79463279;-6,778437224
Maicillo;-79,79467276;-6,778602133
Maicillo;-79,79482501;-6,779377969
Maicillo;-79,79487613;-6,779514438
Maicillo;-79,79490743;-6,779580436
Maicillo;-79,79495488;-6,779645619
Maicillo;-79,79499846;-6,779678175
Maicillo;-79,79503371;-6,779704508
Maicillo;-79,79520448;-6,77975648
Maicillo;-79,7953055;-6,779801701
Maicillo;-79,7954772;-6,779885401
Maicillo;-79,79561854;-6,779959218
Maicillo;-79,79575521;-6,780051606
Maicillo;-79,79578389;-6,780073082
Maicillo;-79,79581337;-6,780108595
Maicillo;-79,79584021;-6,780149428
Maicillo;-79,7958593;-6,780198408
Maicillo;-79,79598455;-6,780827754
Maicillo;-79,79603778;-6,781046248
Maicillo;-79,79618975;-6,781670186
Maicillo;-79,79637997;-6,782536216
Maicillo;-79,79643427;-6,782939022
Maicillo;-79,79663274;-6,78441148
Maicillo;-79,79666639;-6,784571344
Maicillo;-79,79669424;-6,7846942
Maicillo;-79,79675844;-6,784817144
Maicillo;-79,79688087;-6,784920484
Maicillo;-79,80062975;-6,783907522
Maicillo;-79,8004059;-6,783198121
Maicillo;-79,80042521;-6,78314062
Maicillo;-79,80046902;-6,78308
Maicillo;-79,80050864;-6,783049116
Maicillo;-79,80060695;-6,783009949
Maicillo;-79,80074065;-6,782979626
Maicillo;-79,80168494;-6,782950117
Maicillo;-79,80169395;-6,782949836
Maicillo;-79,80169332;-6,782947728
Maicillo;-79,80156687;-6,782521734
Maicillo;-79,80213355;-6,782282784
Maicillo;-79,80237706;-6,782134896
Maicillo;-79,80252417;-6,780947646
Maicillo;-79,80259427;-6,7797985
Maicillo;-79,8026102;-6,778776927
Maicillo;-79,80283369;-6,778392814
Maicillo;-79,80293951;-6,778272992
Maicillo;-79,80303142;-6,778188436
Maicillo;-79,8030962;-6,778048542
Maicillo;-79,80326541;-6,777766643
Maicillo;-79,80330869;-6,777676326
Maicillo;-79,80332485;-6,777564464
Maicillo;-79,80318924;-6,776377879
Maicillo;-79,80307025;-6,775587704
Maicillo;-79,80308484;-6,775371109
Maicillo;-79,80312602;-6,775304409
Maicillo;-79,803204;-6,775257744
Maicillo;-79,80352929;-6,77525445
Maicillo;-79,80348623;-6,774267877
Maicillo;-79,80348974;-6,774010167
Maicillo;-79,80351775;-6,773940851
Maicillo;-79,80361058;-6,773897876
Maicillo;-79,80364921;-6,773852217
Maicillo;-79,80367312;-6,773709129
Maicillo;-79,80354863;-6,772819919
Maicillo;-79,7993521;-6,772434689
Maicillo;-79,79285978;-6,771702369
Maicillo;-79,7928732;-6,773313595
Saman;-79,77527365;-6,76431347
Saman;-79,77492516;-6,764367135
Saman;-79,77486413;-6,763675599
Saman;-79,7748604;-6,763530336
Saman;-79,77491242;-6,763033756
Saman;-79,77363281;-6,763309364
Saman;-79,77163449;-6,763732488
Saman;-79,77145585;-6,763981129
Saman;-79,77142684;-6,764268114
Saman;-79,77275634;-6,763951178
Saman;-79,77290017;-6,764538966
Saman;-79,77317873;-6,764603578
Saman;-79,77379669;-6,764468697
Saman;-79,77386218;-6,764734339
Saman;-79,77408306;-6,765662995
Saman;-79,77449374;-6,765569043
Saman;-79,77457144;-6,765572415
Saman;-79,77463235;-6,765584244
Saman;-79,77574482;-6,765362632
Saman;-79,77633717;-6,765244629
Saman;-79,77686956;-6,765129465
Saman;-79,77698475;-6,765134455
Saman;-79,7772109;-6,765207515
Saman;-79,78033176;-6,764584166
Saman;-79,78036975;-6,764667786
Saman;-79,78050224;-6,765585673
Saman;-79,78068912;-6,766835095
Saman;-79,7847872;-6,7661289
Saman;-79,78613452;-6,765887648
Saman;-79,78738277;-6,765806244
Saman;-79,79192078;-6,765589053
Saman;-79,79212118;-6,765590234
Saman;-79,79212087;-6,765588282
Saman;-79,79064772;-6,761692399
Saman;-79,7900393;-6,76008336
Saman;-79,7900614;-6,75994828
Saman;-79,7900514;-6,759950357
Saman;-79,78015004;-6,762006651
Saman;-79,78024655;-6,763118972
Saman;-79,78023436;-6,763150737
Saman;-79,78020882;-6,763167489
Saman;-79,78005988;-6,763211245
Saman;-79,77650978;-6,764028807
Saman;-79,77527365;-6,76431347
Mercedes;-79,74056494;-6,765655748
Mercedes;-79,74081426;-6,771572983
Mercedes;-79,74083319;-6,771682488
Mercedes;-79,74083652;-6,771701777
Mercedes;-79,74083798;-6,771703303
Mercedes;-79,74088471;-6,771906301
Mercedes;-79,74312746;-6,771884079
Mercedes;-79,74356969;-6,771879695
Mercedes;-79,7441663;-6,771808785
Mercedes;-79,74587517;-6,771605673
Mercedes;-79,74641705;-6,771461053
Mercedes;-79,74695704;-6,771391453
Mercedes;-79,74790281;-6,77126955
Mercedes;-79,74803729;-6,771268695
Mercedes;-79,74842824;-6,771322085
Mercedes;-79,74896982;-6,771411323
Mercedes;-79,75088822;-6,771727413
Mercedes;-79,75188615;-6,771649621
Mercedes;-79,75193115;-6,771638192
Mercedes;-79,75206149;-6,771605086
Mercedes;-79,75255301;-6,771444188
Mercedes;-79,75356757;-6,771183559
Mercedes;-79,75421701;-6,771040213
Mercedes;-79,75429705;-6,770925299
Mercedes;-79,75442163;-6,770832986
Mercedes;-79,75909274;-6,767788773
Mercedes;-79,75908987;-6,767788449
Mercedes;-79,75607735;-6,767441655
Mercedes;-79,75457343;-6,767272592
Mercedes;-79,75453966;-6,767268796
Mercedes;-79,75448714;-6,767262891
Mercedes;-79,75446588;-6,767260438
Mercedes;-79,75444462;-6,767257984
Mercedes;-79,75408003;-6,767215901
Mercedes;-79,7535935;-6,767159744
Mercedes;-79,74995295;-6,76673952
Mercedes;-79,74248367;-6,765877265
Mercedes;-79,74214349;-6,765837993
Mercedes;-79,74056494;-6,765655748
Desaguadero;-79,79289122;-6,810267609
Desaguadero;-79,79288568;-6,810349751
Desaguadero;-79,79286837;-6,810426857
Desaguadero;-79,7928241;-6,810488365
Desaguadero;-79,79279914;-6,810509529
Desaguadero;-79,79277018;-6,810534083
Desaguadero;-79,79258786;-6,810643272
Desaguadero;-79,79239697;-6,810713468
Desaguadero;-79,79209846;-6,810797208
Desaguadero;-79,79153828;-6,810750938
Desaguadero;-79,79137875;-6,8107092
Desaguadero;-79,79128852;-6,810702955
Desaguadero;-79,79123506;-6,810736034
Desaguadero;-79,79112812;-6,810784623
Desaguadero;-79,79112049;-6,810780827
Desaguadero;-79,79102534;-6,81086581
Desaguadero;-79,79093705;-6,811064706
Desaguadero;-79,79083716;-6,811235849
Desaguadero;-79,79085523;-6,811397029
Desaguadero;-79,79083092;-6,811513536
Desaguadero;-79,79078478;-6,811639791
Desaguadero;-79,79073325;-6,811710463
Desaguadero;-79,79066936;-6,811777051
Desaguadero;-79,79065218;-6,811791206
Desaguadero;-79,79057736;-6,811852863
Desaguadero;-79,79046133;-6,811906808
Desaguadero;-79,7903758;-6,81191658
Desaguadero;-79,79024898;-6,811921305
Desaguadero;-79,79016329;-6,811908857
Desaguadero;-79,78985418;-6,811779387
Desaguadero;-79,78965175;-6,811694601
Desaguadero;-79,78943429;-6,811600562
Desaguadero;-79,78937579;-6,811585429
Desaguadero;-79,78931746;-6,811571687
Desaguadero;-79,78927639;-6,811568509
Desaguadero;-79,78922156;-6,811567182
Desaguadero;-79,78913781;-6,81157194
Desaguadero;-79,78903537;-6,811582197
Desaguadero;-79,78897945;-6,811598656
Desaguadero;-79,78893172;-6,811619002
Desaguadero;-79,7888629;-6,811653568
Desaguadero;-79,78881087;-6,811701151
Desaguadero;-79,78877241;-6,811817511
Desaguadero;-79,78871209;-6,812114815
Desaguadero;-79,78863842;-6,812417456
Desaguadero;-79,78862671;-6,81245218
Desaguadero;-79,78854622;-6,812691047
Desaguadero;-79,78821343;-6,813388488
Desaguadero;-79,78808694;-6,813751618
Desaguadero;-79,78793861;-6,81424731
Desaguadero;-79,78792074;-6,814324002
Desaguadero;-79,78791401;-6,814421165
Desaguadero;-79,78792469;-6,814607145
Desaguadero;-79,78794538;-6,814967344
Desaguadero;-79,78797232;-6,815616327
Desaguadero;-79,78800533;-6,81605036
Desaguadero;-79,78800982;-6,816325811
Desaguadero;-79,78806636;-6,816576291
Desaguadero;-79,78833711;-6,817929697
Desaguadero;-79,78836559;-6,818171341
Desaguadero;-79,78837315;-6,818597112
Desaguadero;-79,78837759;-6,81878885
Desaguadero;-79,78839926;-6,818887717
Desaguadero;-79,78843904;-6,818980374
Desaguadero;-79,7884952;-6,819036596
Desaguadero;-79,78863902;-6,819071564
Desaguadero;-79,78869184;-6,819084406
Desaguadero;-79,78875277;-6,819119971
Desaguadero;-79,78875625;-6,819875274
Desaguadero;-79,78896409;-6,820696885
Desaguadero;-79,78863079;-6,820745721
Desaguadero;-79,78892428;-6,822343278
Desaguadero;-79,78899579;-6,822500367
Desaguadero;-79,78912997;-6,823037993
Desaguadero;-79,7891525;-6,823220305
Desaguadero;-79,78918284;-6,823465754
Desaguadero;-79,78918729;-6,823501793
Desaguadero;-79,78923121;-6,823923197
Desaguadero;-79,78925222;-6,824250033
Desaguadero;-79,78925387;-6,824531206
Desaguadero;-79,78928485;-6,825127819
Desaguadero;-79,78928947;-6,825512732
Desaguadero;-79,78921371;-6,825974378
Desaguadero;-79,78913372;-6,826239187
Desaguadero;-79,78900835;-6,826418722
Desaguadero;-79,78891363;-6,82651785
Desaguadero;-79,78892642;-6,826531706
Desaguadero;-79,78971027;-6,827275526
Desaguadero;-79,79049212;-6,828019272
Desaguadero;-79,79064904;-6,828166291
Desaguadero;-79,79090859;-6,828267624
Desaguadero;-79,79148245;-6,828378788
Desaguadero;-79,79171141;-6,828546719
Desaguadero;-79,79218258;-6,828702607
Desaguadero;-79,79229851;-6,828728149
Desaguadero;-79,79257314;-6,82884946
Desaguadero;-79,79271124;-6,828862365
Desaguadero;-79,79280666;-6,828851781
Desaguadero;-79,79302588;-6,82878206
Desaguadero;-79,79315073;-6,828801105
Desaguadero;-79,79328253;-6,828866071
Desaguadero;-79,79342079;-6,828924571
Desaguadero;-79,79383428;-6,828913592
Desaguadero;-79,79414658;-6,828846727
Desaguadero;-79,79485202;-6,828791356
Desaguadero;-79,79524127;-6,828885684
Desaguadero;-79,79587316;-6,828946607
Desaguadero;-79,79767875;-6,828893657
Desaguadero;-79,79818442;-6,828887293
Desaguadero;-79,80063061;-6,829049814
Desaguadero;-79,80082759;-6,82899585
Desaguadero;-79,80123692;-6,828931469
Desaguadero;-79,80167617;-6,828863786
Desaguadero;-79,80258283;-6,828706169
Desaguadero;-79,80258282;-6,828656858
Desaguadero;-79,80258257;-6,827785109
Desaguadero;-79,80258253;-6,827620217
Desaguadero;-79,80258317;-6,826742625
Desaguadero;-79,80263474;-6,826112584
Desaguadero;-79,80272353;-6,825583747
Desaguadero;-79,8029909;-6,823372112
Desaguadero;-79,80302714;-6,823030253
Desaguadero;-79,80308206;-6,82293688
Desaguadero;-79,80317215;-6,822805365
Desaguadero;-79,80413554;-6,821749616
Desaguadero;-79,80419351;-6,821681882
Desaguadero;-79,80419828;-6,821635832
Desaguadero;-79,80409014;-6,819864575
Desaguadero;-79,80405448;-6,819480315
Desaguadero;-79,80381993;-6,818325062
Desaguadero;-79,8038116;-6,818326494
Desaguadero;-79,80380987;-6,818326791
Desaguadero;-79,80372186;-6,818341919
Desaguadero;-79,80346774;-6,8183856
Desaguadero;-79,80337258;-6,818401957
Desaguadero;-79,80326939;-6,817727203
Desaguadero;-79,80319347;-6,817690066
Desaguadero;-79,80268592;-6,817882984
Desaguadero;-79,80218428;-6,817617493
Desaguadero;-79,80206718;-6,817555515
Desaguadero;-79,80200952;-6,817472654
Desaguadero;-79,7997795;-6,81775781
Desaguadero;-79,79959489;-6,816846748
Desaguadero;-79,7975242;-6,817049222
Desaguadero;-79,79750275;-6,816819255
Desaguadero;-79,7974813;-6,816589287
Desaguadero;-79,79733827;-6,816498912
Desaguadero;-79,7973193;-6,816481074
Desaguadero;-79,79710926;-6,816283576
Desaguadero;-79,79688909;-6,815966892
Desaguadero;-79,79682815;-6,815879248
Desaguadero;-79,79680702;-6,815487132
Desaguadero;-79,79677949;-6,815433593
Desaguadero;-79,79674045;-6,815389285
Desaguadero;-79,7964293;-6,815378962
Desaguadero;-79,79634305;-6,815360261
Desaguadero;-79,79619723;-6,815151173
Desaguadero;-79,79619577;-6,815149074
Desaguadero;-79,79655382;-6,814396647
Desaguadero;-79,79657376;-6,814327281
Desaguadero;-79,79657413;-6,814267941
Desaguadero;-79,79653873;-6,81363603
Desaguadero;-79,79636455;-6,812855609
Desaguadero;-79,79596544;-6,812943546
Desaguadero;-79,79544822;-6,812919778
Desaguadero;-79,79520461;-6,812271756
Desaguadero;-79,79511253;-6,812155271
Desaguadero;-79,79504387;-6,811725161
Desaguadero;-79,79487275;-6,811166719
Desaguadero;-79,79486733;-6,811149046
Desaguadero;-79,79461341;-6,810664984
Desaguadero;-79,79452303;-6,810438544
Desaguadero;-79,79443194;-6,810267254
Desaguadero;-79,79422404;-6,809988383
Desaguadero;-79,79407278;-6,809870751
Desaguadero;-79,79375094;-6,809705185
Desaguadero;-79,79363836;-6,809710797
Desaguadero;-79,79338383;-6,809759606
Desaguadero;-79,79331191;-6,809817908
Desaguadero;-79,79321994;-6,809916931
Desaguadero;-79,79307997;-6,810054126
Desaguadero;-79,79297917;-6,810138991
Desaguadero;-79,79293034;-6,810207093
Desaguadero;-79,79289122;-6,810267609
Papelillo I;-79,80161095;-6,803731274
Papelillo I;-79,8023749;-6,807757965
Papelillo I;-79,80208668;-6,809286117
Papelillo I;-79,80437591;-6,811839598
Papelillo I;-79,80514532;-6,811612816
Papelillo I;-79,80573127;-6,811442563
Papelillo I;-79,80651284;-6,811184491
Papelillo I;-79,80655948;-6,81104352
Papelillo I;-79,80654623;-6,810972867
Papelillo I;-79,80652018;-6,810915739
Papelillo I;-79,80596772;-6,810218885
Papelillo I;-79,8058543;-6,810154852
Papelillo I;-79,80576692;-6,810133057
Papelillo I;-79,80567375;-6,81013394
Papelillo I;-79,80560425;-6,810049148
Papelillo I;-79,80553972;-6,809920301
Papelillo I;-79,80537972;-6,809432431
Papelillo I;-79,80524062;-6,808745272
Papelillo I;-79,80522156;-6,808669332
Papelillo I;-79,80523094;-6,80858661
Papelillo I;-79,80527093;-6,808524961
Papelillo I;-79,80532218;-6,808475975
Papelillo I;-79,80539536;-6,808428759
Papelillo I;-79,80547656;-6,808409677
Papelillo I;-79,80646106;-6,80828045
Papelillo I;-79,80655398;-6,808259216
Papelillo I;-79,80661649;-6,808220763
Papelillo I;-79,80665087;-6,808195342
Papelillo I;-79,8066847;-6,808115524
Papelillo I;-79,80676064;-6,807281638
Papelillo I;-79,80692581;-6,807117982
Papelillo I;-79,80740127;-6,806984409
Papelillo I;-79,80763801;-6,806987572
Papelillo I;-79,80784369;-6,806935287
Papelillo I;-79,80896067;-6,80673736
Papelillo I;-79,80859407;-6,805494369
Papelillo I;-79,80857253;-6,805421349
Papelillo I;-79,81059204;-6,805125182
Papelillo I;-79,81165961;-6,805019743
Papelillo I;-79,81246658;-6,804940036
Papelillo I;-79,8124444;-6,804844148
Papelillo I;-79,81152003;-6,804094233
Papelillo I;-79,80937971;-6,804320228
Papelillo I;-79,80929723;-6,803782493
Papelillo I;-79,80919262;-6,803102156
Papelillo I;-79,80835058;-6,800018665
Papelillo I;-79,80831286;-6,799917911
Papelillo I;-79,80820405;-6,799861607
Papelillo I;-79,80780262;-6,799783292
Papelillo I;-79,80722198;-6,799846209
Papelillo I;-79,80688333;-6,799882855
Papelillo I;-79,80691156;-6,799973859
Papelillo I;-79,80172612;-6,800801538
Papelillo I;-79,80089304;-6,801027398
Papelillo I;-79,80089319;-6,801027947
Papelillo I;-79,80161095;-6,803731274
Pusse;-79,81152003;-6,804094233
Pusse;-79,8124444;-6,804844148
Pusse;-79,81246658;-6,804940036
Pusse;-79,81165961;-6,805019743
Pusse;-79,81059204;-6,805125182
Pusse;-79,80857253;-6,805421349
Pusse;-79,80859407;-6,805494369
Pusse;-79,80896067;-6,80673736
Pusse;-79,80784369;-6,806935287
Pusse;-79,80763801;-6,806987572
Pusse;-79,80740127;-6,806984409
Pusse;-79,80692581;-6,807117982
Pusse;-79,80676064;-6,807281638
Pusse;-79,8066847;-6,808115524
Pusse;-79,80665087;-6,808195342
Pusse;-79,80661649;-6,808220763
Pusse;-79,80655398;-6,808259216
Pusse;-79,80646106;-6,80828045
Pusse;-79,80547656;-6,808409677
Pusse;-79,80539536;-6,808428759
Pusse;-79,80532218;-6,808475975
Pusse;-79,80527093;-6,808524961
Pusse;-79,80523094;-6,80858661
Pusse;-79,80522156;-6,808669332
Pusse;-79,80524062;-6,808745272
Pusse;-79,80537972;-6,809432431
Pusse;-79,80553972;-6,809920301
Pusse;-79,80560425;-6,810049148
Pusse;-79,80567375;-6,81013394
Pusse;-79,80576692;-6,810133057
Pusse;-79,8058543;-6,810154852
Pusse;-79,80596772;-6,810218885
Pusse;-79,80652018;-6,810915739
Pusse;-79,80654623;-6,810972867
Pusse;-79,80655948;-6,81104352
Pusse;-79,80651284;-6,811184491
Pusse;-79,80573127;-6,811442563
Pusse;-79,80514532;-6,811612816
Pusse;-79,80437591;-6,811839598
Pusse;-79,80436967;-6,811873577
Pusse;-79,80542324;-6,813008811
Pusse;-79,80546323;-6,813051902
Pusse;-79,8056703;-6,813235368
Pusse;-79,80600382;-6,813463473
Pusse;-79,80646407;-6,813748475
Pusse;-79,80653174;-6,813790378
Pusse;-79,80665375;-6,813865931
Pusse;-79,80887167;-6,815239332
Pusse;-79,80993865;-6,815900031
Pusse;-79,81059574;-6,816306915
Pusse;-79,81130502;-6,816746118
Pusse;-79,81182484;-6,817067998
Pusse;-79,81465664;-6,816695459
Pusse;-79,81505957;-6,81664245
Pusse;-79,81578813;-6,816544004
Pusse;-79,81726771;-6,816344078
Pusse;-79,81808117;-6,816232884
Pusse;-79,82004975;-6,815963789
Pusse;-79,819893;-6,815527391
Pusse;-79,81965398;-6,814876933
Pusse;-79,81962097;-6,814761998
Pusse;-79,81961266;-6,814711217
Pusse;-79,81961094;-6,814395085
Pusse;-79,81959904;-6,81436694
Pusse;-79,81957822;-6,81431544
Pusse;-79,81955032;-6,814218459
Pusse;-79,81946754;-6,81388123
Pusse;-79,81946979;-6,813817225
Pusse;-79,81948156;-6,813795024
Pusse;-79,81987493;-6,813713236
Pusse;-79,81990222;-6,813696182
Pusse;-79,81992203;-6,813675053
Pusse;-79,81993505;-6,81363596
Pusse;-79,81994557;-6,813591478
Pusse;-79,8199465;-6,813521019
Pusse;-79,8199366;-6,813457104
Pusse;-79,81965944;-6,812447636
Pusse;-79,81961047;-6,812404443
Pusse;-79,8195474;-6,812362831
Pusse;-79,8194641;-6,812320081
Pusse;-79,81822151;-6,812383163
Pusse;-79,81704456;-6,811633661
Pusse;-79,81681859;-6,810631257
Pusse;-79,81990204;-6,810036017
Pusse;-79,81990454;-6,809943176
Pusse;-79,8199538;-6,809729707
Pusse;-79,8199688;-6,809517362
Pusse;-79,81998739;-6,809440554
Pusse;-79,81998285;-6,809107725
Pusse;-79,82002599;-6,808842813
Pusse;-79,82005032;-6,808327018
Pusse;-79,82006597;-6,808289367
Pusse;-79,82011786;-6,808230887
Pusse;-79,82097281;-6,808114473
Pusse;-79,82142522;-6,808068455
Pusse;-79,82400108;-6,807827157
Pusse;-79,82376285;-6,806443178
Pusse;-79,82367402;-6,806282324
Pusse;-79,82335531;-6,805793522
Pusse;-79,82204415;-6,805922222
Pusse;-79,82181925;-6,806021128
Pusse;-79,82131514;-6,806186602
Pusse;-79,82030172;-6,806370762
Pusse;-79,82023387;-6,806344287
Pusse;-79,81997224;-6,804358139
Pusse;-79,81820128;-6,804725762
Pusse;-79,81555309;-6,805289004
Pusse;-79,81548836;-6,805246066
Pusse;-79,81539905;-6,803972687
Pusse;-79,81319431;-6,804024678
Pusse;-79,8121413;-6,80405879
Pusse;-79,81152003;-6,804094233
San Luis III;-79,81182484;-6,817067998
San Luis III;-79,81188116;-6,817141026
San Luis III;-79,81196634;-6,817260403
San Luis III;-79,81203;-6,81736537
San Luis III;-79,81215151;-6,817605441
San Luis III;-79,81256936;-6,818993099
San Luis III;-79,81325716;-6,821298959
San Luis III;-79,81338775;-6,821734693
San Luis III;-79,81384632;-6,823264873
San Luis III;-79,8146927;-6,826089119
San Luis III;-79,81482315;-6,826180844
San Luis III;-79,81539695;-6,826256435
San Luis III;-79,81574106;-6,826275825
San Luis III;-79,81663971;-6,826150133
San Luis III;-79,81771305;-6,826107462
San Luis III;-79,81863209;-6,826012335
San Luis III;-79,81888929;-6,82600338
San Luis III;-79,81916684;-6,825961608
San Luis III;-79,81949782;-6,82593021
San Luis III;-79,8199617;-6,825719464
San Luis III;-79,82007612;-6,82566748
San Luis III;-79,82037442;-6,825601368
San Luis III;-79,82088445;-6,825548066
San Luis III;-79,82149565;-6,825577208
San Luis III;-79,82165042;-6,825580165
San Luis III;-79,8217525;-6,825582117
San Luis III;-79,82206973;-6,82561597
San Luis III;-79,82267843;-6,825618134
San Luis III;-79,82276421;-6,825618439
San Luis III;-79,82317182;-6,825634475
San Luis III;-79,82384583;-6,825499213
San Luis III;-79,82425904;-6,825377484
San Luis III;-79,82441823;-6,825313175
San Luis III;-79,82461142;-6,825335119
San Luis III;-79,82485765;-6,825321559
San Luis III;-79,82511122;-6,825261902
San Luis III;-79,82553003;-6,825112247
San Luis III;-79,82550863;-6,824214875
San Luis III;-79,82543741;-6,823477675
San Luis III;-79,8253383;-6,822089438
San Luis III;-79,82524923;-6,819384004
San Luis III;-79,82423068;-6,819520305
San Luis III;-79,82318786;-6,818607377
San Luis III;-79,82308138;-6,818479573
San Luis III;-79,82254265;-6,817903417
San Luis III;-79,82154803;-6,816959494
San Luis III;-79,82151044;-6,816862847
San Luis III;-79,82152192;-6,816523078
San Luis III;-79,82119941;-6,815814632
San Luis III;-79,82060792;-6,815891069
San Luis III;-79,82004975;-6,815963789
San Luis III;-79,81808117;-6,816232884
San Luis III;-79,81726771;-6,816344078
San Luis III;-79,81578813;-6,816544004
San Luis III;-79,81505957;-6,81664245
San Luis III;-79,81465664;-6,816695459
San Luis III;-79,81182484;-6,817067998
Papelillo II;-79,79875731;-6,789082154
Papelillo II;-79,79993208;-6,79381354
Papelillo II;-79,80008026;-6,794371779
Papelillo II;-79,80051979;-6,796027626
Papelillo II;-79,80053278;-6,796185743
Papelillo II;-79,80072527;-6,799039493
Papelillo II;-79,80065362;-6,799680779
Papelillo II;-79,80064946;-6,799718045
Papelillo II;-79,80066053;-6,799844105
Papelillo II;-79,80069661;-6,800254929
Papelillo II;-79,80070907;-6,800312956
Papelillo II;-79,80086425;-6,801035815
Papelillo II;-79,80089319;-6,801027947
Papelillo II;-79,80172612;-6,800801538
Papelillo II;-79,80691156;-6,799973859
Papelillo II;-79,80688333;-6,799882855
Papelillo II;-79,80683661;-6,799732315
Papelillo II;-79,80589587;-6,796700629
Papelillo II;-79,80664252;-6,796586521
Papelillo II;-79,80692998;-6,796659314
Papelillo II;-79,80728699;-6,797530394
Papelillo II;-79,80844474;-6,797312499
Papelillo II;-79,80869367;-6,797271155
Papelillo II;-79,80883305;-6,797272971
Papelillo II;-79,80921618;-6,797463311
Papelillo II;-79,81057048;-6,798166864
Papelillo II;-79,81126991;-6,798534381
Papelillo II;-79,81144245;-6,798554182
Papelillo II;-79,81162915;-6,798509717
Papelillo II;-79,81179363;-6,798414449
Papelillo II;-79,81201977;-6,798278138
Papelillo II;-79,81210262;-6,798173751
Papelillo II;-79,81223525;-6,798040507
Papelillo II;-79,81281005;-6,797744509
Papelillo II;-79,81323217;-6,797569969
Papelillo II;-79,81329017;-6,797517583
Papelillo II;-79,81329928;-6,797451511
Papelillo II;-79,81330482;-6,797397184
Papelillo II;-79,812942;-6,796656317
Papelillo II;-79,81287532;-6,796551325
Papelillo II;-79,81265476;-6,796231892
Papelillo II;-79,81261449;-6,796124521
Papelillo II;-79,81264434;-6,796065039
Papelillo II;-79,81366693;-6,795503155
Papelillo II;-79,81391582;-6,795411769
Papelillo II;-79,81381751;-6,794936718
Papelillo II;-79,81372791;-6,794505899
Papelillo II;-79,81499981;-6,794949496
Papelillo II;-79,81589538;-6,794814787
Papelillo II;-79,81655301;-6,794597027
Papelillo II;-79,81689118;-6,794376647
Papelillo II;-79,81832969;-6,793102957
Papelillo II;-79,81819473;-6,792920561
Papelillo II;-79,81799525;-6,79278609
Papelillo II;-79,81750393;-6,792463499
Papelillo II;-79,81723223;-6,792319879
Papelillo II;-79,81708731;-6,79222143
Papelillo II;-79,81700471;-6,792116975
Papelillo II;-79,81671601;-6,791632952
Papelillo II;-79,81315138;-6,79286059
Papelillo II;-79,81292164;-6,792950417
Papelillo II;-79,8128472;-6,792929255
Papelillo II;-79,81225699;-6,792204373
Papelillo II;-79,81179488;-6,792285534
Papelillo II;-79,80716495;-6,793135988
Papelillo II;-79,80495304;-6,793542267
Papelillo II;-79,80379745;-6,789861038
Papelillo II;-79,80480955;-6,789572122
Papelillo II;-79,80487152;-6,789543338
Papelillo II;-79,80463898;-6,788756274
Papelillo II;-79,80387371;-6,78625735
Papelillo II;-79,80388357;-6,786184828
Papelillo II;-79,80488922;-6,786178248
Papelillo II;-79,80406829;-6,783390656
Papelillo II;-79,80402296;-6,783326504
Papelillo II;-79,80330139;-6,78287115
Papelillo II;-79,80319785;-6,782837967
Papelillo II;-79,80315224;-6,782841295
Papelillo II;-79,80219301;-6,782911274
Papelillo II;-79,8020192;-6,782923954
Papelillo II;-79,80181302;-6,782938995
Papelillo II;-79,8017299;-6,782945059
Papelillo II;-79,80169332;-6,782947728
Papelillo II;-79,80169395;-6,782949836
Papelillo II;-79,80168494;-6,782950117
Papelillo II;-79,80074065;-6,782979626
Papelillo II;-79,80060695;-6,783009949
Papelillo II;-79,80050864;-6,783049116
Papelillo II;-79,80046902;-6,78308
Papelillo II;-79,80042521;-6,78314062
Papelillo II;-79,8004059;-6,783198121
Papelillo II;-79,80062975;-6,783907522
Papelillo II;-79,79688087;-6,784920484
Papelillo II;-79,79700031;-6,785021296
Papelillo II;-79,797447;-6,785160142
Papelillo II;-79,79754863;-6,785218891
Papelillo II;-79,79761844;-6,785284291
Papelillo II;-79,79800529;-6,785861584
Papelillo II;-79,79801011;-6,785868775
Papelillo II;-79,79809197;-6,785991167
Papelillo II;-79,79836037;-6,786582454
Papelillo II;-79,79847804;-6,787068628
Papelillo II;-79,79870275;-6,788821041
Papelillo II;-79,79871618;-6,788948961
Papelillo II;-79,79875731;-6,789082154
San Carlos A;-79,78377265;-6,81335696
San Carlos A;-79,78375696;-6,813293353
San Carlos A;-79,78296734;-6,810092684
San Carlos A;-79,78278782;-6,809364985
San Carlos A;-79,78271323;-6,809062638
San Carlos A;-79,78245677;-6,808023116
San Carlos A;-79,78315933;-6,807853254
San Carlos A;-79,78380184;-6,807697912
San Carlos A;-79,7840818;-6,807637357
San Carlos A;-79,7843001;-6,807649392
San Carlos A;-79,78533686;-6,807392607
San Carlos A;-79,78625289;-6,807169016
San Carlos A;-79,78704436;-6,806972869
San Carlos A;-79,78720346;-6,806915839
