Name;Division;Anexo;Este;Norte;Punto
Lote III;Pampagrande;El Palmo;-79,45382149;-6,692060941;244
Lote III;Pampagrande;El Palmo;-79,453831;-6,692107148;245
Lote III;Pampagrande;El Palmo;-79,45385293;-6,692212013;246
Lote III;Pampagrande;El Palmo;-79,45386282;-6,692262647;247
Lote III;Pampagrande;El Palmo;-79,45386023;-6,692288478;248
Lote III;Pampagrande;El Palmo;-79,45385608;-6,692350554;249
Lote III;Pampagrande;El Palmo;-79,45385093;-6,69239181;250
Lote III;Pampagrande;El Palmo;-79,45384108;-6,692440947;251
Lote III;Pampagrande;El Palmo;-79,45383824;-6,692514207;252
Lote III;Pampagrande;El Palmo;-79,4538641;-6,692661884;253
Lote III;Pampagrande;El Palmo;-79,45389457;-6,692793727;254
Lote III;Pampagrande;El Palmo;-79,45392317;-6,692834561;255
Lote III;Pampagrande;El Palmo;-79,45400555;-6,692842259;256
Lote III;Pampagrande;El Palmo;-79,45434126;-6,692703766;257
Lote III;Pampagrande;El Palmo;-79,45458127;-6,692658549;258
Lote III;Pampagrande;El Palmo;-79,45463289;-6,692663393;259
Lote III;Pampagrande;El Palmo;-79,45472815;-6,692716502;260
Lote III;Pampagrande;El Palmo;-79,45497956;-6,692900228;261
Lote III;Pampagrande;El Palmo;-79,45507808;-6,692974223;262
Lote III;Pampagrande;El Palmo;-79,45554334;-6,693003218;263
Lote III;Pampagrande;El Palmo;-79,45581974;-6,693027311;264
Lote III;Pampagrande;El Palmo;-79,45617353;-6,693106623;265
Lote III;Pampagrande;El Palmo;-79,4563893;-6,693181533;266
Lote III;Pampagrande;El Palmo;-79,45677652;-6,693406105;267
Lote III;Pampagrande;El Palmo;-79,45717711;-6,693744492;268
Lote III;Pampagrande;El Palmo;-79,45745263;-6,693804046;269
Lote III;Pampagrande;El Palmo;-79,45762366;-6,693841013;270
Lote III;Pampagrande;El Palmo;-79,45769034;-6,693858406;271
Lote III;Pampagrande;El Palmo;-79,4581166;-6,694199995;272
Lote III;Pampagrande;El Palmo;-79,45824243;-6,694360269;273
Lote III;Pampagrande;El Palmo;-79,4583529;-6,694521009;274
Lote III;Pampagrande;El Palmo;-79,45838378;-6,694598074;275
Lote III;Pampagrande;El Palmo;-79,45839395;-6,694751192;276
Lote III;Pampagrande;El Palmo;-79,45950111;-6,695831645;277
Lote III;Pampagrande;El Palmo;-79,46002872;-6,696346484;278
Lote III;Pampagrande;El Palmo;-79,46013852;-6,696466706;279
Lote III;Pampagrande;El Palmo;-79,46022979;-6,696582085;280
Lote III;Pampagrande;El Palmo;-79,46050106;-6,696946068;281
Lote III;Pampagrande;El Palmo;-79,46108483;-6,698372993;282
Lote III;Pampagrande;El Palmo;-79,4611913;-6,698432202;283
Lote III;Pampagrande;El Palmo;-79,46152672;-6,699069366;284
Lote III;Pampagrande;El Palmo;-79,46156122;-6,699169645;285
Lote III;Pampagrande;El Palmo;-79,46150437;-6,699462736;286
Lote III;Pampagrande;El Palmo;-79,46149471;-6,69951253;287
Lote III;Pampagrande;El Palmo;-79,46145952;-6,699557922;288
Lote III;Pampagrande;El Palmo;-79,46133474;-6,699633759;289
Lote III;Pampagrande;El Palmo;-79,4612416;-6,699731652;290
Lote III;Pampagrande;El Palmo;-79,46120722;-6,699785596;291
Lote III;Pampagrande;El Palmo;-79,46119271;-6,699862799;292
Lote III;Pampagrande;El Palmo;-79,46118768;-6,699975659;293
Lote III;Pampagrande;El Palmo;-79,46128752;-6,700301497;294
Lote III;Pampagrande;El Palmo;-79,46143914;-6,700751572;295
Lote III;Pampagrande;El Palmo;-79,46150092;-6,700968681;296
Lote III;Pampagrande;El Palmo;-79,46153814;-6,701121842;297
Lote III;Pampagrande;El Palmo;-79,4615376;-6,701226586;298
Lote III;Pampagrande;El Palmo;-79,46150356;-6,701509522;299
Lote III;Pampagrande;El Palmo;-79,46148159;-6,701740846;300
Lote III;Pampagrande;El Palmo;-79,46150489;-6,701848534;301
Lote III;Pampagrande;El Palmo;-79,46233846;-6,70153607;302
Lote III;Pampagrande;El Palmo;-79,46265791;-6,701416272;303
Lote III;Pampagrande;El Palmo;-79,4628602;-6,701385952;304
Lote III;Pampagrande;El Palmo;-79,46289415;-6,701494105;305
Lote III;Pampagrande;El Palmo;-79,46293086;-6,701618635;306
Lote III;Pampagrande;El Palmo;-79,46297822;-6,701777891;307
Lote III;Pampagrande;El Palmo;-79,46300666;-6,701866507;308
Lote III;Pampagrande;El Palmo;-79,46304355;-6,701933615;309
Lote III;Pampagrande;El Palmo;-79,4630912;-6,702000757;310
Lote III;Pampagrande;El Palmo;-79,46313294;-6,702045151;311
Lote III;Pampagrande;El Palmo;-79,4632284;-6,702129191;312
Lote III;Pampagrande;El Palmo;-79,4633836;-6,702243325;313
Lote III;Pampagrande;El Palmo;-79,46350906;-6,702302337;314
Lote III;Pampagrande;El Palmo;-79,46364413;-6,702348219;315
Lote III;Pampagrande;El Palmo;-79,46376247;-6,702385674;316
Lote III;Pampagrande;El Palmo;-79,46390363;-6,70239808;317
Lote III;Pampagrande;El Palmo;-79,463991;-6,702391175;318
Lote III;Pampagrande;El Palmo;-79,46405681;-6,702392577;319
Lote III;Pampagrande;El Palmo;-79,46417166;-6,702397722;320
Lote III;Pampagrande;El Palmo;-79,46424937;-6,702421891;321
Lote III;Pampagrande;El Palmo;-79,46431032;-6,702446008;322
Lote III;Pampagrande;El Palmo;-79,46436528;-6,702471302;323
Lote III;Pampagrande;El Palmo;-79,46446559;-6,70253502;324
Lote III;Pampagrande;El Palmo;-79,46451448;-6,702589006;325
Lote III;Pampagrande;El Palmo;-79,46455136;-6,702658507;326
Lote III;Pampagrande;El Palmo;-79,46456279;-6,702692808;327
Lote III;Pampagrande;El Palmo;-79,46461446;-6,70268175;328
Lote III;Pampagrande;El Palmo;-79,46574161;-6,7024779;329
Lote III;Pampagrande;El Palmo;-79,46570606;-6,702359193;330
Lote III;Pampagrande;El Palmo;-79,46569997;-6,70224074;331
Lote III;Pampagrande;El Palmo;-79,46574734;-6,702014068;332
Lote III;Pampagrande;El Palmo;-79,4657565;-6,70184183;333
Lote III;Pampagrande;El Palmo;-79,46569356;-6,701095858;334
Lote III;Pampagrande;El Palmo;-79,46566319;-6,700896579;335
Lote III;Pampagrande;El Palmo;-79,46562392;-6,700711627;336
Lote III;Pampagrande;El Palmo;-79,46558992;-6,700564376;337
Lote III;Pampagrande;El Palmo;-79,46546831;-6,700309183;338
Lote III;Pampagrande;El Palmo;-79,46532198;-6,700038122;339
Lote III;Pampagrande;El Palmo;-79,46531092;-6,700014401;340
Lote III;Pampagrande;El Palmo;-79,46530311;-6,699985665;341
Lote III;Pampagrande;El Palmo;-79,46529997;-6,699957662;342
Lote III;Pampagrande;El Palmo;-79,46530402;-6,699925016;343
Lote III;Pampagrande;El Palmo;-79,46530893;-6,699902237;344
Lote III;Pampagrande;El Palmo;-79,46538513;-6,699848748;345
Lote III;Pampagrande;El Palmo;-79,46594175;-6,69955385;346
Lote III;Pampagrande;El Palmo;-79,46633651;-6,699246695;347
Lote III;Pampagrande;El Palmo;-79,46663735;-6,698958541;348
Lote III;Pampagrande;El Palmo;-79,46669609;-6,698822631;349
Lote III;Pampagrande;El Palmo;-79,46671042;-6,698678322;350
Lote III;Pampagrande;El Palmo;-79,46678104;-6,698099948;351
Lote III;Pampagrande;El Palmo;-79,46685248;-6,697841363;352
Lote III;Pampagrande;El Palmo;-79,4669114;-6,69750542;353
Lote III;Pampagrande;El Palmo;-79,46693876;-6,697390637;354
Lote III;Pampagrande;El Palmo;-79,46694188;-6,697311691;355
Lote III;Pampagrande;El Palmo;-79,46693704;-6,6972521;356
Lote III;Pampagrande;El Palmo;-79,46692504;-6,697184591;357
Lote III;Pampagrande;El Palmo;-79,46691153;-6,697145071;358
Lote III;Pampagrande;El Palmo;-79,46686903;-6,697074883;359
Lote III;Pampagrande;El Palmo;-79,46682354;-6,697024167;360
Lote III;Pampagrande;El Palmo;-79,46678469;-6,69699777;361
Lote III;Pampagrande;El Palmo;-79,46676558;-6,696986345;362
Lote III;Pampagrande;El Palmo;-79,46673749;-6,696976088;363
Lote III;Pampagrande;El Palmo;-79,46666133;-6,696952822;364
Lote III;Pampagrande;El Palmo;-79,46621144;-6,696983157;365
Lote III;Pampagrande;El Palmo;-79,46605915;-6,696971301;366
Lote III;Pampagrande;El Palmo;-79,46590533;-6,696951944;367
Lote III;Pampagrande;El Palmo;-79,46514603;-6,696715087;368
Lote III;Pampagrande;El Palmo;-79,46475873;-6,696676706;369
Lote III;Pampagrande;El Palmo;-79,46450992;-6,696652959;370
Lote III;Pampagrande;El Palmo;-79,46437781;-6,696656374;371
Lote III;Pampagrande;El Palmo;-79,46425514;-6,696700015;372
Lote III;Pampagrande;El Palmo;-79,4641055;-6,696800993;373
Lote III;Pampagrande;El Palmo;-79,46393676;-6,696884686;374
Lote III;Pampagrande;El Palmo;-79,46377579;-6,696932035;375
Lote III;Pampagrande;El Palmo;-79,46359378;-6,696973575;376
Lote III;Pampagrande;El Palmo;-79,4633334;-6,696976589;377
Lote III;Pampagrande;El Palmo;-79,46297917;-6,696990794;378
Lote III;Pampagrande;El Palmo;-79,46281075;-6,69697304;379
Lote III;Pampagrande;El Palmo;-79,46268258;-6,696942013;380
Lote III;Pampagrande;El Palmo;-79,46258128;-6,696886188;381
Lote III;Pampagrande;El Palmo;-79,46241701;-6,696767001;382
Lote III;Pampagrande;El Palmo;-79,46209225;-6,696540123;383
Lote III;Pampagrande;El Palmo;-79,46172961;-6,696235546;384
Lote III;Pampagrande;El Palmo;-79,46147336;-6,695914734;385
Lote III;Pampagrande;El Palmo;-79,46116669;-6,695453198;386
Lote III;Pampagrande;El Palmo;-79,46091671;-6,6950367;387
Lote III;Pampagrande;El Palmo;-79,46062294;-6,694393905;388
Lote III;Pampagrande;El Palmo;-79,46053062;-6,694070615;389
Lote III;Pampagrande;El Palmo;-79,46043849;-6,693686314;390
Lote III;Pampagrande;El Palmo;-79,46043612;-6,693298705;391
Lote III;Pampagrande;El Palmo;-79,46045041;-6,692860545;392
Lote III;Pampagrande;El Palmo;-79,46043661;-6,692683449;393
Lote III;Pampagrande;El Palmo;-79,4603987;-6,6925637;394
Lote III;Pampagrande;El Palmo;-79,46024603;-6,692405311;395
Lote III;Pampagrande;El Palmo;-79,46006465;-6,692249224;396
Lote III;Pampagrande;El Palmo;-79,45990014;-6,692052516;397
Lote III;Pampagrande;El Palmo;-79,45981216;-6,691872795;398
Lote III;Pampagrande;El Palmo;-79,45972878;-6,691750511;399
Lote III;Pampagrande;El Palmo;-79,45966602;-6,691654132;400
Lote III;Pampagrande;El Palmo;-79,45958307;-6,691550512;401
Lote III;Pampagrande;El Palmo;-79,45945883;-6,691331918;402
Lote III;Pampagrande;El Palmo;-79,45934882;-6,691159305;403
Lote III;Pampagrande;El Palmo;-79,45928747;-6,691031349;404
Lote III;Pampagrande;El Palmo;-79,459216;-6,690930635;405
Lote III;Pampagrande;El Palmo;-79,4590901;-6,690783814;406
Lote III;Pampagrande;El Palmo;-79,45897831;-6,690718863;407
Lote III;Pampagrande;El Palmo;-79,45885643;-6,69066393;408
Lote III;Pampagrande;El Palmo;-79,45872589;-6,690626196;409
Lote III;Pampagrande;El Palmo;-79,45851205;-6,690592509;410
Lote III;Pampagrande;El Palmo;-79,45825941;-6,690570183;411
Lote III;Pampagrande;El Palmo;-79,45808133;-6,690579674;412
Lote III;Pampagrande;El Palmo;-79,4579549;-6,690603681;413
Lote III;Pampagrande;El Palmo;-79,45781403;-6,69065413;414
Lote III;Pampagrande;El Palmo;-79,45773632;-6,690711309;415
Lote III;Pampagrande;El Palmo;-79,45765856;-6,69078069;416
Lote III;Pampagrande;El Palmo;-79,45763309;-6,690813963;417
Lote III;Pampagrande;El Palmo;-79,45759459;-6,690879877;418
Lote III;Pampagrande;El Palmo;-79,45756754;-6,690960184;419
Lote III;Pampagrande;El Palmo;-79,45754908;-6,69104626;420
Lote III;Pampagrande;El Palmo;-79,457545;-6,691127595;421
Lote III;Pampagrande;El Palmo;-79,45754512;-6,691392695;422
Lote III;Pampagrande;El Palmo;-79,45756421;-6,691715277;423
Lote III;Pampagrande;El Palmo;-79,45758318;-6,692136625;424
Lote III;Pampagrande;El Palmo;-79,45758376;-6,692563467;425
Lote III;Pampagrande;El Palmo;-79,45754286;-6,692785371;426
Lote III;Pampagrande;El Palmo;-79,45747197;-6,692861329;427
Lote III;Pampagrande;El Palmo;-79,45737125;-6,692928963;428
Lote III;Pampagrande;El Palmo;-79,45726683;-6,692956389;429
Lote III;Pampagrande;El Palmo;-79,45710206;-6,692994153;430
