textbox12,textbox16,EventTime,Address,EndLandmark,textbox25,Driver,textbox20
Jefaturas,Unidad: M8E-890/ADM.PG,8/07/2025 11:25:53 p.m.,"7GRX+W8 Cuculi, Peru",campo de prueba,00:09:57, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,8/07/2025 11:44:58 p.m.,"8H25+49, Tablazo 14620, Peru",,00:05:39, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,9/07/2025 12:05:51 a.m.,"7GJV+2X Cuculi, Peru",,00:06:41, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,9/07/2025 12:33:04 a.m.,"6GQ2+37 Pampa Grande, Peru",,00:07:09, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,9/07/2025 1:30:12 a.m.,"7G3C+F9X, Av. Tupac Amaru, Pampa Grande 14620, Peru",,00:18:05, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,9/07/2025 11:13:58 p.m.,"7G7H+PP Pampa Grande, Peru",,00:08:40, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,9/07/2025 11:32:07 p.m.,"7GHV+98 Pampa Grande, Peru",,00:05:12, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,9/07/2025 11:38:34 p.m.,"7GJW+22 Cuculi, Peru",,00:07:36, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 12:37:42 a.m.,"6FRX+35 Pampa Grande, Peru",,00:06:37, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 1:20:10 a.m.,"7G3C+F9X, Av. Tupac Amaru, Pampa Grande 14620, Peru",,00:13:10, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 4:34:04 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:14:26, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 9:58:17 a.m.,"LA-116, 14620, Peru",,00:06:42, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 3:04:48 p.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:08:10, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 10:58:20 p.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:06:45, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 11:24:03 p.m.,"7GJW+22 Cuculi, Peru",,00:05:40, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 11:30:58 p.m.,"7GHV+96 Pampa Grande, Peru",,00:08:46, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,10/07/2025 11:53:18 p.m.,"8H25+49, Tablazo 14620, Peru",,00:05:02, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,11/07/2025 12:33:22 a.m.,"6FRX+35 Pampa Grande, Peru",,00:05:18, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,11/07/2025 1:09:33 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:09:17, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,11/07/2025 5:59:55 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:05:58, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,11/07/2025 8:36:49 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:05:26, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,11/07/2025 11:43:52 p.m.,"7G7H+PP Pampa Grande, Peru",,00:05:01, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,11/07/2025 11:57:08 p.m.,"7GHV+C7 Pampa Grande, Peru",,00:12:04, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 12:10:23 a.m.,"7GJW+22 Cuculi, Peru",,00:05:43, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 12:27:21 a.m.,"7G9F+QF Pampa Grande, Peru",,00:06:58, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 12:45:17 a.m.,"7G44+4M Pampa Grande, Peru",,00:06:10, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 12:58:34 a.m.,"6FRX+35 Pampa Grande, Peru",,00:06:00, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 1:05:07 a.m.,"6FRW+9J Pampa Grande, Peru",,00:09:43, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 1:29:26 a.m.,"LA-116, Peru",,00:05:37, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 2:22:54 a.m.,"7G8G+WG Pampa Grande, Peru",,00:06:26, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 2:46:36 a.m.,"7G3C+F9X, Av. Tupac Amaru, Pampa Grande 14620, Peru",,00:09:43, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 8:44:54 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:15:53, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,12/07/2025 9:25:39 a.m.,"7GHW+GW Cuculi, Peru",,00:06:20, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,13/07/2025 7:44:37 a.m.,"LA-116, 14630, Peru",,00:06:42, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,13/07/2025 8:18:29 a.m.,"Av La-111-48, Zaña, Chiclayo, Lambayeque, Perú",,00:09:44, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,13/07/2025 9:53:11 a.m.,"58MW+F5 Saltur, Peru",,00:08:43, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,13/07/2025 10:44:37 a.m.,"5CR3+44 Sipán, Peru",,00:05:55, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,13/07/2025 12:00:48 p.m.,"6C7G+XH Pucalá, Peru",,00:05:28, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,13/07/2025 12:01:33 p.m.,"6C7G+XH Pucalá, Peru",,00:05:29, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,14/07/2025 4:58:52 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:12:10, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,14/07/2025 6:17:31 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:05:31, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,14/07/2025 3:30:38 p.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,01:32:54, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,14/07/2025 7:23:19 p.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:07:32, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,14/07/2025 10:42:15 p.m.,"7HX2+874, 14620, Peru",campo de prueba,00:05:04, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,14/07/2025 11:29:21 p.m.,"7GHV+C7 Pampa Grande, Peru",,00:05:07, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,14/07/2025 11:44:00 p.m.,"LA-116, 14620, Peru",,00:05:01, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,15/07/2025 12:17:25 a.m.,"6FMV+Q6 Pacherrez, Peru",,00:06:58, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,15/07/2025 5:51:23 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:07:02, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,15/07/2025 6:52:18 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:07:58, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,15/07/2025 9:18:48 a.m.,"7GFQ+VR Pampa Grande, Peru",,00:09:51, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,15/07/2025 9:51:57 a.m.,"6GJ4+CJ Pampa Grande, Peru",,00:06:35, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,15/07/2025 10:15:59 a.m.,"6FG4+G5 Pacherrez, Peru",,00:15:16, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,15/07/2025 10:37:02 a.m.,"6CCX+CQ Pacherrez, Peru",,00:11:15, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,15/07/2025 11:11:06 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:07:55, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 12:23:39 a.m.,"7GHV+C7 Pampa Grande, Peru",,00:05:36, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 4:33:55 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:10:25, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 6:27:17 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:11:42, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 7:17:21 a.m.,"Av Via Haca Rajada Sipan-86, Pomalca, Chiclayo, Lambayeque, Perú",,00:10:07, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 8:06:31 a.m.,"Pe-6a-38, Tuman, Chiclayo, Lambayeque, Perú",,00:09:13, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 8:32:01 a.m.,"Av Bolognesi-79, Chiclayo, Chiclayo, Lambayeque",,00:05:45, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 6:49:00 p.m.,"Av Lora Y Lora-64, Chiclayo, Chiclayo, Lambayeque",,00:07:00, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 7:00:02 p.m.,"Av Manuel Maria Izaga-83, Chiclayo, Chiclayo, Lambayeque",,00:05:10, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 7:05:49 p.m.,"7 De Enero-24, Chiclayo, Chiclayo, Lambayeque, Perú",,00:06:37, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,16/07/2025 7:44:08 p.m.,"Gamer SJ Park, Leoncio Prado 135, Pomalca 14006, Peru",,00:06:10, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,17/07/2025 12:28:36 p.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:08:15, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,17/07/2025 11:30:41 p.m.,"7HX4+PV Tablazo, Peru",,00:06:07, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,18/07/2025 4:29:07 a.m.,"7G3C+H42, Pasaje Atahualpa, Pampa Grande 14620, Peru",,00:05:07, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,18/07/2025 9:25:13 a.m.,"66HH+G7 Pomalca, Peru",,00:16:28, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,18/07/2025 10:05:15 a.m.,"Av La-111-26, Zaña, Chiclayo, Lambayeque, Perú",,00:05:47, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Jefaturas,Unidad: M8E-890/ADM.PG,18/07/2025 11:44:45 a.m.,"6FF9+V4 Pacherrez, Peru",,00:09:59, ,# Stops: 80 - Max: 01:32:54 - Min: 00:05:01 - Total Stops: 12:58:30
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,1/07/2025 8:05:13 a.m.,"Judá 297, Urb Miraflores Etapa 2, Chiclayo 14006, Peru",,00:05:59, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,1/07/2025 9:52:06 a.m.,"58MR+HC La Punta, Peru",,00:08:51, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,1/07/2025 10:04:50 a.m.,"Av La-111-76, Zaña, Chiclayo, Lambayeque, Perú",,00:05:35, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,1/07/2025 10:17:51 a.m.,"58H7+7X Rinconazo, Peru",,01:40:05, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,1/07/2025 2:07:17 p.m.,"Sipan-98, Zaña, Chiclayo, Lambayeque, Perú",,00:05:54, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,1/07/2025 3:11:35 p.m.,"5CH5+36 Sipán, Peru",,00:10:45, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,2/07/2025 7:35:32 a.m.,"59XG+GJ Saltur, Peru",,00:09:44, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,2/07/2025 2:56:48 p.m.,"58MM+MHV, La Punta 14600, Peru",,00:08:18, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,2/07/2025 3:32:35 p.m.,"Av La-111-76, Zaña, Chiclayo, Lambayeque, Perú",,00:12:51, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,3/07/2025 7:43:26 a.m.,"Av La-111, Zaña, Chiclayo, Lambayeque, Perú",,00:05:17, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,3/07/2025 8:32:00 a.m.,"58PG+C2 Rinconazo, Peru",,00:22:09, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,3/07/2025 9:27:16 a.m.,"58C7+95 Rinconazo, Peru",,00:12:10, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,3/07/2025 11:44:52 a.m.,"58JW+M5 Saltur, Peru",,00:07:55, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,3/07/2025 3:27:25 p.m.,"5CG5+H6 Sipán, Peru",,00:14:21, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,3/07/2025 4:32:54 p.m.,"692G+49 Saltur, Peru",,00:09:02, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,3/07/2025 9:07:53 p.m.,"59Q5+6RX, Av. Pomalca, Saltur 14710, Peru",,00:05:18, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,4/07/2025 12:25:59 a.m.,"6C76+X6 Pucalá, Peru",,00:08:25, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,4/07/2025 11:41:45 a.m.,"59XG+GJ Saltur, Peru",,01:37:20, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,4/07/2025 8:53:25 p.m.,"5CH5+36 Sipán, Peru",,00:07:03, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,4/07/2025 10:55:48 p.m.,"58H5+C8 Rinconazo, Peru",,00:06:32, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,5/07/2025 11:31:50 a.m.,"Av La-111-4, Zaña, Chiclayo, Lambayeque, Perú",,00:31:21, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,5/07/2025 10:15:12 p.m.,"58H7+7X Rinconazo, Peru",,00:09:38, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,6/07/2025 8:58:14 a.m.,"59QX+83 Sipán, Peru",,00:06:51, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,6/07/2025 10:30:27 a.m.,"Av La-111-61, Zaña, Chiclayo, Lambayeque, Perú",,00:10:32, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,6/07/2025 11:25:08 a.m.,"58FG+5W La Punta, Peru",,00:07:28, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,6/07/2025 2:52:34 p.m.,"59FM+4F Saltur, Peru",,00:13:23, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,6/07/2025 4:40:46 p.m.,"Av La-111-76, Zaña, Chiclayo, Lambayeque, Perú",,00:10:54, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,7/07/2025 7:24:22 a.m.,"58HW+R6 Saltur, Peru",,00:09:24, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,7/07/2025 7:53:22 a.m.,"58CG+XP La Punta, Peru",,00:20:21, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,7/07/2025 8:27:57 a.m.,"58JG+8W La Punta, Peru",,00:09:27, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,7/07/2025 10:22:25 a.m.,"59X2+48 Saltur, Peru",,00:27:20, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,7/07/2025 2:18:31 p.m.,"58QP+QF La Punta, Peru",,00:06:07, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,7/07/2025 2:24:44 p.m.,"Av La-111-53, Zaña, Chiclayo, Lambayeque, Perú",,00:16:30, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
Motos Seguridad,Unidad: 2587-1K/S. SALTUR,7/07/2025 2:41:18 p.m.,"58QP+QF La Punta, Peru",,00:11:21, ,# Stops: 64 - Max: 01:40:32 - Min: 00:05:01 - Total Stops: 16:23:26
