Name;Division;Anexo;Este;Norte;Punto
Lote IV;Pampagrande;El Palmo;-79,47039976;-6,707734106;652
Lote IV;Pampagrande;El Palmo;-79,47037254;-6,707632307;653
Lote IV;Pampagrande;El Palmo;-79,47039009;-6,707506615;654
Lote IV;Pampagrande;El Palmo;-79,47046307;-6,707354598;655
Lote IV;Pampagrande;El Palmo;-79,47061418;-6,707237913;656
Lote IV;Pampagrande;El Palmo;-79,470864;-6,707065692;657
Lote IV;Pampagrande;El Palmo;-79,47105272;-6,706908163;658
Lote IV;Pampagrande;El Palmo;-79,47124145;-6,706750634;659
Lote IV;Pampagrande;El Palmo;-79,47144154;-6,706486901;660
Lote IV;Pampagrande;El Palmo;-79,47149541;-6,70630535;661
Lote IV;Pampagrande;El Palmo;-79,4715643;-6,705975593;662
Lote IV;Pampagrande;El Palmo;-79,47153692;-6,705686641;663
Lote IV;Pampagrande;El Palmo;-79,47146571;-6,705421607;664
Lote IV;Pampagrande;El Palmo;-79,47117307;-6,704901112;665
Lote IV;Pampagrande;El Palmo;-79,47109874;-6,704732482;666
Lote IV;Pampagrande;El Palmo;-79,47116939;-6,704671312;667
Lote IV;Pampagrande;El Palmo;-79,47098055;-6,704448211;668
Lote IV;Pampagrande;El Palmo;-79,470713;-6,704170313;669
Lote IV;Pampagrande;El Palmo;-79,47059078;-6,704068485;670
Lote IV;Pampagrande;El Palmo;-79,47046724;-6,704003691;671
Lote IV;Pampagrande;El Palmo;-79,4703682;-6,703967541;672
Lote IV;Pampagrande;El Palmo;-79,47017024;-6,703903759;673
Lote IV;Pampagrande;El Palmo;-79,4699794;-6,703860097;674
Lote IV;Pampagrande;El Palmo;-79,46979994;-6,703850924;675
Lote IV;Pampagrande;El Palmo;-79,46967601;-6,703994095;676
Lote IV;Pampagrande;El Palmo;-79,46944231;-6,704169029;677
Lote IV;Pampagrande;El Palmo;-79,46914012;-6,704280188;678
Lote IV;Pampagrande;El Palmo;-79,46892432;-6,704299375;679
Lote IV;Pampagrande;El Palmo;-79,46875153;-6,704274306;680
Lote IV;Pampagrande;El Palmo;-79,46860501;-6,704206452;681
Lote IV;Pampagrande;El Palmo;-79,46840155;-6,704055232;682
Lote IV;Pampagrande;El Palmo;-79,46814914;-6,703886473;683
Lote IV;Pampagrande;El Palmo;-79,46791038;-6,703654351;684
Lote IV;Pampagrande;El Palmo;-79,46785053;-6,703579187;685
Lote IV;Pampagrande;El Palmo;-79,46766598;-6,70345417;686
Lote IV;Pampagrande;El Palmo;-79,46753716;-6,703376902;687
Lote IV;Pampagrande;El Palmo;-79,46742673;-6,703333491;688
Lote IV;Pampagrande;El Palmo;-79,46733129;-6,703318837;689
Lote IV;Pampagrande;El Palmo;-79,46723003;-6,703327852;690
Lote IV;Pampagrande;El Palmo;-79,46715459;-6,703344125;691
Lote IV;Pampagrande;El Palmo;-79,46707339;-6,703368277;692
Lote IV;Pampagrande;El Palmo;-79,46698637;-6,703416096;693
Lote IV;Pampagrande;El Palmo;-79,46693597;-6,703461877;694
Lote IV;Pampagrande;El Palmo;-79,46688273;-6,703496882;695
Lote IV;Pampagrande;El Palmo;-79,4668159;-6,703515335;696
Lote IV;Pampagrande;El Palmo;-79,46675415;-6,703518013;697
Lote IV;Pampagrande;El Palmo;-79,46665148;-6,703521281;698
Lote IV;Pampagrande;El Palmo;-79,46649353;-6,703518635;699
Lote IV;Pampagrande;El Palmo;-79,4663693;-6,70352686;700
Lote IV;Pampagrande;El Palmo;-79,46624503;-6,703548006;701
Lote IV;Pampagrande;El Palmo;-79,46616753;-6,703537714;702
Lote IV;Pampagrande;El Palmo;-79,46612523;-6,703517484;703
Lote IV;Pampagrande;El Palmo;-79,46605947;-6,703423967;704
Lote IV;Pampagrande;El Palmo;-79,4659467;-6,703261925;705
Lote IV;Pampagrande;El Palmo;-79,46589147;-6,703082729;706
Lote IV;Pampagrande;El Palmo;-79,46580116;-6,702789755;707
Lote IV;Pampagrande;El Palmo;-79,46574161;-6,7024779;708
Lote IV;Pampagrande;El Palmo;-79,46461446;-6,70268175;709
Lote IV;Pampagrande;El Palmo;-79,46456279;-6,702692808;710
Lote IV;Pampagrande;El Palmo;-79,46459048;-6,702775867;711
Lote IV;Pampagrande;El Palmo;-79,46461056;-6,702859671;712
Lote IV;Pampagrande;El Palmo;-79,46479444;-6,703442935;713
Lote IV;Pampagrande;El Palmo;-79,46481426;-6,703534873;714
