GroupName,UnitName,StartTime,MovingTimeSecs,MilesDriven,MaxSpeed,StopTime,textbox43,StopLengthSecs,ContactName,textbox28,textbox29,textbox30,textbox32,MovingTimeSecs_1,MilesDriven_1,MaxSpeed_1,StopLengthSecs_1
,Unidad: MX194,17/12/2025 8:11 p.m.,00h:13m:58s,"13,00",48,17/12/2025 8:25:3.m.,Ralenti,00h:03m:59s,"Av 90, Galapa, Atlantico",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,17/12/2025 8:29 p.m.,00h:46m:59s,"44,02",53,17/12/2025 9:16:3.m.,Ralenti,00h:00m:30s,"Km 22 de la vía Troncal del Caribe -La Cordialidad - Cartagena - *, , Bolívar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,17/12/2025 9:17 p.m.,00h:20m:08s,"22,42",56,17/12/2025 9:37:0.m.,Ralenti,00h:00m:39s,"Via Principal, Cartagena, Bolivar, COLOMBIA",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,17/12/2025 9:37 p.m.,00h:03m:35s,"1,54",20,17/12/2025 9:41:2.m.,Ralenti,00h:00m:21s,"ULTRACEM CARTAGENA
Unnamed Road, Turbaco, Bolívar, Colombia",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,17/12/2025 9:41 p.m.,00h:00m:56s,"0,48",18,17/12/2025 9:42:4.m.,Ralenti,00h:07m:02s,"ULTRACEM CARTAGENA
Unnamed Road ",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,17/12/2025 9:49 p.m.,00h:00m:23s,"0,11",5,17/12/2025 9:50:0.m.,Ralenti/Ign Apagada,08h:17m:30s,"ULTRACEM CARTAGENA
Unnamed Road ",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 6:07 a.m.,00h:00m:00s,"0,00",0,18/12/2025 6:07:2.m.,Denido/Ralenti,00h:11m:26s,"ULTRACEM CARTAGENA
Unnamed Road ",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 6:19 a.m.,00h:00m:03s,"0,16",6,18/12/2025 6:19:3.m.,Ralenti/Ign Apagada,00h:57m:52s,"ULTRACEM CARTAGENA
Unnamed Road ",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 7:02 a.m.,00h:00m:00s,"0,00",0,18/12/2025 7:02:5.m.,Denido/Ralenti,00h:50m:29s,"ULTRACEM CARTAGENA
Unnamed Road ",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 7:56 a.m.,00h:01m:45s,"0,98",16,18/12/2025 7:58:0.m.,Ralenti,00h:01m:36s,"ULTRACEM CARTAGENA
Via Principal, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 7:59 a.m.,00h:03m:21s,"2,51",41,18/12/2025 8:03:0.m.,Ralenti,00h:00m:25s,"Av 90-82, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 8:03 a.m.,00h:00m:22s,"0,06",8,18/12/2025 8:03:5.m.,Ralenti,00h:00m:25s,"Av 90-86, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 8:04 a.m.,00h:03m:51s,"1,05",18,18/12/2025 8:08:0.m.,Ralenti,00h:02m:09s,"Tr54-52, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 8:10 a.m.,00h:00m:25s,"1,13",11,18/12/2025 8:10:4.m.,Ralenti,00h:04m:07s,"Tr53 32, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 8:14 a.m.,00h:00m:53s,"0,34",6,18/12/2025 8:15:4.m.,Ralenti,00h:02m:49s,"Tr53 32, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 8:18 a.m.,00h:01m:43s,"0,64",11,18/12/2025 8:20:1.m.,Ralenti,00h:00m:29s,"Dg32-83, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 8:20 a.m.,00h:01m:16s,"0,37",12,18/12/2025 8:21:5.m.,Ralenti,00h:00m:23s,"Tr73 31i-88, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 8:22 a.m.,00h:01m:16s,"0,31",6,18/12/2025 8:23:3.m.,Ralenti,01h:18m:44s,"Dg32 71-88, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 9:42 a.m.,00h:00m:22s,"0,24",5,18/12/2025 9:42:4.m.,Ralenti,00h:01m:36s,"Dg32 70-4, Cartagena, Bolivar, Colombia",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 9:44 a.m.,00h:01m:31s,"0,50",8,18/12/2025 9:45:4.m.,Ralenti,00h:01m:37s,"Pedro Romero 70a-85, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
,Unidad: MX194,18/12/2025 9:47 a.m.,00h:02m:51s,"0,92",20,18/12/2025 9:50:1.m.,Ralenti,00h:00m:39s,"Dg33-76, Cartagena, Bolivar",08h:07m:20s,"358,51",56,97h:15m:57s,08h:07m:20s,"358,51",56,97h:15m:57s
