Textbox72,Textbox36,Textbox7,UTC_DateTime,EventName,Textbox3,Textbox5,Altitude,Address2
Unit: ACZ-912,Level (Gals),Change,9/09/2025 21:36,Fuel Dropping,"134,26","35,68","-98,58","Av Raygada-60, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 21:42,Fuel Raising,"38,67","131,39","92,73","Cruz Del Sur-19, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 21:55,Fuel Dropping,"133,91","39,29","-94,62","Av Raygada-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 21:58,Fuel Raising,"39,29","134,37","95,08","Mirador-25, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 07:35,Fuel Dropping,"134,56","39,53","-95,03","Av Raygada-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 07:59,Fuel Raising,"39,22","134,24","95,03","Av Raygada-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 10:56,Fuel Dropping,"134,24","35,92","-98,33","Cruz Del Sur-24, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 11:02,Fuel Raising,"40,77","134,03","93,25","Av Raygada-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 11:53,Fuel Dropping,"134,12","87,17","-46,95","Mirador-28, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 11:56,Fuel Dropping,"87,17","39,42","-47,76","Av Raygada-29, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 11:59,Fuel Raising,"39,42","134,29","94,88","Av Raygada-29, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 12:02,Fuel Dropping,"134,29","39,24","-95,05","Mirador-28, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 12:14,Fuel Raising,"39,12","66,89","27,77","Av Raygada-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 12:17,Fuel Raising,"66,89","118,95","52,06","Av Raygada-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 12:31,Fuel Dropping,"113,41","39,03","-74,39","Av Raygada-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 12:37,Fuel Raising,"39,01","133,96","94,95","Av Raygada-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:07,Fuel Dropping,"133,91","36,59","-97,32","Av Raygada-59, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:20,Fuel Raising,"37,53","132,95","95,43","Av Raygada-80, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:23,Fuel Dropping,"132,95","38,33","-94,62","Av Raygada-84, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:29,Fuel Raising,"38,57","133,48","94,91","Av Raygada-84, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:32,Fuel Dropping,"133,48","37,37","-96,10","Av Raygada-81, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:35,Fuel Raising,"37,37","133,50","96,13","Av Raygada-81, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:41,Fuel Dropping,"133,50","37,40","-96,10","Progreso-27, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:44,Fuel Raising,"37,40","46,26","8,85","Av Atalaya-28, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:47,Fuel Dropping,"46,26","31,16","-15,10","Av Nestor Gambetta-22, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:56,Fuel Raising,"37,78","57,41","19,63","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 15:59,Fuel Dropping,"57,41","44,63","-12,78","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 16:02,Fuel Dropping,"44,63","37,35","-7,28","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 16:35,Fuel Raising,"37,45","132,12","94,67","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 16:47,Fuel Dropping,"133,60","36,97","-96,62","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 16:50,Fuel Raising,"36,97","131,85","94,88","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 17:02,Fuel Dropping,"132,04","51,02","-81,02","Av Centenario-86, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,10/09/2025 17:05,Fuel Dropping,"51,02","35,18","-15,85","Av Centenario-78, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 00:08,Fuel Raising,"38,60","43,44","4,85","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 00:18,Fuel Dropping,"43,08","33,68","-9,41","Av Centenario-62, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 00:33,Fuel Raising,"36,14","131,11","94,97","Jose Galvez, , Peru Callao Callao 07046"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 00:47,Fuel Dropping,"131,16","35,82","-95,33","Av Centenario-73, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 06:27,Fuel Raising,"34,15","128,41","94,26","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 06:39,Fuel Dropping,"128,43","35,24","-93,20","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 07:30,Fuel Raising,"33,51","39,74","6,23","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 07:33,Fuel Raising,"39,74","128,48","88,74","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 07:55,Fuel Dropping,"128,48","34,96","-93,52","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:27,Fuel Raising,"34,41","48,12","13,71","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:30,Fuel Raising,"48,12","128,17","80,06","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:33,Fuel Dropping,"128,17","46,45","-81,73","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:36,Fuel Dropping,"46,45","32,83","-13,61","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:42,Fuel Raising,"34,25","39,85","5,61","Av Nestor Gambetta-13, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:45,Fuel Raising,"39,85","126,64","86,79","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:48,Fuel Dropping,"126,64","92,80","-33,85","Av Nestor Gambetta-47, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:51,Fuel Dropping,"92,80","35,84","-56,95","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 08:57,Fuel Raising,"34,77","76,63","41,86","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 09:47,Fuel Dropping,"80,33","38,33","-42,00","Av Centenario-68, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 10:28,Fuel Raising,"37,09","131,28","94,19","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 10:31,Fuel Dropping,"131,28","40,57","-90,72","Av Centenario-70, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 11:25,Fuel Raising,"35,18","129,70","94,53","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 11:32,Fuel Dropping,"130,32","34,11","-96,22","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 12:17,Fuel Raising,"30,78","130,04","99,26","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 12:34,Fuel Dropping,"130,11","34,77","-95,34","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 12:40,Fuel Raising,"36,39","80,41","44,01","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 12:43,Fuel Raising,"80,41","130,08","49,68","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 12:58,Fuel Dropping,"130,11","35,35","-94,76","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:01,Fuel Raising,"35,35","102,42","67,07","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:04,Fuel Dropping,"102,42","66,49","-35,93","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:07,Fuel Dropping,"66,49","50,76","-15,73","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:11,Fuel Dropping,"50,76","35,21","-15,55","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:28,Fuel Raising,"32,12","38,33","6,21","Av Nestor Gambetta-54, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:31,Fuel Dropping,"38,33","29,77","-8,56","Av Nestor Gambetta-23, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:40,Fuel Raising,"31,66","76,91","45,25","Av Emisor, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:43,Fuel Dropping,"76,91","29,47","-47,44","Don Oscar-65, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 13:52,Fuel Raising,"33,05","128,82","95,77","Av Centenario-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,11/09/2025 14:43,Fuel Dropping,"129,11","29,64","-99,47","Av Nestor Gambetta, lao, lao, lao Cal"
