Textbox72,Textbox36,Textbox7,UTC_DateTime,EventName,Textbox3,Textbox5,Altitude,Address2
Unit: ACZ-912,Level (Gals),Change,8/09/2025 06:53,Fuel Raising,"119,02","148,68","29,67","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:04,Fuel Dropping,"148,68","135,66","-13,02","Av Emisor, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:07,Fuel Dropping,"135,66","55,19","-80,47","Av Nestor Gambetta-88, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:10,Fuel Raising,"55,19","93,30","38,11","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:13,Fuel Dropping,"93,30","58,05","-35,25","Av Nestor Gambetta-48, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:16,Fuel Dropping,"58,05","53,61","-4,45","Av Alfredo Palacios-98, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:19,Fuel Raising,"53,61","85,79","32,19","Av Republica Argentina, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:22,Fuel Dropping,"85,79","62,83","-22,96","Av Republica Argentina, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:25,Fuel Raising,"62,83","149,00","86,17","Av Republica Argentina-52, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:31,Fuel Dropping,"145,21","90,16","-55,05","Av Republica Argentina-75, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:34,Fuel Raising,"90,16","143,51","53,35","Av Republica Argentina, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:37,Fuel Dropping,"143,51","51,65","-91,86","Av Republica Argentina, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:43,Fuel Raising,"54,66","81,69","27,03","Minerales-84, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:46,Fuel Dropping,"81,69","52,33","-29,36","Av Universitaria-65, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:49,Fuel Raising,"52,33","61,83","9,50","Av Universitaria-37, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 07:55,Fuel Dropping,"70,53","51,43","-19,10","Av Universitaria-26, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:01,Fuel Raising,"51,05","101,60","50,55","Av Universitaria-78, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:04,Fuel Dropping,"101,60","51,03","-50,57","Av Universitaria-46, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:07,Fuel Raising,"51,03","146,67","95,64","Av Morales Duarez-19, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:10,Fuel Dropping,"146,67","50,33","-96,34","Av Morales Duarez-41, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:16,Fuel Raising,"50,31","104,84","54,53","South America, a, a Lima LIM"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:19,Fuel Dropping,"104,84","89,35","-15,49","Av Malecon Rimac, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:22,Fuel Dropping,"89,35","46,89","-42,46","Av Piramide Del Sol, El Agustino, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:25,Fuel Raising,"46,89","142,30","95,41","Av Autopista Ramiro Priale-65, El Agustino, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:28,Fuel Dropping,"142,30","47,06","-95,24","Av Autopista Ramiro Priale-38, El Agustino, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:43,Fuel Raising,"48,47","54,45","5,99","Av Las Torres-93, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:46,Fuel Dropping,"54,45","47,54","-6,92","Av Las Torres-5, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:54,Fuel Raising,"46,48","73,94","27,46","Av Las Torres-28, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 08:57,Fuel Raising,"73,94","141,25","67,31","Av Las Torres-28, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 09:02,Fuel Dropping,"141,25","43,11","-98,14","Av Las Torres-27, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 09:05,Fuel Raising,"43,11","141,08","97,97","Av Las Torres-27, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 09:30,Fuel Dropping,"140,70","45,70","-95,00","Av Las Torres-29, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 09:33,Fuel Raising,"45,70","108,03","62,34","Via Principal-12, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 09:36,Fuel Dropping,"108,03","54,20","-53,84","Av Las Torres-29, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 09:40,Fuel Raising,"54,20","67,54","13,34","Via Principal-9, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 09:43,Fuel Dropping,"67,54","47,62","-19,91","Via Principal-18, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 09:46,Fuel Raising,"47,62","140,05","92,43","Via Principal-18, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 10:09,Fuel Dropping,"140,68","49,57","-91,11","Via Principal-21, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 10:12,Fuel Raising,"49,57","140,36","90,79","Via Principal-21, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 10:28,Fuel Dropping,"140,77","47,41","-93,37","Av Las Torres-29, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 10:31,Fuel Raising,"47,41","63,69","16,28","Av Las Torres-25, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 10:34,Fuel Dropping,"63,69","45,06","-18,63","Av Quinta, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 10:37,Fuel Raising,"45,06","72,03","26,97","Los Laureles-89, Lurigancho, Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 10:40,Fuel Dropping,"72,03","47,02","-25,01","Av Autopista Ramiro Priale-95, El Agustino, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 10:58,Fuel Raising,"46,06","67,50","21,44","Salida-49, San Martin De Porres, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:01,Fuel Dropping,"67,50","44,24","-23,26","South America, a, a Lima LIM"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:04,Fuel Raising,"44,24","85,47","41,23","Morales Duarez 2828, Distrito de Lima , Peru Lima Departamen 15081"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:08,Fuel Dropping,"85,47","41,25","-44,22","Av Universitaria-77, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:14,Fuel Raising,"42,33","71,17","28,84","Av Republica Argentina, Carmen De La Legua, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:31,Fuel Raising,"71,17","106,59","35,42","Av Republica Argentina, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:34,Fuel Raising,"106,59","135,10","28,51","Av Republica Argentina-72, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:37,Fuel Dropping,"135,10","43,41","-91,69","Av Nestor Gambetta-40, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:40,Fuel Raising,"43,41","88,03","44,62","Av Nestor Gambetta-42, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:43,Fuel Dropping,"88,03","51,20","-36,83","Av Nestor Gambetta-54, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:46,Fuel Dropping,"51,20","42,90","-8,29","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:49,Fuel Raising,"42,90","136,97","94,07","Av Nestor Gambetta-25, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:52,Fuel Dropping,"136,97","44,67","-92,30","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 11:55,Fuel Raising,"44,67","138,72","94,05","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 12:07,Fuel Dropping,"138,41","86,77","-51,63","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 12:10,Fuel Dropping,"86,77","55,26","-31,51","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 12:13,Fuel Raising,"55,26","138,22","82,95","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 12:32,Fuel Dropping,"138,26","57,10","-81,16","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 12:38,Fuel Raising,"47,85","101,02","53,17","Av Centenario-75, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 12:41,Fuel Raising,"101,02","138,38","37,35","Av Centenario-74, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 12:52,Fuel Dropping,"138,26","45,53","-92,73","Av Centenario-56, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,8/09/2025 13:01,Fuel Raising,"43,33","136,63","93,30","Av De La Puente Uceda, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 02:22,Fuel Dropping,"136,63","99,45","-37,18","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 02:25,Fuel Raising,"99,45","120,72","21,27","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 02:28,Fuel Raising,"120,72","139,62","18,91","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 02:32,Fuel Dropping,"139,62","128,67","-10,95","Av Centenario-72, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 02:35,Fuel Dropping,"128,67","52,83","-75,84","Av Centenario-72, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 02:38,Fuel Raising,"52,83","139,48","86,65","Av Centenario-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 03:10,Fuel Dropping,"139,45","66,86","-72,59","Av Centenario-71, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 03:13,Fuel Dropping,"66,86","44,36","-22,51","Av Centenario-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 03:19,Fuel Raising,"44,31","51,68","7,37","Av Centenario-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 03:22,Fuel Dropping,"51,68","44,21","-7,47","Av Centenario-69, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 03:49,Fuel Dropping,"53,29","42,43","-10,86","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 04:13,Fuel Raising,"43,09","136,76","93,67","Av Emisor, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 05:55,Fuel Dropping,"136,76","42,95","-93,81","Av Emisor, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 06:31,Fuel Raising,"43,19","55,94","12,75","Av Nestor Gambetta-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 06:40,Fuel Raising,"43,06","140,46","97,39","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 06:49,Fuel Dropping,"139,57","75,14","-64,44","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 06:55,Fuel Raising,"74,89","139,50","64,61","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 06:58,Fuel Dropping,"139,50","44,53","-94,97","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:10,Fuel Raising,"44,53","57,71","13,19","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:13,Fuel Raising,"57,71","122,42","64,70","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:16,Fuel Raising,"122,42","139,55","17,13","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:22,Fuel Dropping,"139,55","44,55","-95,00","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:25,Fuel Raising,"44,55","53,63","9,08","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:28,Fuel Raising,"53,63","138,83","85,21","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:52,Fuel Dropping,"139,55","54,23","-85,32","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:55,Fuel Raising,"54,23","63,76","9,54","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 07:58,Fuel Dropping,"63,76","42,37","-21,39","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 08:10,Fuel Raising,"45,00","93,52","48,52","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 08:16,Fuel Dropping,"102,03","42,84","-59,19","Av Nestor Gambetta-14, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 08:22,Fuel Raising,"48,31","110,32","62,02","Av Nestor Gambetta-67, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 08:25,Fuel Dropping,"110,32","53,28","-57,05","Av Nestor Gambetta-36, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 08:28,Fuel Raising,"53,28","66,30","13,02","Av Nestor Gambetta-54, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 08:34,Fuel Dropping,"62,11","38,48","-23,64","Av Nestor Gambetta, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 08:37,Fuel Raising,"38,48","71,89","33,41","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 08:40,Fuel Raising,"71,89","138,09","66,21","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:01,Fuel Dropping,"137,81","95,51","-42,29","Av Centenario-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:04,Fuel Raising,"95,51","137,71","42,20","Jose Galvez, , Peru Callao Callao 07046"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:14,Fuel Dropping,"138,28","41,75","-96,53","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:29,Fuel Raising,"42,76","138,77","96,01","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:32,Fuel Dropping,"138,77","75,73","-63,03","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:38,Fuel Dropping,"71,44","56,66","-14,78","Av Nestor Gambetta-31, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:41,Fuel Dropping,"56,66","38,43","-18,23","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:44,Fuel Raising,"38,43","47,78","9,35","Av Nestor Gambetta-83, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 09:49,Fuel Dropping,"47,78","40,60","-7,17","Av Nestor Gambetta, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 10:04,Fuel Raising,"40,39","58,10","17,71","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 10:07,Fuel Raising,"58,10","136,15","78,05","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 11:58,Fuel Dropping,"133,56","60,10","-73,46","Ave Oquendo, , Peru Callao Callao 07046"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 12:01,Fuel Raising,"60,10","136,11","76,01","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 13:25,Fuel Dropping,"136,37","77,42","-58,96","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 13:31,Fuel Raising,"84,07","136,30","52,23","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:04,Fuel Dropping,"136,25","41,63","-94,62","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:07,Fuel Raising,"41,63","136,58","94,95","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:20,Fuel Dropping,"136,18","68,15","-68,03","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:23,Fuel Dropping,"68,15","42,02","-26,13","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:32,Fuel Raising,"47,41","62,51","15,10","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:38,Fuel Dropping,"71,68","44,34","-27,34","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:41,Fuel Raising,"44,34","119,41","75,07","Av Nestor Gambetta-92, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:44,Fuel Dropping,"119,41","64,21","-55,20","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:47,Fuel Dropping,"64,21","44,67","-19,54","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:56,Fuel Raising,"46,10","77,02","30,91","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 14:59,Fuel Dropping,"77,02","42,52","-34,49","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 15:10,Fuel Raising,"43,14","54,24","11,10","Av Centenario-74, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 15:13,Fuel Raising,"54,24","139,12","84,88","Av Centenario-79, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 15:44,Fuel Dropping,"140,36","49,81","-90,55","Av Centenario-75, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 16:08,Fuel Raising,"45,13","140,93","95,81","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 16:13,Fuel Dropping,"140,93","45,63","-95,30","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 16:16,Fuel Raising,"45,63","63,70","18,07","Av Nestor Gambetta-36, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 16:19,Fuel Dropping,"63,70","44,55","-19,15","Av Emisor, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 16:25,Fuel Raising,"48,78","64,07","15,29","Av Nestor Gambetta-31, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 16:28,Fuel Dropping,"64,07","46,78","-17,29","Av Nestor Gambetta-25, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 16:52,Fuel Raising,"43,00","51,62","8,63","Av Atalaya-33, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 17:31,Fuel Raising,"43,26","95,13","51,87","Av Atalaya, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 17:34,Fuel Dropping,"95,13","43,41","-51,73","Av Atalaya, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:02,Fuel Raising,"44,26","62,64","18,38","Av Manco Capac-71, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:07,Fuel Raising,"62,64","137,43","74,78","Pacific Ocean, La Punta La Punta"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:13,Fuel Dropping,"137,66","43,72","-93,95","Pacific Ocean, La Punta La Punta"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:23,Fuel Raising,"41,28","50,33","9,05","Av Jorge Chavez, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:26,Fuel Dropping,"50,33","43,02","-7,32","WRXW+C6 Callao, Peru Constitutional Provi Callao Reg"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:29,Fuel Raising,"43,02","99,77","56,75","Av Jorge Chavez, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:32,Fuel Dropping,"99,77","40,22","-59,55","Av Manco Capac-60, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:35,Fuel Raising,"40,22","60,09","19,86","Av Manco Capac-18, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:38,Fuel Raising,"60,09","90,54","30,46","Av Atalaya-12, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:44,Fuel Dropping,"93,88","81,93","-11,95","Av Nestor Gambetta-72, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:47,Fuel Dropping,"81,93","38,41","-43,52","Av Nestor Gambetta-30, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 18:59,Fuel Raising,"42,64","80,93","38,29","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:02,Fuel Dropping,"80,93","40,56","-40,38","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:05,Fuel Raising,"40,56","132,88","92,32","Av Centenario-71, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:11,Fuel Dropping,"135,99","121,96","-14,03","Av Centenario-66, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:17,Fuel Dropping,"113,33","41,75","-71,57","Av Centenario-75, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:23,Fuel Raising,"40,75","50,36","9,61","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:29,Fuel Raising,"42,08","136,52","94,44","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:40,Fuel Dropping,"136,01","54,44","-81,57","Av Nestor Gambetta-43, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:43,Fuel Dropping,"54,44","39,17","-15,28","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 19:59,Fuel Raising,"38,31","103,05","64,73","Av Nestor Gambetta-32, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:02,Fuel Raising,"103,05","137,81","34,76","Av Nestor Gambetta-13, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:05,Fuel Dropping,"137,81","115,20","-22,61","Av Nestor Gambetta-59, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:23,Fuel Dropping,"115,20","38,65","-76,55","Guadalupe, , Peru Callao Callao 07021"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:26,Fuel Raising,"38,65","49,39","10,74","Guadalupe, , Peru Callao Callao 07021"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:29,Fuel Dropping,"49,39","39,58","-9,81","Guadalupe, , Peru Callao Callao 07021"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:32,Fuel Raising,"39,58","134,62","95,05","Guadalupe, , Peru Callao Callao 07021"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:44,Fuel Dropping,"134,67","39,67","-95,00","Av Raygada-77, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:47,Fuel Raising,"39,67","135,18","95,50","Av Raygada-78, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:50,Fuel Dropping,"135,18","50,44","-84,74","Progreso-38, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:56,Fuel Dropping,"48,06","39,61","-8,46","Av Raygada-41, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 20:59,Fuel Raising,"39,61","134,37","94,76","Av Raygada-40, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 21:08,Fuel Dropping,"134,43","36,95","-97,49","Av Raygada-42, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 21:17,Fuel Raising,"39,34","65,08","25,75","Progreso-39, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 21:20,Fuel Dropping,"65,08","44,30","-20,79","Av Atalaya, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,9/09/2025 21:32,Fuel Raising,"39,58","134,26","94,69","Av Raygada-85, lao, lao, lao Cal"
