,Created,Message,Status
383,2025-08-26 18:06:01.308,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120382274769133568"",""time"":1756231557000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120382274769133568/thumbnails/5000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwMzgyMjc0NzY5MTMzNTY4L3RodW1ibmFpbHMvNTAwMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzIwNDI3NjF9fX1dfQ__&Signature=oln3T6LlMcxpVDpSZlfzQOe1UnHL0mTYdgMnjsrJGysDCus8aFxL2Io92xKJQ9BmlXvRc5Cgky5VVPzmxdmT5wmYCRM8DaVgBYx0X4fJa14XaDzSXABvfhGZbvbkJQLBr8kejvCFbD0-U9BmzN1M1RKNsvjWAdGqz1taPW1Noj5Yws9nGXsYDtjv7Ka3RyBb4L7QpOjfmoh8Wc9mtr4xuqQ~XhwUDZD~fE8OHG1T1gfYuE8oq91c7E0ghORcGDZyGQWV8BbHNGVhSB1Rh6Fsyb8MdSSDOA23R7Dxy8MMF9c-V0U0DY-Io9cNrf6VTFGRmPTjrksM3AF2~cxGVSoIwA__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":109699,""tripID"":""2a3cc5cb-3d49-40a3-a2e5-6bc1dd59d3ef"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756231556760,""time"":1756231557000,""speed"":0,""heading"":0,""coordinate"":[-74.16562013,4.755217383,2572.899902],""hDop"":70,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""ilGjh5FEd0qqw7PLMJH5jB84qAQokT125jNZPt/SBz0="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
384,2025-08-26 18:06:45.029,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120382459280760832"",""time"":1756231599000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120382459280760832/thumbnails/6000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwMzgyNDU5MjgwNzYwODMyL3RodW1ibmFpbHMvNjAwMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzIwNDI4MDR9fX1dfQ__&Signature=UXqJZo2CSoBTBePhFDNfBs6tKXnGGFGhO5nViDi10Vmm2vldczML3g2G9vtLkh0fz92jrzFb4Lm4508K-w67yB3q15Zsb56YL8A662soCWul5-zyI7OlqVo9NNVlM~BsUkKQspr9irI7S9vhell-H-Unwm2RTBCxzrwLDvcQUvoIx2SXiNut9QNSCW5iqS6t2Ay6TuiqVL03Y3bdqXTCZdT0DSTnf3jyrujGgcMIpO-I1cVtk1SOjZPTaZh2GkCVDfU0x4OuPJVXbxWiTKrWWsWddGNl97DAVKATRtQDq3di6nUIXsdoGuQYGP8x-8jvG7wn8TWuzieYMQKKBeIvkQ__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":115665,""tripID"":""3bb0fe11-ec4c-43ff-b372-1c0afdd723b4"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756231598292,""time"":1756231601000,""speed"":5.186,""heading"":304.6,""coordinate"":[-74.16565627,4.75522215,2570.100098],""hDop"":70,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""2asEX+WFxy3kpSuawsT11ahiQ5br8lmGk/Qak2jB7zs="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
389,2025-08-26 18:07:54.542,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120382750050885632"",""time"":1756231668000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120382750050885632/thumbnails/1000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwMzgyNzUwMDUwODg1NjMyL3RodW1ibmFpbHMvMTAwMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzIwNDI4NzR9fX1dfQ__&Signature=njPZETTAc3EOYfqq3ArA3mXbCvoBXX-5opZVWnVyUZUYh0km0rnMYS3Q5Luvteqqs~Hh0KNGmrTpzqSzebdtiktw9YQuqiKMCL2ovibkpMZvdsmGRZmyUq2ErA6C5eFfKVKs6GfbF6G0gT-UpiKGQ3FopKifH59CjYTItTSah2yJVSj7ypgrytue7ndcSjsW~WwXNdTPa8JkwDLRi4h9ZqZB1uMG91Illc95X8gqPNNFW~Wlabu0RgqyimhL1qJxjn~IKZy4OeikF5rV2bImIoWbg8vGlcKyqv34LQ5wHSFWmZhXNf~G01kC~pvxF3xFucFqizukTT2j3-myL0PyLw__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":116623,""tripID"":""3bb0fe11-ec4c-43ff-b372-1c0afdd723b4"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756231667353,""time"":1756231670000,""speed"":0,""heading"":21,""coordinate"":[-74.16569612,4.755326067,2574.899902],""hDop"":70,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""EDlK9R6L+h8EmzGgttwAhqL3TUZ55Wkh3KdHcV/CPYk="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
391,2025-08-26 18:09:14.394,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120383085020585984"",""time"":1756231748000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120383085020585984/thumbnails/81000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwMzgzMDg1MDIwNTg1OTg0L3RodW1ibmFpbHMvODEwMDAuanBnIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzcyMDQyOTU0fX19XX0_&Signature=CKB3M6XFva61zT-n5EueI1UIHuPH6ERZkXqlG0CSOPqFLVhgYmRSs14DuVaxd0jDkMPkx4gakzV3Tb48HzBt9pQJJDqjLcTu40D6BygCvw5FREQUFkcRHIBpEKWJeZk~78lzzYtznyvjoXGwl5RcgsQWs03J1mLKHaSegmSdiUvHALi5k6b7uwIZfparvw-sma5xGXHgKZ21rNIKLqX6lggI77pnozlj4WBYlinpuOSC9LUuTlaoa0XExLHDKhqDzMdQ-Ic0lpw9GPl~gDAMht1e766Ch3bnHBfBEdYf-Iop0Yer3c3pTjlrvMU7o8h7qoE~5MH7hO~eRYUKR-WHkQ__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":107800,""tripID"":""f789b760-7161-4a3f-b7c3-b0bc98ca6179"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756231747399,""time"":1756231750000,""speed"":0,""heading"":21,""coordinate"":[-74.1656965,4.75532375,2574.899902],""hDop"":70,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""nFFyX2U/RTYylL/CqbxK28FsNWADioaerHyltpnDlQs="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
396,2025-08-26 18:12:23.482,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120383877706293248"",""time"":1756231935000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120383877706293248/thumbnails/184000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwMzgzODc3NzA2MjkzMjQ4L3RodW1ibmFpbHMvMTg0MDAwLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjA0MzE0M319fV19&Signature=Q0JMliJU8erzHrBza9L9Ds20W5cux-NtnDjHydpCuYQkuqf10pHwenGB3e594wv~dTCH0asU-WmzQltboOskrXkPIEPFsZBmbu2oBkZNcEp4wep35dnTXJJvYuyx0SgF9sXnIdRuCO4wGIUA~~nN9qX0u1BNyE5K4TO0tw01nZRl~thZGSbR64XWzo1sBOPQQtuYDbFG8GgJZ6DZOzdOhVhksEn269VDDCgcVqMpbpWk251jyGke5JkuR8P6u6-w3J4pxUGjw-m7ZA6bxNZEuG11-edA1T-O7tAhhTO5RWdjZPpmsmOt3qQspzYDRgj7y7u674-viEiSiKyw90leiw__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":106729,""tripID"":""f789b760-7161-4a3f-b7c3-b0bc98ca6179"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756231934444,""time"":1756231937000,""speed"":0,""heading"":333,""coordinate"":[-74.16434997,4.756812683,2570.199951],""hDop"":80,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""Fkw3BKQx5rn7Ln1y37UaLSTnomMcZ8LpfDpLTWtyrPI="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
400,2025-08-26 18:19:17.486,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120385613904879616"",""time"":1756232351000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120385613904879616/thumbnails/8000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwMzg1NjEzOTA0ODc5NjE2L3RodW1ibmFpbHMvODAwMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzIwNDM1NTd9fX1dfQ__&Signature=LKS8h-JVvKGkhPd-ffgb-IO8VzF4nQXLTK2CpY8uO7rJjeruIHK3ko~KdcgNNuXGJvEqFVz1BwK-twm5vr0KXY0a2njxUPt62uRDqK9zb7stHH03jspY3sjsdP-XfHdulk6e8qCYqwOcWLLJb8Wnq1HJEOm1-0ggz7YPiUJQg9anKwCJzDHEcsOsBuSpG5zBKJ~IvghgqmloGrajjgTLm-1W8CRRHM4fpjsMJAqwers6~jibVwtbgtEm3dHteT9isladaNt5DNeVC1oE21WEFzXmN~gZPv7y-msPask~FUeCMevdYp4z5QzTO8VVQu9zxzTIVU~kVXMnMAyUr~xMAw__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":103928,""tripID"":""e5e96e61-58a7-44a6-a4ed-d30cc37b2ceb"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756232350207,""time"":1756232353000,""speed"":0,""heading"":223,""coordinate"":[-74.16574123,4.755326417,2568.899902],""hDop"":70,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""F7b27P2rZwueCWKCG0vUvxjo0qw3Af0UjjBn/FxOgEU="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
405,2025-08-26 18:20:33.421,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120385932512600064"",""time"":1756232427000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120385932512600064/thumbnails/0.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwMzg1OTMyNTEyNjAwMDY0L3RodW1ibmFpbHMvMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzIwNDM2MzN9fX1dfQ__&Signature=UQTK2aMKLi8BcD0z2TIv2vfzmT8Z8I9N903fc-J3GnWprbr3bLWzwZF9GzS1Fd0kQO4LzWm-hzTPnKAPuX5vmtuluXsh4c0iZ~~q1MPtHrmFKabnhM6kUdCjRgJuyLDQ2V5p8aKTV3cqs~LNufvuqurGf8O2dRIQqVL0fcSZzul15UKb67OGm~CdJx-42jll5-otydhbbZt6reUyJ4B-xev4Rw6mK8UntvHJeZk0iTKmLGKkTmvcsQ9g2dqN9XapzFygOB1w-DQmd0lBsIcPAhX7U0BeCHsQ0JdZ0o16QeV7GEr-VZugDctAJocpn-1MH3WNDaX63JZ1wmvCDRv-iA__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":94585,""tripID"":""e5e96e61-58a7-44a6-a4ed-d30cc37b2ceb"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756232426340,""time"":1756232429000,""speed"":0,""heading"":123.1,""coordinate"":[-74.16556248,4.755402717,2571.300049],""hDop"":70,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""1knTz5KSrb9qRdlYHvbfr1C8RTip/1lreR9Rz8Frqgg="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
407,2025-08-26 21:30:54.369,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120433836400975872"",""time"":1756243850000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120433836400975872/thumbnails/5000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwNDMzODM2NDAwOTc1ODcyL3RodW1ibmFpbHMvNTAwMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzIwNTUwNTR9fX1dfQ__&Signature=AKbF6oKIQ4GNS0V~mFi4Pz2GSgeFNIHFSfMKw64zyz6eQjB~1unHoQugyRIYqHznWjKc8u0qgXUJw2NEtA2cPfQ4ZGBqh~MxxpWdiXVlvX6K7ORA2fSHmFqRg0FQWwUilFOLIXXZY~-zW9kYXN-PVXTVxMMm7F7zXZQNl-sgk38r90m6mZ6pHjUv13wr9G6AGl2yE6zEk2iHcEbeJDVrM8eZp3B-gJKBZ09l1G3lgEuCA9inl8autaihT6A7YfIi8BpPHkMYIjoa5A8waOdtXAR5jevuy1rh6AvKQhkT-PYsMjfsROnr7Uw73CWLYTOI6eiuSmo61saU13Beoj2w6g__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":93490,""tripID"":""7f4daed6-faf2-408b-b1c2-1813a3ccab9e"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756243849859,""time"":1756243850000,""speed"":6.667,""heading"":245.3,""coordinate"":[-74.16567813,4.755285367,2562.600098],""hDop"":70,""vDop"":70},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""HUDCFGsmxuuv2GXJ//+3aJ3Xp5ybo8ar8MFHHfOipMg="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
412,2025-08-26 21:31:30.959,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120433989224636416"",""time"":1756243885000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120433989224636416/thumbnails/40000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwNDMzOTg5MjI0NjM2NDE2L3RodW1ibmFpbHMvNDAwMDAuanBnIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNzcyMDU1MDkwfX19XX0_&Signature=LAFjLrkrabwp4Jx9oGNlHPnVRxjzItd2UVdv99M2-xXuGXxSd8dTHxpL3V1wsUXH~xuKLKffuTUJmB6A7aal1W~JDLavpciDPQzVv1gvqe8htOuC19wVZjVE0-02QRb8iCMrdXxmJ7lEGuh88gs9zW3axN5ql-TEIAG3m1qpHxqhpcMFhi-d5HoRiuW6OoIXRcAOQp5D6de8XDR7kv1bmLQQFdfU65A45glixjvpzEfnhMa61SprzxJAI-DRQ6g~ihh4LpS3AaD3W4cT9srvG1-JAEH8gOjSHPPnj6JkisvRgKU6hUYZ1NE-w0gn2pa5eWFu92SqvHgMgpFcO5MtGQ__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":99943,""tripID"":""7f4daed6-faf2-408b-b1c2-1813a3ccab9e"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756243884851,""time"":1756243885000,""speed"":0,""heading"":148.3,""coordinate"":[-74.16561412,4.7552304,2562.800049],""hDop"":70,""vDop"":70},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""XVG5gZMPBylLAjEJQaKyuc4hA0tscHyHUYDfDovtgZ0="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
415,2025-08-27 13:19:52.453,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120672651334000640"",""time"":1756300787000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120672651334000640/thumbnails/8000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwNjcyNjUxMzM0MDAwNjQwL3RodW1ibmFpbHMvODAwMC5qcGciLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzIxMTE5OTJ9fX1dfQ__&Signature=cuhutfcLNCLJQETl3eiXUuMqraTtkWC8fQMvTBFZYsen6r3jLOdg6MoQnMfnp2p3Dr7S~iw9aOy-D9sOUhAB6iuDcAO5VNCXFZ3lcu6HuoeD~G7fT3zxQ4xdkwnLlxW8g26JCVl2NSkWSOSnwMVEDdqTip2wbsfwxuoX7isEMbn7FtmU9RAlzUB6VPRPCr5Tqn8SeIZwrVaoa4mOenaeH2aE0dONwQRj23wMjnpVtI2P9ej-dvOh~PFChMCROk8ZasAn9uyoEeQnCrm9xbXAayXC1JEsxXTOGz-f3r9BzKTc0zsMsjzTJO1CM-YnPw~0pceDoLoj8has-gAJLZoxGA__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":112710,""tripID"":""71b22ba2-61e1-45dd-8156-2a60b7b94936"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756300786709,""time"":1756300788000,""speed"":0,""heading"":119.6,""coordinate"":[-74.16565485,4.755231317,2578.800049],""hDop"":60,""vDop"":70},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""K/zWy76OsxxdRxZWz1SlVioLvqpH+01bp3Wic3RIwzk="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
422,2025-08-27 13:24:13.595,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120673741190340608"",""time"":1756301043000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120673741190340608/thumbnails/264000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwNjczNzQxMTkwMzQwNjA4L3RodW1ibmFpbHMvMjY0MDAwLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjExMjI1M319fV19&Signature=S~a~h4FQRhVosAVbNld5qCPvn05XH9uABdVDoNYi~xinTsXB3ac6yOuWzQ6WiIKo8gpuKBN54lpEJJLgPPhNH063qwREYLGYx3Q2Q6KeVm~uMnReWd7XQ2NyctV84vqimCKaUNT8ExaKlW5POxFrMBtTSQAGoE88fuhAB3LAsa4aN93pfF2BugYDrlwAf5Oq6y5qNTjO5p9ZsF9yFlBwLOY6PHCqVF8yM56mrg4I~ihn4m7rP2h8NPNYISBvSSwDq4Xe88EYVDH-okvwOpmVx00oTcbP7k3xecszH8pZaqDIgIrsczsCvYOGlgwmxJ2ZLFtSDqpeOOwd7bHYeP-GRQ__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":119697,""tripID"":""71b22ba2-61e1-45dd-8156-2a60b7b94936"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756301042830,""time"":1756301044000,""speed"":0,""heading"":119.6,""coordinate"":[-74.1657343,4.755271867,2585.699951],""hDop"":60,""vDop"":70},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""kUtdRAJCdNawK3nRhN27qt+EWqjYp0nlivLq6z2DzGI="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
425,2025-08-27 13:35:45.853,"{""notificationType"":""AutoSnapshot"",""sn"":""6B31111D"",""pictureID"":""1120676651101986816"",""time"":1756301740000,""rotate"":""upsidedown"",""url"":""https://cdn.vidfleet-api.gpstrackit.com/clip/8a4b5e9b4dad4f7595cdf86e5ec8c8ca/default/6B31111D/1120676651101986816/thumbnails/135000.jpg?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4udmlkZmxlZXQtYXBpLmdwc3RyYWNraXQuY29tL2NsaXAvOGE0YjVlOWI0ZGFkNGY3NTk1Y2RmODZlNWVjOGM4Y2EvZGVmYXVsdC82QjMxMTExRC8xMTIwNjc2NjUxMTAxOTg2ODE2L3RodW1ibmFpbHMvMTM1MDAwLmpwZyIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MjExMjk0NX19fV19&Signature=PY33EedqTzbJ21EGh7mkDmfix56~sBcyZ2gzhJizJxSiQ5YdXVX6s3t6CIM0MfZMG1iL7DXI9STnUQX9CztHlAT-PAElIkPCPOuRrS5MoNdx8xRRJge2jPLmfsQjCMccD3th55xsPBd4z4T0~BT7KSfw7pQH9T-WbUkWoHmFFNbhv7wwAm~IVSXfBf8GBN~nZtuC4T9R-xCVm3ao8FVn8tJFjJ70QCPw7RC0gSDfyNANTdX0dZ-F8YMqzAnq7i7UYwyPZYOajtfD9Sh9vQaqSBF-muC8dkKXtegPpBU9ccgiS2mU-AZKfiL1seRRlC2Jbx3KyQwnVj5HmXCSE6x9iQ__&Key-Pair-Id=K1KFJH9S65S6E2"",""fileSize"":110698,""tripID"":""77b1995e-203e-40a7-a83b-c671a511bd2c"",""timezone"":""-05:00"",""gpsData"":{""source"":""hardware"",""sysTime"":1756301739898,""time"":1756301742000,""speed"":0,""heading"":127.6,""coordinate"":[-74.16563297,4.7552808,2564.199951],""hDop"":70,""vDop"":80},""accessKeyID"":""Tsomobile_03ZhM6I4uRjzW"",""sign"":""Rx0iTeOEOXWINa0J1/RWNyLE/t5O8n2BzyA4q6+UWBY="",""useCache"":true}",0x5B6F626A656374204F626A6563745D
