GroupName,UnitID,UnitName1,MaxSpeed,MilesDriven,TravelTimeSecs,Textbox3,IdleTimeSecs,Textbox6,IdleTimeSecs2,Textbox11,Textbox15,Textbox16,Textbox17,Textbox18,Textbox19,Textbox22,Textbox23
,15IK,KBY321CASTIL/CAMIONE,100,"46,51",1H:15M:28S,"1,26",0H:54M:47S,"0,91",2H:10M:15S,"2,17","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15I7,KDW525RIOPAILA/CAMIO,95,"53,51",1H:12M:43S,"1,21",0H:38M:34S,"0,64",1H:51M:17S,"1,85","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,0T8Q,LFL197CASTILLA,43,"52,13",3H:7M:5S,"3,12",2H:12M:22S,"2,21",5H:19M:27S,"5,32","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,16GU,MHO224 RIOPAILA(CAM,95,"140,00",2H:49M:21S,"2,82",0H:18M:35S,"0,31",3H:7M:56S,"3,13","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15BZ,TDK954RIOPAILA,51,"74,00",3H:41M:19S,"3,69",2H:32M:5S,"2,53",6H:13M:24S,"6,22","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15D4,TDL580RIOPAILA,51,"55,81",1H:47M:29S,"1,79",4H:27M:41S,"4,46",6H:15M:10S,"6,25","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15P7,TDL582CASTILLA,55,"72,81",4H:29M:3S,"4,48",4H:34M:15S,"4,57",9H:3M:18S,"9,06","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,17V8,TDL584 RISARALDA,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,18TF,TDL585 RIOPAILA,47,"46,80",3H:48M:43S,"3,81",4H:12M:31S,"4,21",8H:1M:14S,"8,02","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15F9,TDL587RIOPAILA,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15IB,TDL588CASTILLA,10,"1,00",0H:13M:45S,"0,23",0H:12M:30S,"0,21",0H:26M:15S,"0,44","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,14K3,TJV781RISARALDA,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15BU,TRM025RIOPAILA,0,"0,00",0H:0M:0S,"0,00",0H:0M:11S,"0,00",0H:0M:11S,"0,00","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15HZ,TRM032CASTILLA,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15BY,TUL562 RIOPAILA,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15DL,TUL568RIOPAILA,27,"12,99",0H:37M:53S,"0,63",2H:29M:10S,"2,49",3H:7M:3S,"3,12","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15ID,WDL101CASTILLA/TURBO,63,"30,51",0H:53M:15S,"0,89",1H:11M:44S,"1,20",2H:4M:59S,"2,08","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,0KQG,WDM182 CASTILLA,29,"24,75",1H:21M:25S,"1,36",0H:10M:12S,"0,17",1H:31M:37S,"1,53","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,0LU3,WDM183CASTILLA,48,"44,21",2H:35M:49S,"2,60",1H:10M:27S,"1,17",3H:46M:16S,"3,77","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,0O7X,WDM266CASTILLA,48,"70,54",3H:41M:36S,"3,69",0H:38M:31S,"0,64",4H:20M:7S,"4,34","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15IC,WDM268 CASTILLA,50,"37,80",1H:21M:4S,"1,35",0H:18M:3S,"0,30",1H:39M:7S,"1,65","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15EU,WDM270RIOPAILA,58,"58,44",2H:31M:40S,"2,53",2H:24M:8S,"2,40",4H:55M:48S,"4,93","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15IE,WDM271CASTILLA,43,"65,10",4H:1M:41S,"4,03",4H:9M:53S,"4,16",8H:11M:34S,"8,19","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15F7,WDM272LOS CASTILLA,53,"37,90",1H:26M:12S,"1,44",0H:45M:0S,"0,75",2H:11M:12S,"2,19","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15IF,WDM281INCAUCA,71,"50,00",3H:9M:9S,"3,15",4H:45M:8S,"4,75",7H:54M:17S,"7,90","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15I8,WDM282 CASTILLA,0,"0,00",0H:0M:0S,"0,00",4H:59M:30S,"4,99",4H:59M:30S,"4,99","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15C7,WDM283 CASTILLA,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15F6,WDM284riopaila,47,"59,90",3H:14M:20S,"3,24",2H:56M:32S,"2,94",6H:10M:52S,"6,18","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,0T6C,WDM285 CASTILLA,51,"52,53",2H:33M:28S,"2,56",2H:58M:25S,"2,97",5H:31M:53S,"5,53","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15HR,WPK628riopaila/ TURB,68,"26,20",1H:10M:53S,"1,18",1H:1M:52S,"1,03",2H:12M:45S,"2,21","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,14G7,WPK633riopaila,58,"59,01",3H:55M:6S,"3,92",5H:34M:41S,"5,58",9H:29M:47S,"9,50","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15I9,WPK640CASTILLA/TURBO,84,"128,30",3H:3M:36S,"3,06",3H:52M:44S,"3,88",6H:56M:20S,"6,94","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15IA,WPK645 RISARALDA,42,"68,09",3H:26M:47S,"3,45",3H:16M:13S,"3,27",6H:43M:0S,"6,72","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15LE,WPK661 MAYAGUEZ,47,"52,79",3H:23M:30S,"3,39",2H:48M:22S,"2,81",6H:11M:52S,"6,20","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,17I3,WPK692 risaralda,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15I6,ZNM941CASTILLA,42,"42,91",2H:42M:38S,"2,71",3H:47M:15S,"3,79",6H:29M:53S,"6,50","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15C6,ZNM974riopaila,48,"74,90",3H:10M:7S,"3,17",3H:2M:46S,"3,05",6H:12M:53S,"6,21","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
,15FC,ZNM975riopaila,51,"51,19",2H:20M:24S,"2,34",1H:30M:41S,"1,51",3H:51M:5S,"3,85","1.744,68",3D:7H:49M:25S,"79,82",3D:9H:32M:26S,"81,54",6D:17H:21M:51S,"161,36"
