"Unit","Driver","Event","Lat / Long","Date / Time","Speed","Address"
"BPK-942","","Drive","-11.104974 / -77.595700","Thursday, September 04 2025, 09:46:06 am","21 KPH","Av. Panamericana Nte. 1475-1431, Huacho 15137, Peru"
"BPK-942","","Travel Start","-11.106680 / -77.595485","Thursday, September 04 2025, 09:45:36 am","21 KPH","Av. Panamericana Nte. 1340-1344, Santa María, Peru"
"BPK-942","","Travel Stop","-11.108452 / -77.595367","Thursday, September 04 2025, 09:44:51 am","","Av. Panamericana Nte. 1177, Huacho 15136, Peru"
"BPK-942","","Drive","-11.109945 / -77.595171","Thursday, September 04 2025, 09:44:09 am","31 KPH","Av. Panamericana Nte. 1141-1093, Huacho 15136, Peru"
"BPK-942","","Drive","-11.112970 / -77.594821","Thursday, September 04 2025, 09:43:39 am","44 KPH","Av. Panamericana Nte., Santa María, Peru"
"BPK-942","","Drive","-11.115664 / -77.594549","Thursday, September 04 2025, 09:43:10 am","18 KPH","Av. Panamericana Nte., Huacho 15136, Peru"
"BPK-942","","Drive","-11.115844 / -77.592693","Thursday, September 04 2025, 09:42:40 am","18 KPH","Au. Panamericana N, Huacho 15137, Peru"
"BPK-942","","Drive","-11.115486 / -77.592489","Thursday, September 04 2025, 09:42:24 am","29 KPH","Au. Panamericana N, Huacho 15137, Peru"
"BPK-942","","Drive","-11.115898 / -77.593313","Thursday, September 04 2025, 09:42:12 am","50 KPH","Au. Panamericana N, Huacho 15137, Peru"
"BPK-942","","Drive","-11.120350 / -77.593976","Thursday, September 04 2025, 09:41:42 am","63 KPH","Au. Panamericana N, Santa María, Peru"
"BPK-942","","Drive","-11.125062 / -77.593731","Thursday, September 04 2025, 09:41:12 am","57 KPH","Au. Panamericana N, Santa María, Peru"
"BPK-942","","Drive","-11.129898 / -77.594979","Thursday, September 04 2025, 09:40:42 am","71 KPH","Au. Panamericana N, Huacho 15136, Peru"
"BPK-942","","Drive","-11.134640 / -77.596452","Thursday, September 04 2025, 09:40:12 am","52 KPH","Au. Panamericana N, Huacho 15136, Peru"
"BPK-942","","Drive","-11.138487 / -77.596988","Thursday, September 04 2025, 09:39:42 am","55 KPH","Au. Panamericana N, Huacho 15136, Peru"
"BPK-942","","Drive","-11.142835 / -77.597361","Thursday, September 04 2025, 09:39:12 am","60 KPH","Au. Panamericana N, Huacho 15135, Peru"
"BPK-942","","Drive","-11.147640 / -77.597100","Thursday, September 04 2025, 09:38:42 am","73 KPH","Au. Panamericana N, Huacho 15135, Peru"
"BPK-942","","Speeding End","-11.152751 / -77.595631","Thursday, September 04 2025, 09:38:12 am","66 KPH","Au. Panamericana N, Huacho 15135, Peru"
"BPK-942","","Drive","-11.155598 / -77.594349","Thursday, September 04 2025, 09:37:54 am","70 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.160378 / -77.591385","Thursday, September 04 2025, 09:37:25 am","86 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.165292 / -77.588327","Thursday, September 04 2025, 09:36:55 am","79 KPH","Au. Panamericana N 142, 15135, Peru"
"BPK-942","","Speed Threshold","-11.170674 / -77.584867","Thursday, September 04 2025, 09:36:25 am","84 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.173250 / -77.583260","Thursday, September 04 2025, 09:36:09 am","68 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.176037 / -77.581492","Thursday, September 04 2025, 09:35:51 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.177023 / -77.580882","Thursday, September 04 2025, 09:35:45 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.181395 / -77.578117","Thursday, September 04 2025, 09:35:15 am","70 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Travel Start","-11.185725 / -77.575366","Thursday, September 04 2025, 09:34:45 am","52 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Travel Stop","-11.187093 / -77.574391","Thursday, September 04 2025, 09:32:08 am","","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.188244 / -77.573654","Thursday, September 04 2025, 09:31:32 am","44 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Travel Start","-11.190767 / -77.571899","Thursday, September 04 2025, 09:31:02 am","23 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Travel Stop","-11.191483 / -77.571280","Thursday, September 04 2025, 09:29:33 am","4 KPH","Au. Panamericana N 139, +400 15135, Peru"
"BPK-942","","Drive","-11.193564 / -77.569787","Thursday, September 04 2025, 09:28:51 am","62 KPH","Peaje de Huacho km139 San Maria, 15135, Peru"
"BPK-942","","Drive","-11.197517 / -77.566941","Thursday, September 04 2025, 09:28:21 am","57 KPH","km137, Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.201111 / -77.564331","Thursday, September 04 2025, 09:27:51 am","68 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.204859 / -77.561623","Thursday, September 04 2025, 09:27:26 am","79 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.209670 / -77.558149","Thursday, September 04 2025, 09:26:56 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.214374 / -77.554751","Thursday, September 04 2025, 09:26:27 am","73 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.218964 / -77.551433","Thursday, September 04 2025, 09:25:57 am","75 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.223676 / -77.548025","Thursday, September 04 2025, 09:25:27 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.228352 / -77.544633","Thursday, September 04 2025, 09:24:57 am","73 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.230007 / -77.543436","Thursday, September 04 2025, 09:24:46 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.230155 / -77.543330","Thursday, September 04 2025, 09:24:45 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.234707 / -77.540037","Thursday, September 04 2025, 09:24:15 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.239213 / -77.536770","Thursday, September 04 2025, 09:23:45 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.243904 / -77.533379","Thursday, September 04 2025, 09:23:15 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.248396 / -77.530119","Thursday, September 04 2025, 09:22:45 am","73 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.250638 / -77.528495","Thursday, September 04 2025, 09:22:30 am","70 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.251508 / -77.527861","Thursday, September 04 2025, 09:22:24 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.255990 / -77.524608","Thursday, September 04 2025, 09:21:54 am","73 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.258515 / -77.522778","Thursday, September 04 2025, 09:21:37 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.262869 / -77.519629","Thursday, September 04 2025, 09:21:07 am","68 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.266912 / -77.516706","Thursday, September 04 2025, 09:20:42 am","78 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.266912 / -77.516706","Thursday, September 04 2025, 09:20:42 am","78 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.271347 / -77.513495","Thursday, September 04 2025, 09:20:12 am","68 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.271634 / -77.513289","Thursday, September 04 2025, 09:20:10 am","70 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.276224 / -77.509964","Thursday, September 04 2025, 09:19:40 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.279579 / -77.507549","Thursday, September 04 2025, 09:19:17 am","65 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.279849 / -77.507354","Thursday, September 04 2025, 09:19:15 am","66 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.284370 / -77.504090","Thursday, September 04 2025, 09:18:45 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.289023 / -77.500722","Thursday, September 04 2025, 09:18:15 am","79 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.293844 / -77.497236","Thursday, September 04 2025, 09:17:45 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.298508 / -77.493878","Thursday, September 04 2025, 09:17:15 am","75 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.303239 / -77.490443","Thursday, September 04 2025, 09:16:45 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.305065 / -77.489120","Thursday, September 04 2025, 09:16:33 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.307587 / -77.487283","Thursday, September 04 2025, 09:16:16 am","75 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.312260 / -77.483907","Thursday, September 04 2025, 09:15:46 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.314816 / -77.482051","Thursday, September 04 2025, 09:15:29 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.316880 / -77.480551","Thursday, September 04 2025, 09:15:16 am","73 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.321624 / -77.477095","Thursday, September 04 2025, 09:14:46 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.323608 / -77.475669","Thursday, September 04 2025, 09:14:33 am","68 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.327678 / -77.472735","Thursday, September 04 2025, 09:14:03 am","65 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.331580 / -77.469916","Thursday, September 04 2025, 09:13:33 am","58 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.335250 / -77.467271","Thursday, September 04 2025, 09:13:03 am","60 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.339242 / -77.464373","Thursday, September 04 2025, 09:12:33 am","70 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.339532 / -77.464163","Thursday, September 04 2025, 09:12:31 am","70 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.344106 / -77.460845","Thursday, September 04 2025, 09:12:01 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.348708 / -77.457528","Thursday, September 04 2025, 09:11:31 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.353350 / -77.454178","Thursday, September 04 2025, 09:11:01 am","79 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.357970 / -77.450840","Thursday, September 04 2025, 09:10:31 am","73 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.362566 / -77.447511","Thursday, September 04 2025, 09:10:01 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Ignition On","-11.488836 / -77.304680","Thursday, September 04 2025, 09:09:37 am","","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.367083 / -77.444244","Thursday, September 04 2025, 09:09:32 am","73 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.371721 / -77.440887","Thursday, September 04 2025, 09:09:02 am","75 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.376443 / -77.437473","Thursday, September 04 2025, 09:08:32 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.381147 / -77.434066","Thursday, September 04 2025, 09:08:02 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.385620 / -77.430831","Thursday, September 04 2025, 09:07:32 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.389003 / -77.428376","Thursday, September 04 2025, 09:07:09 am","70 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.393224 / -77.425322","Thursday, September 04 2025, 09:06:41 am","75 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.394696 / -77.424146","Thursday, September 04 2025, 09:06:31 am","71 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.397402 / -77.419904","Thursday, September 04 2025, 09:06:01 am","58 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.397812 / -77.415349","Thursday, September 04 2025, 09:05:31 am","60 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.397284 / -77.411038","Thursday, September 04 2025, 09:05:01 am","46 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.396774 / -77.408375","Thursday, September 04 2025, 09:04:31 am","36 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.395246 / -77.405672","Thursday, September 04 2025, 09:04:02 am","39 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.393110 / -77.403447","Thursday, September 04 2025, 09:03:32 am","38 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.391407 / -77.401713","Thursday, September 04 2025, 09:03:02 am","34 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.389610 / -77.399072","Thursday, September 04 2025, 09:02:33 am","58 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speeding End","-11.391248 / -77.395264","Thursday, September 04 2025, 09:02:07 am","68 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.391530 / -77.395053","Thursday, September 04 2025, 09:02:06 am","68 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Speed Threshold","-11.396113 / -77.392178","Thursday, September 04 2025, 09:01:36 am","76 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.399586 / -77.391653","Thursday, September 04 2025, 09:01:17 am","73 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.405002 / -77.392193","Thursday, September 04 2025, 09:00:47 am","70 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.409372 / -77.390065","Thursday, September 04 2025, 09:00:17 am","66 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.410944 / -77.385858","Thursday, September 04 2025, 08:59:47 am","57 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.409279 / -77.381852","Thursday, September 04 2025, 08:59:17 am","58 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.408686 / -77.377842","Thursday, September 04 2025, 08:58:48 am","47 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.411991 / -77.375033","Thursday, September 04 2025, 08:58:18 am","58 KPH","Au. Panamericana N, 15135, Peru"
"BPK-942","","Drive","-11.415470 / -77.372193","Thursday, September 04 2025, 08:57:48 am","55 KPH","Óvalo Río Seco, 15135, Peru"
"BPK-942","","Speeding End","-11.419854 / -77.370193","Thursday, September 04 2025, 08:57:18 am","66 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.420736 / -77.369654","Thursday, September 04 2025, 08:57:12 am","70 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speed Threshold","-11.425437 / -77.366766","Thursday, September 04 2025, 08:56:42 am","73 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speeding End","-11.429304 / -77.364399","Thursday, September 04 2025, 08:56:17 am","68 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speed Threshold","-11.431282 / -77.363187","Thursday, September 04 2025, 08:56:04 am","73 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.433308 / -77.361932","Thursday, September 04 2025, 08:55:51 am","71 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speeding End","-11.437388 / -77.358299","Thursday, September 04 2025, 08:55:21 am","71 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.437519 / -77.358171","Thursday, September 04 2025, 08:55:20 am","71 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speed Threshold","-11.441665 / -77.354172","Thursday, September 04 2025, 08:54:50 am","76 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.442205 / -77.353617","Thursday, September 04 2025, 08:54:46 am","75 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speeding End","-11.445309 / -77.349159","Thursday, September 04 2025, 08:54:16 am","70 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speed Threshold","-11.446922 / -77.345604","Thursday, September 04 2025, 08:53:55 am","75 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.448728 / -77.341432","Thursday, September 04 2025, 08:53:30 am","68 KPH","Panamericana Norte Km 98.5 Hatillo, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.450860 / -77.336550","Thursday, September 04 2025, 08:53:01 am","71 KPH","Panamericana Nte., Chancayllo 15130, Peru"
"BPK-942","","Speeding End","-11.453074 / -77.331507","Thursday, September 04 2025, 08:52:31 am","71 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.454924 / -77.327292","Thursday, September 04 2025, 08:52:06 am","71 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Speed Threshold","-11.457121 / -77.322288","Thursday, September 04 2025, 08:51:36 am","73 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.458614 / -77.318871","Thursday, September 04 2025, 08:51:17 am","70 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.460631 / -77.314264","Thursday, September 04 2025, 08:50:47 am","58 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.463623 / -77.311569","Thursday, September 04 2025, 08:50:17 am","49 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.466980 / -77.310346","Thursday, September 04 2025, 08:49:47 am","52 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.471393 / -77.308992","Thursday, September 04 2025, 08:49:17 am","60 KPH","Au. Panamericana N 47-945, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.476203 / -77.309072","Thursday, September 04 2025, 08:48:47 am","62 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.480550 / -77.307670","Thursday, September 04 2025, 08:48:17 am","55 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.484608 / -77.306216","Thursday, September 04 2025, 08:47:47 am","52 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Travel Start","-11.487861 / -77.305048","Thursday, September 04 2025, 08:47:18 am","29 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Travel Stop","-11.488830 / -77.304672","Thursday, September 04 2025, 08:15:29 am","","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Ignition Off","-11.488832 / -77.304668","Thursday, September 04 2025, 08:15:24 am","","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Travel Stop","-11.488832 / -77.304668","Thursday, September 04 2025, 08:15:23 am","","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.489394 / -77.304520","Thursday, September 04 2025, 08:14:57 am","23 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.491160 / -77.304037","Thursday, September 04 2025, 08:14:27 am","36 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Speeding End","-11.495440 / -77.303158","Thursday, September 04 2025, 08:13:57 am","66 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.495757 / -77.303046","Thursday, September 04 2025, 08:13:55 am","66 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.501013 / -77.301178","Thursday, September 04 2025, 08:13:25 am","76 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speed Threshold","-11.506259 / -77.299296","Thursday, September 04 2025, 08:12:55 am","76 KPH","Au. Panamericana N 90, 15130, Peru"
"BPK-942","","Drive","-11.506259 / -77.299296","Thursday, September 04 2025, 08:12:55 am","76 KPH","Au. Panamericana N 90, 15130, Peru"
"BPK-942","","Drive","-11.511323 / -77.297468","Thursday, September 04 2025, 08:12:25 am","68 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.516236 / -77.295396","Thursday, September 04 2025, 08:11:55 am","68 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.520432 / -77.292495","Thursday, September 04 2025, 08:11:25 am","54 KPH","Au. Panamericana N, Chancayllo 15130, Peru"
"BPK-942","","Drive","-11.523430 / -77.290520","Thursday, September 04 2025, 08:10:55 am","26 KPH","Au. Panamericana N 9, 15130, Peru"
"BPK-942","","Drive","-11.526206 / -77.288749","Thursday, September 04 2025, 08:10:26 am","70 KPH","Au. Panamericana N 9, 15130, Peru"
"BPK-942","","Drive","-11.531107 / -77.286305","Thursday, September 04 2025, 08:09:56 am","71 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.535755 / -77.284051","Thursday, September 04 2025, 08:09:26 am","55 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.538026 / -77.282829","Thursday, September 04 2025, 08:08:56 am","28 KPH","Au. Panamericana N 39, 15130, Peru"
"BPK-942","","Drive","-11.541622 / -77.280925","Thursday, September 04 2025, 08:08:26 am","60 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speeding End","-11.541622 / -77.280925","Thursday, September 04 2025, 08:08:26 am","60 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Drive","-11.546474 / -77.278654","Thursday, September 04 2025, 08:07:56 am","71 KPH","Au. Panamericana N, 15130, Peru"
"BPK-942","","Speed Threshold","-11.551039 / -77.275790","Thursday, September 04 2025, 08:07:26 am","76 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.553240 / -77.273988","Thursday, September 04 2025, 08:07:11 am","71 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.555709 / -77.269961","Thursday, September 04 2025, 08:06:41 am","47 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Travel Start","-11.557326 / -77.267190","Thursday, September 04 2025, 08:06:11 am","39 KPH","Óvalo de Chancay, Chancay 15131, Peru"
"BPK-942","","Travel Stop","-11.559750 / -77.266249","Thursday, September 04 2025, 08:02:17 am","2 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.564706 / -77.265149","Thursday, September 04 2025, 08:00:56 am","29 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.564383 / -77.265337","Thursday, September 04 2025, 08:00:26 am","26 KPH","Au. Panamericana N 455, Chancay 15131, Peru"
"BPK-942","","Speeding End","-11.567548 / -77.264451","Thursday, September 04 2025, 07:59:56 am","63 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.568368 / -77.264269","Thursday, September 04 2025, 07:59:51 am","68 KPH","Au. Panamericana N 30, Chancay 15131, Peru"
"BPK-942","","Drive","-11.576554 / -77.262514","Thursday, September 04 2025, 07:59:22 am","79 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.579070 / -77.261859","Thursday, September 04 2025, 07:58:52 am","73 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.583538 / -77.260295","Thursday, September 04 2025, 07:58:22 am","46 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.586898 / -77.259073","Thursday, September 04 2025, 07:57:52 am","63 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.590966 / -77.257342","Thursday, September 04 2025, 07:57:22 am","50 KPH","Au. Panamericana N, Chancay 15131, Peru"
"BPK-942","","Drive","-11.594192 / -77.256119","Thursday, September 04 2025, 07:56:52 am","79 KPH","Au. Panamericana N, Chancay 15131, Peru"
