GroupName,UnitName,StartTime,MovingTimeSecs,MilesDriven,MaxSpeed,StopTime,textbox43,StopLengthSecs,ContactName,textbox45,textbox54,textbox28,textbox29,textbox30,textbox32,MovingTimeSecs_1,MilesDriven_1,MaxSpeed_1,StopLengthSecs_1
,Unit: LPL614,1/06/2025 12:00 a.m.,00h:00m:00s,"0,00",0,1/06/2025 5:45:3.m.,Parked/Idle,06h:01m:30s,"I-25 # 29 a 37, Planeta Rica, Córdoba, Colombia",Córdoba,233048,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 6:04 a.m.,00h:04m:00s,"3,40",39,1/06/2025 6:08:2.m.,Idle,00h:01m:08s,"9CJH+97 Planeta Rica, Cordoba, Colombia",Cordoba,233048,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 6:09 a.m.,00h:04m:06s,"4,39",49,1/06/2025 6:13:3.m.,Idle,00h:01m:57s,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",Córdoba,233047,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 6:15 a.m.,00h:26m:04s,"33,62",55,1/06/2025 6:41:3.m.,Idle,00h:01m:37s,"El Viajano - Pueblo Nuevo, Sahagún, Córdoba, Colombia",Córdoba,232557,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 6:43 a.m.,01h:39m:21s,"89,88",54,1/06/2025 8:22:3.m.,Idle,00h:00m:22s,"Km 60 de la vía Sincelejo - Carmen de Bolivar, , Sucre",Suc,701078,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 8:22 a.m.,00h:26m:31s,"22,90",45,1/06/2025 8:49:2.m.,Idle,00h:00m:40s,"Km 20 de la vía Sincelejo - Carmen de Bolivar, , Sucre",Suc,705030,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 8:50 a.m.,00h:42m:15s,"41,57",52,1/06/2025 9:32:2.m.,Idle,00h:28m:50s,"Km 24 de la vía Carmen de Bolivar - Calamar, , Bolívar",Bol,701037,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 10:01 a.m.,00h:04m:08s,"5,50",45,1/06/2025 10:05:2.m.,Idle,00h:01m:27s,"Km 28 de la vía Carmen de Bolivar - Calamar, , Bolívar",Bol,701037,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 10:06 a.m.,00h:10m:14s,"9,43",53,1/06/2025 10:17:1.m.,Idle,00h:00m:26s,"Km 39 de la vía Carmen de Bolivar - Calamar, , Bolívar",Bol,701037,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 10:17 a.m.,00h:02m:36s,"1,96",47,1/06/2025 10:20:1.m.,Idle,00h:00m:35s,"Av 25, Malagana, Bolivar",Bol,701037,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 10:20 a.m.,00h:13m:21s,"9,27",49,1/06/2025 10:34:0.m.,Ign Off,00h:03m:30s,"Av 25, Malagana, Bolivar",Bol,701037,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 10:35 a.m.,00h:00m:00s,"0,00",0,1/06/2025 10:35:4.m.,Parked/Idle,00h:32m:25s,"Av 25, Malagana, Bolivar",Bol,701037,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 11:08 a.m.,00h:00m:00s,"0,00",0,1/06/2025 11:08:0.m.,Parked/Idle,00h:19m:13s,"Av 25, Malagana, Bolivar",Bol,701037,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 11:27 a.m.,00h:30m:23s,"35,26",51,1/06/2025 11:57:4.m.,Idle,00h:05m:28s,"Av 25, Arroyo Hondo, Bolivar, Colombia",Bolívar,131548,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
,Unit: LPL614,1/06/2025 12:03 p.m.,00h:32m:24s,"32,01",48,1/06/2025 12:35:4.m.,Idle,00h:01m:29s,"I-25 # 1 a 99, Campo De La Cruz, Atlántico, Colombia",Atlántico,084047,06h:22m:42s,"353,51",55,48h:26m:28s,06h:22m:42s,"353,51",55,48h:26m:28s
