"Unit","Time/Date (COT)","Address","Distance (km)","Total Distance (km)","Odometer","Driver"
"PRZ050","11/01/2025 3:46 AM","122-12250 Cra. 2, Soacha, Cundinamarca, 250055","0.75","0.75","19688.75",
"PRZ050","11/01/2025 3:51 AM","36-35 Cra. 9 Este, Soacha, Cundinamarca, 250054","0.27","1.02","19689.02",
"PRZ050","11/01/2025 3:52 AM","7 Este259-7 Este409 Cl. 33, Soacha, Cundinamarca, 250054","0.41","1.43","19689.44",
"PRZ050","11/01/2025 3:55 AM","Cl. 31, Soacha, Cundinamarca, 250054","0.55","1.98","19689.99",
"PRZ050","11/01/2025 3:56 AM","Dg. 30L, Soacha, Cundinamarca, 250051","0.21","2.19","19690.19",
"PRZ050","11/01/2025 3:57 AM","27 Cra. 10, Soacha, Cundinamarca, 250051","0.01","2.20","19690.19",
"PRZ050","11/01/2025 3:57 AM","26a2-26a34 Cra. 9, Soacha, Cundinamarca, 250051","0.12","2.32","19690.32",
"PRZ050","11/01/2025 3:58 AM","908-922 Cl. 24, Soacha, Cundinamarca, 250051","0.12","2.43","19690.44",
"PRZ050","11/01/2025 3:58 AM","2336-2364 Cra. 9, Soacha, Cundinamarca, 250051","0.10","2.54","19690.53",
"PRZ050","11/01/2025 3:59 AM","14-890 Cl 22, Soacha, Cundinamarca, 250051","0.01","2.54","19690.55",
"PRZ050","11/01/2025 4:00 AM","19a67-19a3 Cra. 7, Soacha, Cundinamarca, 250051","1.00","3.55","19691.55",
"PRZ050","11/01/2025 4:04 AM","920-9102 21, Soacha, Cundinamarca, 250052","0.13","3.68","19691.68",
"PRZ050","11/01/2025 4:04 AM","618-640 21, Soacha, Cundinamarca, 250052","1.68","5.36","19693.36",
"PRZ050","11/01/2025 4:06 AM","399-31 40, Soacha, Cundinamarca, 250052","0.52","5.88","19693.88",
"PRZ050","11/01/2025 4:08 AM","8 Sur1-8 Sur67 40, Soacha, Cundinamarca, 250052","0.19","6.06","19694.06",
"PRZ050","11/01/2025 4:11 AM","22 Sur1-22 Sur191 40, Soacha, Cundinamarca, 250052","0.37","6.43","19694.43",
"PRZ050","11/01/2025 4:12 AM","26 Sur784-26 Sur760 40, Soacha, Cundinamarca, 250057","0.14","6.57","19694.57",
"PRZ050","11/01/2025 4:24 AM","40, Soacha, Cundinamarca, 250057","0.70","7.27","19695.26",
"PRZ050","11/01/2025 4:25 AM","40, Sibaté, Cundinamarca, 250077","0.58","7.85","19695.84",
"PRZ050","11/01/2025 4:26 AM","40, Sibaté, Cundinamarca, 250077","0.54","8.39","19696.39",
"PRZ050","11/01/2025 4:31 AM","Variante Soacha-La Mesa, Soacha, Cundinamarca, 250057","0.87","9.25","19697.26",
"PRZ050","11/01/2025 4:33 AM","21, Soacha, Cundinamarca, 250057","0.96","10.21","19698.21",
"PRZ050","11/01/2025 4:34 AM","21, Soacha, Cundinamarca, 250057","0.47","10.68","19698.68",
"PRZ050","11/01/2025 4:36 AM","21, Soacha, Cundinamarca, 250057","1.50","12.18","19700.17",
"PRZ050","11/01/2025 4:38 AM","21, Bojacá, Cundinamarca, 253007","0.76","12.94","19700.94",
"PRZ050","11/01/2025 4:41 AM","21, Bojacá, Cundinamarca, 253007","0.16","13.10","19701.11",
"PRZ050","11/01/2025 4:42 AM","Variante Soacha-La Mesa, Bojacá, Cundinamarca, 253007","0.29","13.39","19701.40",
"PRZ050","11/01/2025 4:44 AM","21, Bojacá, Cundinamarca, 253007","0.30","13.70","19701.70",
"PRZ050","11/01/2025 4:45 AM","21, Bojacá, Cundinamarca, 253007","0.50","14.19","19702.20",
"PRZ050","11/01/2025 4:47 AM","21, Bojacá, Cundinamarca, 253007","1.52","15.72","19703.21",
"PRZ050","11/01/2025 4:49 AM","21, Bojacá, Cundinamarca, 253007","0.59","16.31","19703.81",
"PRZ050","11/01/2025 4:49 AM","21, Bojacá, Cundinamarca, 253007","0.36","16.67","19704.18",
"PRZ050","11/01/2025 4:52 AM","21, Mosquera, Cundinamarca, 250047","0.08","16.75","19704.24",
"PRZ050","11/01/2025 4:53 AM","21, Mosquera, Cundinamarca, 250047","0.32","17.07","19704.58",
"PRZ050","11/01/2025 4:55 AM","21, Mosquera, Cundinamarca, 250047","0.02","17.09","19704.60",
"PRZ050","11/01/2025 4:56 AM","21, Mosquera, Cundinamarca, 250047","0.50","17.59","19705.10",
"PRZ050","11/01/2025 5:02 AM","50, Mosquera, Cundinamarca, 250047","1.29","18.88","19706.38",
"PRZ050","11/01/2025 5:02 AM","250040, Mosquera, Cundinamarca, 250040","0.05","18.92","19706.43",
"PRZ050","11/01/2025 5:02 AM","250040, Mosquera, Cundinamarca, 250040","1.14","20.07","19707.58",
"PRZ050","11/01/2025 5:03 AM","Cl. 3 #3 Este-107, Mosquera, Cundinamarca, 250047","0.06","20.13","19707.62",
"PRZ050","11/01/2025 5:03 AM","21, Mosquera, Cundinamarca, 250047","1.09","21.22","19708.73",
"PRZ050","11/01/2025 5:06 AM","922-978 21, Funza, Cundinamarca, 250020","1.33","22.55","19710.05",
"PRZ050","11/01/2025 5:08 AM","122-1284 21, Funza, Cundinamarca, 250020","1.03","23.59","19711.08",
"PRZ050","11/01/2025 5:12 AM","222-22166 21, Funza, Cundinamarca, 250020","0.01","23.59","19711.10",
"PRZ050","11/01/2025 5:13 AM","21, Funza, Cundinamarca, 250020","0.21","23.80","19711.31",
"PRZ050","11/01/2025 5:14 AM","parque industrial El Cacique Bodega 2 Km. 2 vía Funza – Siberia, Funza, Cundinamarca, 250027","0.07","23.87","19711.37",
"PRZ050","11/01/2025 5:16 AM","21, Funza, Cundinamarca, 250027","0.30","24.17","19711.68",
"PRZ050","11/01/2025 5:17 AM","21, Funza, Cundinamarca, 250027","4.02","28.19","19715.70",
"PRZ050","11/01/2025 5:18 AM","21, Funza, Cundinamarca, 250027","1.17","29.36","19716.86",
"PRZ050","11/01/2025 5:19 AM","21, Funza, Cundinamarca, 250027","0.28","29.64","19717.13",
"PRZ050","11/01/2025 5:20 AM","21, Funza, Cundinamarca, 250027","0.33","29.96","19717.47",
"PRZ050","11/01/2025 5:21 AM","21, Funza, Cundinamarca, 250027","1.55","31.52","19719.02",
"PRZ050","11/01/2025 5:22 AM","21, Cota, Cundinamarca, 250017","0.92","32.44","19719.94",
"PRZ050","11/01/2025 5:23 AM","Gta. Siberia, Cota, Cundinamarca, 250017","1.31","33.75","19721.25",
"PRZ050","11/01/2025 5:27 AM","50, Tenjo, Cundinamarca, 250208","0.52","34.27","19721.77",
"PRZ050","11/01/2025 5:31 AM","50, Tenjo, Cundinamarca, 250208","0.02","34.29","19721.80",
"PRZ050","11/01/2025 5:33 AM","50, Madrid, Cundinamarca, 250038","0.21","34.50","19722.01",
"PRZ050","11/01/2025 5:34 AM","50, Madrid, Cundinamarca, 250038","0.07","34.57","19722.08",
"PRZ050","11/01/2025 5:36 AM","50, Puente de Piedra, Cundinamarca, 250038","0.48","35.05","19722.56",
"PRZ050","11/01/2025 5:37 AM","50, Madrid, Cundinamarca, 250038","1.10","36.16","19723.67",
"PRZ050","11/01/2025 5:38 AM","50, El Rosal, Cundinamarca, 250217","1.13","37.29","19724.80",
"PRZ050","11/01/2025 5:40 AM","50, El Rosal, Cundinamarca, 250217","0.02","37.31","19724.81",
"PRZ050","11/01/2025 5:41 AM","50, El Rosal, Cundinamarca, 250217","4.39","41.70","19729.20",
"PRZ050","11/01/2025 5:42 AM","50, Facatativá, Cundinamarca, 253058","0.89","42.59","19730.09",
"PRZ050","11/01/2025 5:43 AM","50, Facatativá, Cundinamarca, 253058","0.21","42.79","19730.30",
"PRZ050","11/01/2025 5:43 AM","50, Facatativá, Cundinamarca, 253058","0.11","42.90","19730.40",
"PRZ050","11/01/2025 5:44 AM","50, Facatativá, Cundinamarca, 253058","1.13","44.03","19731.54",
"PRZ050","11/01/2025 5:45 AM","50, Facatativá, Cundinamarca, 253058","0.17","44.20","19731.70",
"PRZ050","11/01/2025 5:45 AM","50, Facatativá, Cundinamarca, 253058","5.16","49.35","19736.87",
"PRZ050","11/01/2025 5:46 AM","4.873608377174799, San Francisco, Cundinamarca, 253608","1.14","50.49","19737.99",
"PRZ050","11/01/2025 5:46 AM","50, San Francisco, Cundinamarca, 253608","0.19","50.68","19738.18",
"PRZ050","11/01/2025 5:47 AM","50, San Francisco, Cundinamarca, 253608","0.34","51.02","19738.52",
"PRZ050","11/01/2025 5:48 AM","50, San Francisco, Cundinamarca, 253608","0.00","51.02","19738.52",
"PRZ050","11/01/2025 5:48 AM","50, San Francisco, Cundinamarca, 253608","0.82","51.84","19739.34",
"PRZ050","11/01/2025 5:49 AM","50, San Francisco, Cundinamarca, 253608","0.19","52.03","19739.54",
"PRZ050","11/01/2025 5:50 AM","50, San Francisco, Cundinamarca, 253608","0.50","52.53","19740.04",
"PRZ050","11/01/2025 5:51 AM","50, La Vega, Cundinamarca, 253618","0.00","52.53","19740.04",
"PRZ050","11/01/2025 5:51 AM","50, La Vega, Cundinamarca, 253618","0.46","52.99","19740.50",
"PRZ050","11/01/2025 5:52 AM","KM 31 AUTOPISTA MEDELLIN, El Vino, Cundinamarca, 253618","0.88","53.87","19741.37",
"PRZ050","11/01/2025 6:00 AM","50, La Vega, Cundinamarca, 253618","0.66","54.53","19742.03",
"PRZ050","11/01/2025 6:01 AM","50, La Vega, Cundinamarca, 253618","0.15","54.67","19742.18",
"PRZ050","11/01/2025 6:01 AM","50, La Vega, Cundinamarca, 253618","0.01","54.68","19742.19",
"PRZ050","11/01/2025 6:01 AM","50, La Vega, Cundinamarca, 253618","0.02","54.71","19742.21",
"PRZ050","11/01/2025 6:01 AM","50, La Vega, Cundinamarca, 253618","0.08","54.79","19742.29",
"PRZ050","11/01/2025 6:02 AM","50, La Vega, Cundinamarca, 253618","0.45","55.24","19742.74",
"PRZ050","11/01/2025 6:03 AM","50, La Vega, Cundinamarca, 253618","0.03","55.27","19742.77",
"PRZ050","11/01/2025 6:03 AM","50, La Vega, Cundinamarca, 253618","4.45","59.72","19747.23",
"PRZ050","11/01/2025 6:03 AM","110111, La Vega, Cundinamarca, 253618","1.52","61.24","19748.74",
"PRZ050","11/01/2025 6:05 AM","50, San Francisco, Cundinamarca, 253608","2.30","63.54","19751.04",
"PRZ050","11/01/2025 6:06 AM","50, San Francisco, Cundinamarca, 253608","0.08","63.62","19751.12",
"PRZ050","11/01/2025 6:06 AM","50, San Francisco, Cundinamarca, 253608","1.32","64.94","19752.44",
"PRZ050","11/01/2025 6:06 AM","50, San Francisco, Cundinamarca, 253608","0.08","65.03","19752.54",
"PRZ050","11/01/2025 6:07 AM","88888888888800000, San Francisco, Cundinamarca, 253608","0.43","65.46","19752.96",
"PRZ050","11/01/2025 6:08 AM","50, San Francisco, Cundinamarca, 253608","0.16","65.61","19753.12",
"PRZ050","11/01/2025 6:08 AM","50, San Francisco, Cundinamarca, 253608","0.93","66.54","19754.05",
"PRZ050","11/01/2025 6:09 AM","50, San Francisco, Cundinamarca, 253608","3.74","70.28","19757.79",
"PRZ050","11/01/2025 6:10 AM","50, San Francisco, Cundinamarca, 253608","0.13","70.41","19757.92",
"PRZ050","11/01/2025 6:10 AM","50, San Francisco, Cundinamarca, 253608","0.04","70.44","19757.95",
"PRZ050","11/01/2025 6:10 AM","50, San Francisco, Cundinamarca, 253608","1.61","72.05","19759.56",
"PRZ050","11/01/2025 6:11 AM","50, San Francisco, Cundinamarca, 253608","0.60","72.65","19760.15",
"PRZ050","11/01/2025 6:12 AM","50, San Francisco, Cundinamarca, 253608","0.87","73.53","19761.04",
"PRZ050","11/01/2025 6:13 AM","50, San Francisco, Cundinamarca, 253608","0.16","73.69","19761.20",
"PRZ050","11/01/2025 6:16 AM","50, La Vega, Cundinamarca, 253618","0.75","74.44","19761.94",
"PRZ050","11/01/2025 6:17 AM","50, La Vega, Cundinamarca, 253618","6.42","80.86","19768.36",
"PRZ050","11/01/2025 6:17 AM","50, La Vega, Cundinamarca, 253618","0.81","81.66","19769.16",
"PRZ050","11/01/2025 6:18 AM","50, La Vega, Cundinamarca, 253617","0.02","81.68","19769.18",
"PRZ050","11/01/2025 6:18 AM","50, La Vega, Cundinamarca, 253617","0.13","81.82","19769.33",
"PRZ050","11/01/2025 6:18 AM","50, La Vega, Cundinamarca, 253617","0.39","82.21","19769.71",
"PRZ050","11/01/2025 6:19 AM","Bogotá-La Vega, La Vega, Cundinamarca, 253610","2.71","84.92","19772.43",
"PRZ050","11/01/2025 6:19 AM","50, La Vega, Cundinamarca, 253618","1.30","86.23","19773.74",
"PRZ050","11/01/2025 6:22 AM","142-14128 50, La Vega, Cundinamarca, 253610","1.84","88.06","19775.57",
"PRZ050","11/01/2025 6:23 AM","21a2-21a174 50, La Vega, Cundinamarca, 253610","1.44","89.50","19777.00",
"PRZ050","11/01/2025 6:24 AM","50, La Vega, Cundinamarca, 253610","0.10","89.60","19777.10",
"PRZ050","11/01/2025 6:24 AM","50, La Vega, Cundinamarca, 253610","0.07","89.66","19777.16",
"PRZ050","11/01/2025 6:24 AM","50, La Vega, Cundinamarca, 253610","1.40","91.06","19778.56",
"PRZ050","11/01/2025 6:27 AM","50, La Vega, Cundinamarca, 253617","4.81","95.86","19783.38",
"PRZ050","11/01/2025 6:29 AM","50, La Vega, Cundinamarca, 253617","1.04","96.91","19784.42",
"PRZ050","11/01/2025 6:31 AM","50, Nocaima, Cundinamarca, 253627","0.00","96.91","19784.42",
"PRZ050","11/01/2025 6:31 AM","50, Nocaima, Cundinamarca, 253627","3.75","100.66","19788.17",
"PRZ050","11/01/2025 6:31 AM","50, Nocaima, Cundinamarca, 253627","1.56","102.22","19789.73",
"PRZ050","11/01/2025 6:33 AM","50, Nocaima, Cundinamarca, 253627","1.34","103.56","19791.07",
"PRZ050","11/01/2025 6:44 AM","50, Nocaima, Cundinamarca, 253627","0.26","103.82","19791.33",
"PRZ050","11/01/2025 6:45 AM","50, Nimaima, Cundinamarca, 253637","0.34","104.16","19791.66",
"PRZ050","11/01/2025 6:47 AM","Rural Nimaima Cundinamarca CO, Nimaima, Cundinamarca, 253637","0.16","104.32","19791.82",
"PRZ050","11/01/2025 6:47 AM","50, Nimaima, Cundinamarca, 253637","6.01","110.33","19797.84",
"PRZ050","11/01/2025 6:48 AM","50, Nimaima, Cundinamarca, 253637","0.53","110.87","19798.37",
"PRZ050","11/01/2025 6:50 AM","Tobia - Villeta, Nimaima, Cundinamarca, 253637","1.22","112.09","19799.60",
"PRZ050","11/01/2025 6:52 AM","50, Villeta, Cundinamarca, 253418","0.28","112.37","19799.87",
"PRZ050","11/01/2025 6:52 AM","50, Villeta, Cundinamarca, 253418","0.04","112.41","19799.92",
"PRZ050","11/01/2025 6:52 AM","50, Villeta, Cundinamarca, 253418","0.07","112.48","19799.98",
"PRZ050","11/01/2025 6:53 AM","50, Villeta, Cundinamarca, 253418","1.03","113.51","19801.01",
"PRZ050","11/01/2025 6:55 AM","50, Villeta, Cundinamarca, 253418","0.58","114.09","19801.59",
"PRZ050","11/01/2025 6:55 AM","50, Villeta, Cundinamarca, 253418","6.44","120.52","19808.03",
"PRZ050","11/01/2025 6:56 AM","50, Villeta, Cundinamarca, 253410","0.36","120.88","19808.38",
"PRZ050","11/01/2025 6:56 AM","50, Villeta, Cundinamarca, 253410","1.75","122.63","19810.14",
"PRZ050","11/01/2025 6:58 AM","50, Villeta, Cundinamarca, 253418","0.78","123.41","19810.91",
"PRZ050","11/01/2025 6:59 AM","50, Villeta, Cundinamarca","0.05","123.46","19810.96",
"PRZ050","11/01/2025 7:01 AM","50, Villeta, Cundinamarca, 253418","0.09","123.54","19811.06",
"PRZ050","11/01/2025 7:02 AM","50, Villeta, Cundinamarca, 253418","4.67","128.21","19815.72",
"PRZ050","11/01/2025 7:02 AM","50, Villeta, Cundinamarca, 253418","0.49","128.70","19816.21",
"PRZ050","11/01/2025 7:03 AM","50, Villeta, Cundinamarca, 253418","0.05","128.75","19816.25",
"PRZ050","11/01/2025 7:04 AM","2 Km Via Villeta - Guaduas Sector los totumos, Villeta, Cundinamarca, 253417","2.32","131.06","19818.57",
"PRZ050","11/01/2025 7:06 AM","50, Villeta, Cundinamarca, 253417","0.27","131.33","19818.85",
"PRZ050","11/01/2025 7:07 AM","50, Villeta, Cundinamarca, 253417","0.08","131.42","19818.93",
"PRZ050","11/01/2025 7:07 AM","50, Villeta, Cundinamarca, 253417","0.01","131.43","19818.93",
"PRZ050","11/01/2025 7:08 AM","50, Villeta, Cundinamarca, 253417","0.06","131.49","19818.99",
"PRZ050","11/01/2025 7:08 AM","50, Villeta, Cundinamarca, 253417","0.50","131.99","19819.50",
"PRZ050","11/01/2025 7:09 AM","50, Villeta, Cundinamarca, 253418","0.20","132.19","19819.70",
"PRZ050","11/01/2025 7:10 AM","50, Villeta, Cundinamarca, 253418","0.07","132.26","19819.76",
"PRZ050","11/01/2025 7:10 AM","50, Villeta, Cundinamarca, 253418","0.06","132.32","19819.83",
"PRZ050","11/01/2025 7:10 AM","50, Villeta, Cundinamarca, 253418","0.03","132.36","19819.86",
"PRZ050","11/01/2025 7:10 AM","50, Villeta, Cundinamarca, 253418","0.13","132.49","19819.99",
"PRZ050","11/01/2025 7:10 AM","50, Villeta, Cundinamarca, 253418","0.10","132.59","19820.10",
"PRZ050","11/01/2025 7:11 AM","50, Villeta, Cundinamarca, 253417","3.91","136.49","19823.99",
"PRZ050","11/01/2025 7:11 AM","50, Villeta, Cundinamarca, 253417","0.07","136.56","19824.06",
"PRZ050","11/01/2025 7:11 AM","50, Villeta, Cundinamarca, 253417","0.18","136.75","19824.25",
"PRZ050","11/01/2025 7:11 AM","50, Villeta, Cundinamarca, 253417","0.04","136.78","19824.28",
"PRZ050","11/01/2025 7:12 AM","50, Villeta, Cundinamarca, 253417","0.53","137.32","19824.82",
"PRZ050","11/01/2025 7:13 AM","50, Villeta, Cundinamarca, 253417","0.06","137.37","19824.88",
"PRZ050","11/01/2025 7:13 AM","50, Villeta, Cundinamarca, 253418","0.29","137.67","19825.17",
"PRZ050","11/01/2025 7:13 AM","50, Villeta, Cundinamarca, 253418","0.40","138.07","19825.57",
"PRZ050","11/01/2025 7:13 AM","50, Villeta, Cundinamarca, 253418","0.34","138.40","19825.91",
"PRZ050","11/01/2025 7:14 AM","50, Villeta, Cundinamarca, 253417","0.04","138.44","19825.94",
"PRZ050","11/01/2025 7:14 AM","50, Villeta, Cundinamarca, 253417","0.13","138.57","19826.09",
"PRZ050","11/01/2025 7:15 AM","50, Villeta, Cundinamarca, 253417","0.43","139.01","19826.51",
"PRZ050","11/01/2025 7:15 AM","50, Villeta, Cundinamarca, 253417","0.09","139.09","19826.51",
"PRZ050","11/01/2025 7:15 AM","50, Villeta, Cundinamarca, 253417","0.35","139.44","19826.86",
"PRZ050","11/01/2025 7:16 AM","50, Villeta, Cundinamarca, 253417","0.19","139.63","19827.05",
"PRZ050","11/01/2025 7:16 AM","50, Villeta, Cundinamarca, 253417","0.40","140.03","19827.46",
"PRZ050","11/01/2025 7:17 AM","50, Villeta, Cundinamarca, 253418","0.44","140.47","19827.89",
"PRZ050","11/01/2025 7:17 AM","50, Villeta, Cundinamarca, 253418","0.06","140.53","19827.94",
"PRZ050","11/01/2025 7:18 AM","50, Villeta, Cundinamarca, 253418","0.65","141.18","19828.60",
"PRZ050","11/01/2025 7:19 AM","50, Villeta, Cundinamarca, 253417","0.35","141.53","19828.95",
"PRZ050","11/01/2025 7:19 AM","50, Villeta, Cundinamarca, 253417","0.65","142.18","19829.26",
"PRZ050","11/01/2025 7:20 AM","50, Villeta, Cundinamarca, 253417","0.74","142.93","19830.00",
"PRZ050","11/01/2025 7:21 AM","50, Guaduas, Cundinamarca, 253447","0.04","142.96","19830.03",
"PRZ050","11/01/2025 7:21 AM","50, Guaduas, Cundinamarca, 253447","0.49","143.45","19830.53",
"PRZ050","11/01/2025 7:22 AM","50, Guaduas, Cundinamarca, 253447","0.13","143.58","19830.64",
"PRZ050","11/01/2025 7:23 AM","50, Guaduas, Cundinamarca, 253447","0.06","143.64","19830.71",
"PRZ050","11/01/2025 7:23 AM","50, Guaduas, Cundinamarca, 253447","3.82","147.46","19834.52",
"PRZ050","11/01/2025 7:23 AM","50, Guaduas, Cundinamarca, 253447","0.15","147.61","19834.68",
"PRZ050","11/01/2025 7:23 AM","50, Guaduas, Cundinamarca, 253447","0.06","147.67","19834.75",
"PRZ050","11/01/2025 7:24 AM","50, Guaduas, Cundinamarca, 253447","0.05","147.72","19834.79",
"PRZ050","11/01/2025 7:24 AM","50, Guaduas, Cundinamarca, 253447","0.02","147.74","19834.81",
"PRZ050","11/01/2025 7:24 AM","50, Guaduas, Cundinamarca, 253447","0.07","147.81","19834.87",
"PRZ050","11/01/2025 7:24 AM","50, Guaduas, Cundinamarca, 253447","1.11","148.92","19835.98",
"PRZ050","11/01/2025 7:25 AM","50, Guaduas, Cundinamarca, 253447","0.49","149.41","19836.48",
"PRZ050","11/01/2025 7:26 AM","50, Guaduas, Cundinamarca, 253447","0.12","149.53","19836.60",
"PRZ050","11/01/2025 7:26 AM","50, Guaduas, Cundinamarca, 253447","0.02","149.56","19836.63",
"PRZ050","11/01/2025 7:27 AM","50, Guaduas, Cundinamarca, 253447","0.07","149.62","19836.69",
"PRZ050","11/01/2025 7:27 AM","50, Guaduas, Cundinamarca, 253447","0.30","149.93","19837.00",
"PRZ050","11/01/2025 7:28 AM","50, Guaduas, Cundinamarca, 253447","3.14","153.07","19840.14",
"PRZ050","11/01/2025 7:29 AM","50, Guaduas, Cundinamarca, 253447","0.81","153.88","19840.94",
"PRZ050","11/01/2025 7:30 AM","50, Guaduas, Cundinamarca, 253447","1.78","155.66","19842.73",
"PRZ050","11/01/2025 7:31 AM","50, Guaduas, Cundinamarca, 253447","0.96","156.62","19843.69",
"PRZ050","11/01/2025 7:32 AM","Autopista Bogota-Medellin Km 105, Guaduas, Cundinamarca, 253447","1.90","158.52","19845.59",
"PRZ050","11/01/2025 7:33 AM","50, Guaduas, Cundinamarca, 253447","2.86","161.38","19846.65",
"PRZ050","11/01/2025 7:35 AM","50, Guaduas, Cundinamarca, 253447","1.17","162.54","19847.83",
"PRZ050","11/01/2025 7:35 AM","50, Guaduas, Cundinamarca, 253447","0.26","162.80","19848.09",
"PRZ050","11/01/2025 7:36 AM","50, Guaduas, Cundinamarca, 253447","0.03","162.83","19848.10",
"PRZ050","11/01/2025 7:36 AM","50, Guaduas, Cundinamarca, 253447","0.15","162.98","19848.25",
"PRZ050","11/01/2025 7:36 AM","50, Guaduas, Cundinamarca, 253447","0.26","163.23","19848.51",
"PRZ050","11/01/2025 7:37 AM","50, Guaduas, Cundinamarca, 253447","1.18","164.42","19849.70",
"PRZ050","11/01/2025 7:38 AM","50, Guaduas, Cundinamarca, 253447","0.16","164.58","19849.86",
"PRZ050","11/01/2025 7:38 AM","50, Guaduas, Cundinamarca, 253447","0.07","164.65","19849.92",
"PRZ050","11/01/2025 7:38 AM","50, Guaduas, Cundinamarca, 253447","0.06","164.70","19849.99",
"PRZ050","11/01/2025 7:39 AM","50, Guaduas, Cundinamarca, 253447","0.03","164.74","19850.02",
"PRZ050","11/01/2025 7:39 AM","50, Guaduas, Cundinamarca, 253447","0.09","164.83","19850.11",
"PRZ050","11/01/2025 7:39 AM","50, Guaduas, Cundinamarca, 253447","4.78","169.61","19854.89",
"PRZ050","11/01/2025 7:39 AM","50, Guaduas, Cundinamarca, 253447","0.32","169.93","19855.20",
"PRZ050","11/01/2025 7:39 AM","50, Guaduas, Cundinamarca, 253447","0.75","170.68","19855.96",
"PRZ050","11/01/2025 7:40 AM","50, Guaduas, Cundinamarca, 253447","0.08","170.76","19856.04",
"PRZ050","11/01/2025 7:41 AM","50, Guaduas, Cundinamarca, 253447","0.03","170.78","19856.07",
"PRZ050","11/01/2025 7:41 AM","50, Guaduas, Cundinamarca, 253447","0.21","170.99","19856.26",
"PRZ050","11/01/2025 7:41 AM","50, Guaduas, Cundinamarca, 253447","0.02","171.01","19856.29",
"PRZ050","11/01/2025 7:41 AM","50, Guaduas, Cundinamarca, 253447","2.00","173.01","19858.29",
"PRZ050","11/01/2025 7:41 AM","50, Guaduas, Cundinamarca, 253447","0.34","173.35","19858.63",
"PRZ050","11/01/2025 7:41 AM","50, Guaduas, Cundinamarca, 253447","0.00","173.35","19858.63",
"PRZ050","11/01/2025 7:42 AM","50, Guaduas, Cundinamarca, 253447","0.31","173.67","19858.95",
"PRZ050","11/01/2025 7:42 AM","50, Guaduas, Cundinamarca, 253447","0.07","173.73","19859.01",
"PRZ050","11/01/2025 7:43 AM","50, Guaduas, Cundinamarca, 253440","0.02","173.75","19859.03",
"PRZ050","11/01/2025 7:43 AM","50, Guaduas, Cundinamarca, 253440","0.18","173.93","19859.21",
"PRZ050","11/01/2025 7:44 AM","50, Guaduas, Cundinamarca, 253440","0.28","174.21","19859.50",
"PRZ050","11/01/2025 7:44 AM","50, Guaduas, Cundinamarca, 253440","0.06","174.27","19859.56",
"PRZ050","11/01/2025 7:44 AM","50, Guaduas, Cundinamarca, 253440","0.05","174.32","19859.59",
"PRZ050","11/01/2025 7:44 AM","50, Guaduas, Cundinamarca, 253440","3.16","177.48","19862.76",
"PRZ050","11/01/2025 7:46 AM","5-541 50, Guaduas, Cundinamarca, 253440","0.37","177.85","19863.13",
"PRZ050","11/01/2025 7:48 AM","10112-10196 50, Guaduas, Cundinamarca, 253440","0.01","177.86","19863.13",
"PRZ050","11/01/2025 7:49 AM","132-1394 50, Guaduas, Cundinamarca, 253440","0.21","178.06","19863.34",
"PRZ050","11/01/2025 7:50 AM","50, Guaduas, Cundinamarca, 253440","0.64","178.70","19863.99",
"PRZ050","11/01/2025 7:50 AM","56, Guaduas, Cundinamarca, 253440","0.18","178.88","19864.15",
"PRZ050","11/01/2025 7:53 AM","56, Guaduas, Cundinamarca","0.42","179.29","19864.57",
"PRZ050","11/01/2025 7:54 AM","56, Guaduas, Cundinamarca, 253447","0.83","180.12","19865.40",
"PRZ050","11/01/2025 7:57 AM","56, Guaduas, Cundinamarca","0.33","180.45","19865.73",
"PRZ050","11/01/2025 7:57 AM","56, Guaduas, Cundinamarca","0.89","181.34","19866.63",
"PRZ050","11/01/2025 8:00 AM","56, Guaduas, Cundinamarca, 253449","8.77","190.11","19875.40",
"PRZ050","11/01/2025 8:01 AM","56, Guaduas, Cundinamarca, 253449","0.90","191.01","19876.28",
"PRZ050","11/01/2025 8:02 AM","56, Guaduas, Cundinamarca, 253449","1.91","192.92","19878.20",
"PRZ050","11/01/2025 8:03 AM","56, Guaduas, Cundinamarca, 253449","0.60","193.52","19878.79",
"PRZ050","11/01/2025 8:04 AM","56, Guaduas, Cundinamarca, 253449","0.31","193.82","19879.10",
"PRZ050","11/01/2025 8:05 AM","56, Guaduas, Cundinamarca, 253447","3.36","197.19","19882.46",
"PRZ050","11/01/2025 8:06 AM","56, Guaduas, Cundinamarca, 253447","0.69","197.88","19883.15",
"PRZ050","11/01/2025 8:07 AM","56, Guaduas, Cundinamarca, 253449","1.96","199.84","19885.12",
"PRZ050","11/01/2025 8:09 AM","56, Guaduas, Cundinamarca, 253447","0.65","200.49","19885.76",
"PRZ050","11/01/2025 8:11 AM","56, Guaduas, Cundinamarca, 253447","0.05","200.54","19885.81",
"PRZ050","11/01/2025 8:12 AM","56, Guaduas, Cundinamarca, 253447","1.00","201.53","19886.81",
"PRZ050","11/01/2025 8:13 AM","56, Guaduas, Cundinamarca, 253447","1.97","203.50","19888.77",
"PRZ050","11/01/2025 8:14 AM","56, Caparrapí, Cundinamarca, 253467","1.07","204.57","19889.85",
"PRZ050","11/01/2025 8:16 AM","56, Caparrapí, Cundinamarca, 253467","2.96","207.53","19892.81",
