"Unit","Time/Date (COT)","Address","Distance (km)","Total Distance (km)","Odometer","Driver"
"PRZ050","11/11/2025 8:06 AM","25, Girardota, Antioquia, 051037","0.07","1581.27","21257.34",
"PRZ050","11/11/2025 8:06 AM","25, Girardota, Antioquia, 051037","0.71","1581.98","21258.05",
"PRZ050","11/11/2025 8:07 AM","25, Copacabana, Antioquia, 051040","0.80","1582.77","21258.83",
"PRZ050","11/11/2025 8:08 AM","25, Copacabana, Antioquia, 051040","0.82","1583.60","21259.67",
"PRZ050","11/11/2025 8:24 AM","25, Copacabana, Antioquia, 051040","0.05","1583.64","21259.72",
"PRZ050","11/11/2025 8:25 AM","25, Copacabana, Antioquia, 051040","0.23","1583.87","21259.94",
"PRZ050","11/11/2025 8:26 AM","25, Copacabana, Antioquia, 051040","0.35","1584.22","21260.30",
"PRZ050","11/11/2025 8:27 AM","25, Copacabana, Antioquia, 051040","0.20","1584.42","21260.49",
"PRZ050","11/11/2025 8:27 AM","25, Copacabana, Antioquia, 051040","0.36","1584.78","21260.85",
"PRZ050","11/11/2025 8:28 AM","Vereda El Noral ruta 2510, Copacabana, Antioquia, 051040","1.36","1586.14","21262.21",
"PRZ050","11/11/2025 8:31 AM","25, Girardota, Antioquia, 051037","3.80","1589.94","21266.01",
"PRZ050","11/11/2025 8:31 AM","25, Girardota, Antioquia, 051037","0.05","1589.99","21266.06",
"PRZ050","11/11/2025 8:35 AM","25, Girardota, Antioquia, 051037","0.23","1590.22","21266.30",
"PRZ050","11/11/2025 9:00 AM","Estación Niquita-Té Del Hatillo Vda. Curazao, Vda. Curazao, Antioquia, 051037","0.24","1590.47","21266.54",
"PRZ050","11/11/2025 9:01 AM","25, Girardota, Antioquia, 051037","0.53","1590.99","21267.06",
"PRZ050","11/11/2025 9:03 AM","Vía Sin Nombre, Girardota, Antioquia, 051037","0.14","1591.13","21267.20",
"PRZ050","11/11/2025 9:13 AM","Vía Sin Nombre, Girardota, Antioquia, 051037","0.06","1591.19","21267.27",
"PRZ050","11/11/2025 9:13 AM","Vía Sin Nombre, Girardota, Antioquia, 051037","0.22","1591.41","21267.48",
"PRZ050","11/11/2025 9:14 AM","24397-24209 Cl. 7, Girardota, Antioquia, 051030","2.53","1593.95","21270.02",
"PRZ050","11/11/2025 9:14 AM","24207-241 Cl. 7, Girardota, Antioquia, 051030","0.12","1594.06","21270.13",
"PRZ050","11/11/2025 9:14 AM","24207-241 Cl. 7, Girardota, Antioquia, 051030","0.25","1594.31","21270.39",
"PRZ050","11/11/2025 9:16 AM","Cr. Al Hatillo, Girardota, Antioquia, 051030","0.92","1595.24","21271.31",
"PRZ050","11/11/2025 9:16 AM","Cr. Al Hatillo, Girardota, Antioquia, 051030","0.15","1595.38","21271.45",
"PRZ050","11/11/2025 9:16 AM","4a41-4a1 Cra. 18a, Girardota, Antioquia, 051030","0.18","1595.56","21271.63",
"PRZ050","11/11/2025 9:22 AM","Agregados del Norte, Girardota, Antioquia, 051030","0.46","1596.02","21272.10",
"PRZ050","11/11/2025 9:39 AM","Cr. Al Hatillo, Girardota, Antioquia, 051030","0.16","1596.19","21272.26",
"PRZ050","11/11/2025 9:42 AM","2347-233 Cl. 7, Girardota, Antioquia, 051030","0.06","1596.25","21272.32",
"PRZ050","11/11/2025 9:42 AM","24207-241 Cl. 7, Girardota, Antioquia, 051030","0.11","1596.35","21272.43",
"PRZ050","11/11/2025 9:42 AM","24397-24209 Cl. 7, Girardota, Antioquia, 051030","0.40","1596.75","21272.82",
"PRZ050","11/11/2025 9:44 AM","25, Girardota, Antioquia, 051037","0.58","1597.33","21273.40",
"PRZ050","11/11/2025 9:44 AM","25, Girardota, Antioquia, 051037","2.10","1599.43","21275.51",
"PRZ050","11/11/2025 9:48 AM","25, Girardota, Antioquia, 051037","6.05","1605.48","21281.56",
"PRZ050","11/11/2025 9:49 AM","25, Girardota, Antioquia, 051037","0.19","1605.67","21281.74",
"PRZ050","11/11/2025 9:49 AM","25, Barbosa, Antioquia, 051027","1.10","1606.77","21282.85",
"PRZ050","11/11/2025 9:49 AM","25, Barbosa, Antioquia, 051027","0.01","1606.79","21282.86",
"PRZ050","11/11/2025 9:49 AM","25, Barbosa, Antioquia, 051027","0.00","1606.79","21282.86",
"PRZ050","11/11/2025 9:49 AM","25, Barbosa, Antioquia, 051027","0.18","1606.97","21283.04",
"PRZ050","11/11/2025 9:50 AM","25, Barbosa, Antioquia, 051027","0.06","1607.03","21283.10",
"PRZ050","11/11/2025 9:50 AM","25, Barbosa, Antioquia, 051027","1.55","1608.58","21284.65",
"PRZ050","11/11/2025 9:50 AM","25, Barbosa, Antioquia, 051027","0.16","1608.74","21284.81",
"PRZ050","11/11/2025 9:50 AM","25, Barbosa, Antioquia, 051027","0.84","1609.58","21285.65",
"PRZ050","11/11/2025 9:52 AM","25, Girardota, Antioquia, 051037","0.17","1609.75","21285.82",
"PRZ050","11/11/2025 10:09 AM","Invesa, Girardota, Antioquia, 051037","0.15","1609.90","21285.97",
"PRZ050","11/11/2025 10:55 AM","Invesa, Girardota, Antioquia, 051037","0.13","1610.04","21286.11",
"PRZ050","11/11/2025 11:00 AM","25, Girardota, Antioquia, 051037","0.22","1610.26","21286.32",
"PRZ050","11/11/2025 11:01 AM","25, Girardota, Antioquia, 051037","0.31","1610.57","21286.64",
"PRZ050","11/11/2025 11:08 AM","25, Girardota, Antioquia, 051037","0.28","1610.85","21286.92",
"PRZ050","11/11/2025 11:11 AM","25, Girardota, Antioquia, 051037","1.93","1612.77","21288.85",
"PRZ050","11/11/2025 11:27 AM","25, Girardota, Antioquia, 051037","1.09","1613.87","21289.94",
"PRZ050","11/11/2025 11:28 AM","25, Girardota, Antioquia, 051037","1.27","1615.14","21291.21",
"PRZ050","11/11/2025 11:29 AM","25, Girardota, Antioquia, 051037","1.13","1616.27","21292.34",
"PRZ050","11/11/2025 11:30 AM","Vereda Portachuelo km 20 El Reodo, Girardota, Antioquia, 051037","0.02","1616.28","21292.36",
"PRZ050","11/11/2025 11:30 AM","Vereda Portachuelo km 20 El Reodo, Girardota, Antioquia, 051037","0.07","1616.35","21292.42",
"PRZ050","11/11/2025 11:30 AM","Vereda Portachuelo km 20 El Reodo, Girardota, Antioquia, 051037","0.18","1616.53","21292.60",
"PRZ050","11/11/2025 11:31 AM","Vda. Curazao, Vda. Curazao, Antioquia, 051037","0.27","1616.80","21292.87",
"PRZ050","11/11/2025 11:31 AM","Vía Sin Nombre, Girardota, Antioquia, 051037","2.45","1619.25","21295.32",
"PRZ050","11/11/2025 11:31 AM","Vía Sin Nombre, Girardota, Antioquia, 051037","0.31","1619.56","21295.62",
"PRZ050","11/11/2025 11:38 AM","Vía Sin Nombre, Girardota, Antioquia, 051037","1.84","1621.40","21297.47",
"PRZ050","11/11/2025 11:38 AM","Vía Sin Nombre, Girardota, Antioquia, 051037","0.05","1621.45","21297.52",
"PRZ050","11/11/2025 11:38 AM","25, Girardota, Antioquia, 051037","0.37","1621.83","21297.89",
"PRZ050","11/11/2025 11:39 AM","25, Girardota, Antioquia, 051037","0.45","1622.28","21298.34",
"PRZ050","11/11/2025 11:40 AM","Vereda Portachuelo km 20 El Reodo, Girardota, Antioquia, 051037","0.35","1622.62","21298.70",
"PRZ050","11/11/2025 11:41 AM","25, Girardota, Antioquia, 051037","2.51","1625.14","21301.21",
"PRZ050","11/11/2025 11:43 AM","25, Girardota, Antioquia, 051037","0.13","1625.26","21301.34",
"PRZ050","11/11/2025 11:46 AM","25, Girardota, Antioquia, 051037","0.63","1625.89","21301.96",
"PRZ050","11/11/2025 12:16 PM","25, Girardota, Antioquia, 051037","0.31","1626.20","21302.27",
"PRZ050","11/11/2025 12:19 PM","25, Girardota, Antioquia, 051037","3.88","1630.08","21306.15",
"PRZ050","11/11/2025 12:21 PM","Vía San Esteban-La Mata, Girardota, Antioquia, 051037","1.19","1631.27","21307.34",
"PRZ050","11/11/2025 12:22 PM","25, Girardota, Antioquia, 051037","1.05","1632.32","21308.39",
"PRZ050","11/11/2025 12:23 PM","051040, Copacabana, Antioquia, 051040","4.51","1636.84","21312.91",
"PRZ050","11/11/2025 12:25 PM","25, Copacabana, Antioquia, 051040","2.46","1639.30","21315.37",
"PRZ050","11/11/2025 12:26 PM","25, Copacabana, Antioquia, 051040","1.57","1640.87","21316.93",
"PRZ050","11/11/2025 12:26 PM","25, Copacabana, Antioquia, 051040","0.03","1640.89","21316.96",
"PRZ050","11/11/2025 12:28 PM","552-55166 25, Copacabana, Antioquia, 051040","0.01","1640.91","21316.98",
"PRZ050","11/11/2025 12:28 PM","59249-591 Cra. 63, Copacabana, Antioquia, 051040","0.12","1641.03","21317.11",
"PRZ050","11/11/2025 12:33 PM","25, Copacabana, Antioquia, 051040","1.17","1642.20","21318.27",
"PRZ050","11/11/2025 12:36 PM","20662-20772 25, Bello, Antioquia, 051050","0.39","1642.59","21318.67",
"PRZ050","11/11/2025 12:37 PM","201223-20845 25, Bello, Antioquia, 051050","0.26","1642.86","21318.93",
"PRZ050","11/11/2025 12:38 PM","25, Bello, Antioquia, 051050","0.21","1643.06","21319.14",
"PRZ050","11/11/2025 12:42 PM","Av. 38, Bello, Antioquia, 051050","0.08","1643.14","21319.20",
"PRZ050","11/11/2025 12:43 PM","62, Bello, Antioquia, 051051","0.19","1643.33","21319.39",
"PRZ050","11/11/2025 12:46 PM","62, Bello, Antioquia, 051051","0.33","1643.66","21319.73",
"PRZ050","11/11/2025 12:47 PM","62, Bello, Antioquia, 051051","0.00","1643.66","21319.73",
"PRZ050","11/11/2025 12:51 PM","62, Bello, Antioquia, 051051","0.08","1643.74","21319.81",
"PRZ050","11/11/2025 12:53 PM","62, Bello, Antioquia, 051051","1.71","1645.45","21321.52",
"PRZ050","11/11/2025 12:54 PM","62, Bello, Antioquia, 051051","1.10","1646.55","21322.61",
"PRZ050","11/11/2025 1:00 PM","62, Medellín, Antioquia, 050044","0.20","1646.74","21322.82",
"PRZ050","11/11/2025 1:05 PM","4519-451 60, Bello, Antioquia, 051051","0.61","1647.35","21323.42",
"PRZ050","11/11/2025 1:10 PM","60, Bello, Antioquia, 051051","0.13","1647.48","21323.55",
"PRZ050","11/11/2025 1:10 PM","60, Bello, Antioquia, 051051","0.86","1648.34","21324.41",
"PRZ050","11/11/2025 1:14 PM","60, Bello, Antioquia, 051051","0.01","1648.35","21324.41",
"PRZ050","11/11/2025 1:14 PM","60, Bello, Antioquia, 051057","0.14","1648.49","21324.56",
"PRZ050","11/11/2025 1:15 PM","60, Copacabana, Antioquia, 051048","2.41","1650.90","21326.97",
"PRZ050","11/11/2025 1:16 PM","60, Copacabana, Antioquia, 051048","0.44","1651.35","21327.42",
"PRZ050","11/11/2025 1:18 PM","60, Copacabana, Antioquia, 051048","2.27","1653.62","21329.69",
"PRZ050","11/11/2025 1:20 PM","60, Copacabana, Antioquia, 051048","0.21","1653.83","21329.90",
"PRZ050","11/11/2025 1:20 PM","60, Copacabana, Antioquia, 051048","0.05","1653.88","21329.95",
"PRZ050","11/11/2025 1:20 PM","60, Copacabana, Antioquia, 051048","1.71","1655.60","21331.67",
"PRZ050","11/11/2025 1:22 PM","60, Copacabana, Antioquia, 051048","0.09","1655.69","21331.75",
"PRZ050","11/11/2025 1:22 PM","60, Copacabana, Antioquia, 051048","2.12","1657.81","21333.88",
"PRZ050","11/11/2025 1:23 PM","60, Copacabana, Antioquia, 051048","0.79","1658.60","21334.67",
"PRZ050","11/11/2025 1:23 PM","60, Copacabana, Antioquia, 051048","0.36","1658.96","21335.04",
"PRZ050","11/11/2025 1:25 PM","60, El Cabuyal, Antioquia, 051048","4.99","1663.95","21340.03",
"PRZ050","11/11/2025 1:26 PM","60, Copacabana, Antioquia, 051048","1.50","1665.45","21341.52",
"PRZ050","11/11/2025 1:27 PM","60, Copacabana, Antioquia, 051048","0.27","1665.72","21341.80",
"PRZ050","11/11/2025 1:27 PM","60, Copacabana, Antioquia, 051048","0.80","1666.52","21342.60",
"PRZ050","11/11/2025 1:28 PM","60, Copacabana, Antioquia, 051048","0.19","1666.72","21342.79",
"PRZ050","11/11/2025 1:29 PM","60, La Lucha, Antioquia, 051048","0.85","1667.56","21343.63",
"PRZ050","11/11/2025 1:30 PM","60, Guarne, Antioquia, 054057","0.95","1668.51","21344.58",
"PRZ050","11/11/2025 1:30 PM","60, Guarne, Antioquia, 054057","1.15","1669.66","21345.74",
"PRZ050","11/11/2025 1:32 PM","Kilometro 19, Guarne, Antioquia, 054057","5.07","1674.73","21350.81",
"PRZ050","11/11/2025 1:32 PM","Kilometro 19, Guarne, Antioquia, 054057","1.73","1676.46","21352.53",
"PRZ050","11/11/2025 1:37 PM","60, Guarne, Antioquia, 054057","0.15","1676.61","21352.67",
"PRZ050","11/11/2025 1:41 PM","Cl 38 #52b52, Guarne, Antioquia, 054050","0.02","1676.63","21352.71",
"PRZ050","11/11/2025 1:42 PM","60, Guarne, Antioquia, 054058","0.12","1676.76","21352.82",
"PRZ050","11/11/2025 1:43 PM","60, Guarne, Antioquia, 054058","0.12","1676.88","21352.95",
"PRZ050","11/11/2025 1:46 PM","60, Guarne, Antioquia, 054057","1.12","1677.99","21354.06",
"PRZ050","11/11/2025 1:48 PM","60, Guarne, Antioquia, 054057","3.84","1681.84","21357.91",
"PRZ050","11/11/2025 1:49 PM","60, Guarne, Antioquia, 054057","1.18","1683.02","21359.08",
"PRZ050","11/11/2025 1:51 PM","60, Rionegro, Antioquia, 054047","1.09","1684.11","21360.17",
"PRZ050","11/11/2025 1:51 PM","60, Rionegro, Antioquia, 054047","0.53","1684.64","21360.72",
"PRZ050","11/11/2025 1:53 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","0.09","1684.74","21360.80",
"PRZ050","11/11/2025 1:53 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","4.25","1688.98","21365.05",
"PRZ050","11/11/2025 1:54 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.14","1689.13","21365.20",
"PRZ050","11/11/2025 1:54 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.28","1689.41","21365.49",
"PRZ050","11/11/2025 1:54 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.12","1689.53","21365.31",
"PRZ050","11/11/2025 1:55 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.22","1689.75","21365.53",
"PRZ050","11/11/2025 1:55 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.08","1689.83","21365.53",
"PRZ050","11/11/2025 1:56 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.03","1689.87","21365.57",
"PRZ050","11/11/2025 1:56 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","0.16","1690.02","21365.73",
"PRZ050","11/11/2025 2:40 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.08","1690.10","21365.81",
"PRZ050","11/11/2025 2:40 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.05","1690.15","21365.86",
"PRZ050","11/11/2025 2:40 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.08","1690.23","21365.94",
"PRZ050","11/11/2025 2:41 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.21","1690.43","21366.13",
"PRZ050","11/11/2025 2:41 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.01","1690.44","21366.15",
"PRZ050","11/11/2025 2:41 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.15","1690.59","21366.31",
"PRZ050","11/11/2025 2:42 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","0.08","1690.68","21366.39",
"PRZ050","11/11/2025 2:42 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","0.17","1690.85","21366.55",
"PRZ050","11/11/2025 2:43 PM","60, Guarne, Antioquia, 054057","0.00","1690.85","21366.56",
"PRZ050","11/11/2025 2:43 PM","60, Guarne, Antioquia, 054057","0.86","1691.71","21367.42",
"PRZ050","11/11/2025 2:45 PM","60, Rionegro, Antioquia, 054047","0.09","1691.79","21367.50",
"PRZ050","11/11/2025 4:02 PM","60, Rionegro, Antioquia, 054047","0.68","1692.47","21368.17",
"PRZ050","11/11/2025 4:03 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","0.07","1692.54","21368.25",
"PRZ050","11/11/2025 4:04 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","0.02","1692.57","21368.27",
"PRZ050","11/11/2025 4:04 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.07","1692.63","21368.33",
"PRZ050","11/11/2025 4:05 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.05","1692.68","21368.38",
"PRZ050","11/11/2025 4:05 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","1.36","1694.04","21369.75",
"PRZ050","11/11/2025 4:05 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","2.87","1696.91","21371.28",
"PRZ050","11/11/2025 4:06 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","1.55","1698.46","21371.41",
"PRZ050","11/11/2025 4:06 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","1.48","1699.94","21372.89",
"PRZ050","11/11/2025 4:06 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.01","1699.95","21372.90",
"PRZ050","11/11/2025 4:06 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.08","1700.03","21372.98",
"PRZ050","11/11/2025 4:06 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.12","1700.15","21373.10",
"PRZ050","11/11/2025 5:47 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.15","1700.30","21373.24",
"PRZ050","11/11/2025 5:47 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.12","1700.42","21373.37",
"PRZ050","11/11/2025 5:48 PM","Vereda Garrido-Rionegro, Garrido, Antioquia, 054047","0.21","1700.63","21373.58",
"PRZ050","11/11/2025 5:49 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","0.04","1700.66","21373.61",
"PRZ050","11/11/2025 5:49 PM","Vda. Garrido-Rionegro, Rionegro, Antioquia, 054047","1.10","1701.77","21374.72",
"PRZ050","11/11/2025 5:51 PM","60, Rionegro, Antioquia, 054047","0.27","1702.04","21375.00",
"PRZ050","11/11/2025 5:51 PM","60, Guarne, Antioquia, 054057","0.64","1702.68","21375.62",
"PRZ050","11/11/2025 5:51 PM","60, Guarne, Antioquia, 054057","0.70","1703.38","21376.33",
"PRZ050","11/11/2025 5:54 PM","60, Rionegro, Antioquia, 054047","0.01","1703.39","21376.35",
"PRZ050","11/11/2025 5:55 PM","60, Rionegro, Antioquia, 054047","0.00","1703.40","21376.35",
"PRZ050","11/11/2025 5:57 PM","60, Rionegro, Antioquia, 054047","0.29","1703.68","21376.64",
"PRZ050","11/11/2025 5:59 PM","60, Rionegro, Antioquia, 054047","0.19","1703.87","21376.83",
"PRZ050","11/11/2025 6:00 PM","60, Rionegro, Antioquia, 054047","0.04","1703.91","21376.86",
"PRZ050","11/11/2025 6:01 PM","60, Marinilla, Antioquia, 054027","1.06","1704.98","21377.93",
"PRZ050","11/11/2025 6:04 PM","60, Marinilla, Antioquia, 054020","0.14","1705.12","21378.07",
"PRZ050","11/11/2025 6:05 PM","22178-22516 60, Marinilla, Antioquia, 054028","0.26","1705.38","21378.33",
"PRZ050","11/11/2025 6:05 PM","60, Marinilla, Antioquia, 054028","6.07","1711.45","21384.39",
"PRZ050","11/11/2025 6:07 PM","60, Marinilla, Antioquia, 054028","0.99","1712.44","21385.39",
"PRZ050","11/11/2025 6:07 PM","60, Marinilla, Antioquia, 054028","0.02","1712.47","21385.42",
"PRZ050","11/11/2025 6:07 PM","60, Marinilla, Antioquia, 054028","1.07","1713.53","21386.49",
"PRZ050","11/11/2025 6:09 PM","60, Marinilla, Antioquia, 054028","0.15","1713.68","21386.63",
"PRZ050","11/11/2025 6:09 PM","60, Marinilla, Antioquia, 054028","1.58","1715.27","21388.21",
"PRZ050","11/12/2025 6:32 AM","262-2696 60, Marinilla, Antioquia, 054020","2.27","1717.53","21390.48",
"PRZ050","11/12/2025 6:33 AM","3230-3258 60, Marinilla, Antioquia, 054020","1.12","1718.65","21391.60",
"PRZ050","11/12/2025 6:36 AM","60, Marinilla, Antioquia, 054027","5.51","1724.16","21397.11",
"PRZ050","11/12/2025 6:38 AM","60, Rionegro, Antioquia, 054047","0.50","1724.66","21397.61",
"PRZ050","11/12/2025 6:51 AM","60, Rionegro, Antioquia, 054047","0.59","1725.25","21398.20",
"PRZ050","11/12/2025 6:52 AM","60, Rionegro, Antioquia, 054047","0.10","1725.35","21398.30",
"PRZ050","11/12/2025 6:53 AM","60, Rionegro, Antioquia, 054047","1.95","1727.30","21400.25",
"PRZ050","11/12/2025 6:54 AM","60, Guarne, Antioquia, 054057","1.18","1728.48","21401.44",
"PRZ050","11/12/2025 7:10 AM","60, Guarne, Antioquia, 054057","0.90","1729.38","21402.32",
"PRZ050","11/12/2025 7:13 AM","60, Guarne, Antioquia, 054057","0.01","1729.39","21402.34",
"PRZ050","11/12/2025 7:13 AM","60, Guarne, Antioquia, 054057","0.50","1729.89","21402.84",
"PRZ050","11/12/2025 7:18 AM","60, Guarne, Antioquia, 054057","0.34","1730.23","21403.18",
"PRZ050","11/12/2025 7:29 AM","60, Guarne, Antioquia, 054057","0.21","1730.44","21403.39",
"PRZ050","11/12/2025 7:40 AM","60, Guarne, Antioquia, 054057","0.38","1730.82","21403.77",
"PRZ050","11/12/2025 7:41 AM","60, Guarne, Antioquia, 054057","0.51","1731.33","21404.29",
"PRZ050","11/12/2025 7:42 AM","60, Guarne, Antioquia, 054057","1.22","1732.55","21405.51",
"PRZ050","11/12/2025 7:43 AM","60, Guarne, Antioquia, 054057","1.16","1733.71","21406.67",
"PRZ050","11/12/2025 7:45 AM","60, Guarne, Antioquia, 054057","1.24","1734.95","21407.91",
"PRZ050","11/12/2025 7:48 AM","60, Guarne, Antioquia, 054050","0.14","1735.10","21408.05",
"PRZ050","11/12/2025 8:14 AM","Cl. 44, Guarne, Antioquia, 054050","0.05","1735.14","21408.10",
"PRZ050","11/12/2025 8:14 AM","4471-441 Cra. 50, Guarne, Antioquia, 054050","0.18","1735.32","21408.28",
"PRZ050","11/12/2025 8:15 AM","Puente Guarne, Guarne, Antioquia, 054050","0.80","1736.12","21409.07",
"PRZ050","11/12/2025 8:16 AM","46a143-46a1 60, Guarne, Antioquia, 054058","0.70","1736.82","21409.76",
"PRZ050","11/12/2025 8:20 AM","60, Guarne, Antioquia, 054057","4.50","1741.31","21414.26",
"PRZ050","11/12/2025 8:21 AM","60, Guarne, Antioquia, 054057","5.63","1746.94","21417.29",
"PRZ050","11/12/2025 8:21 AM","60, Guarne, Antioquia, 054057","0.07","1747.01","21417.35",
"PRZ050","11/12/2025 9:23 AM","60, Guarne, Antioquia, 054057","0.17","1747.19","21417.53",
"PRZ050","11/12/2025 9:35 AM","60, Guarne, Antioquia, 054057","1.00","1748.18","21418.53",
"PRZ050","11/12/2025 9:36 AM","59524-59664 60, Guarne, Antioquia, 054057","0.02","1748.20","21418.55",
"PRZ050","11/12/2025 9:36 AM","8-2 60, Guarne, Antioquia, 054057","1.16","1749.36","21419.70",
"PRZ050","11/12/2025 9:37 AM","60, Guarne, Antioquia, 054057","0.12","1749.48","21419.82",
"PRZ050","11/12/2025 9:38 AM","60, Guarne, Antioquia, 054057","2.31","1751.79","21422.13",
"PRZ050","11/12/2025 9:45 AM","60, Guarne, Antioquia, 054057","0.18","1751.97","21422.31",
"PRZ050","11/12/2025 9:47 AM","60, Copacabana, Antioquia, 051048","0.94","1752.92","21423.26",
"PRZ050","11/12/2025 9:47 AM","60, Copacabana, Antioquia, 051048","0.60","1753.52","21423.10",
"PRZ050","11/12/2025 9:48 AM","60, Copacabana, Antioquia, 051048","0.44","1753.96","21423.55",
"PRZ050","11/12/2025 9:49 AM","60, Copacabana, Antioquia, 051048","2.26","1756.23","21425.82",
"PRZ050","11/12/2025 9:50 AM","60, Copacabana, Antioquia, 051048","1.47","1757.69","21427.28",
"PRZ050","11/12/2025 9:52 AM","60, Copacabana, Antioquia, 051048","4.25","1761.94","21431.52",
"PRZ050","11/12/2025 9:52 AM","60, Copacabana, Antioquia, 051048","1.39","1763.33","21432.92",
"PRZ050","11/12/2025 9:53 AM","60, Copacabana, Antioquia, 051048","0.40","1763.72","21433.30",
"PRZ050","11/12/2025 9:53 AM","Kilometro 9, Copacabana, Antioquia, 051048","0.48","1764.20","21433.79",
"PRZ050","11/12/2025 9:55 AM","60, Copacabana, Antioquia, 051048","4.87","1769.07","21438.65",
"PRZ050","11/12/2025 9:56 AM","700-800 60, Copacabana, Antioquia, 051048","0.56","1769.62","21439.21",
"PRZ050","11/12/2025 9:57 AM","60, Copacabana, Antioquia, 051048","4.21","1773.83","21443.41",
"PRZ050","11/12/2025 9:57 AM","60, Copacabana, Antioquia, 051048","0.57","1774.41","21443.99",
"PRZ050","11/12/2025 9:58 AM","60, Copacabana, Antioquia, 051048","1.03","1775.43","21445.02",
"PRZ050","11/12/2025 9:59 AM","60, Copacabana, Antioquia, 051048","0.12","1775.55","21445.13",
"PRZ050","11/12/2025 9:59 AM","60, Copacabana, Antioquia, 051048","0.98","1776.53","21446.11",
"PRZ050","11/12/2025 10:00 AM","3 60, Bello, Antioquia, 051051","2.40","1778.93","21448.51",
"PRZ050","11/12/2025 10:01 AM","60, Bello, Antioquia, 051051","1.52","1780.44","21450.02",
"PRZ050","11/12/2025 10:03 AM","43c80-43c124 60, Bello, Antioquia, 051051","2.43","1782.88","21452.45",
"PRZ050","11/12/2025 10:04 AM","60, Bello, Antioquia, 051051","3.04","1785.91","21455.50",
"PRZ050","11/12/2025 10:04 AM","Cl. 123, Bello, Antioquia, 051051","0.06","1785.97","21455.56",
"PRZ050","11/12/2025 10:04 AM","Cl. 123, Bello, Antioquia, 051051","6.89","1792.86","21462.45",
"PRZ050","11/12/2025 10:06 AM","Av. Regional Oriental, Bello, Antioquia, 051051","3.04","1795.90","21465.49",
"PRZ050","11/12/2025 10:07 AM","Av. Regional Oriental, Bello, Antioquia, 051051","1.46","1797.36","21466.94",
"PRZ050","11/12/2025 10:18 AM","20197-2061 25, Bello, Antioquia, 051051","0.90","1798.26","21467.84",
"PRZ050","11/12/2025 10:20 AM","51197-5129 Av 15A, Bello, Antioquia, 051051","1.71","1799.97","21469.56",
"PRZ050","11/12/2025 10:20 AM","51197-5129 Av 15A, Bello, Antioquia, 051051","1.89","1801.86","21471.44",
"PRZ050","11/12/2025 10:27 AM","12244-12458 25, Bello, Antioquia, 051051","0.64","1802.50","21472.09",
"PRZ050","11/12/2025 10:45 AM","25, Bello, Antioquia, 051051","0.02","1802.52","21472.10",
"PRZ050","11/12/2025 10:56 AM","10156-10236 25, Bello, Antioquia, 051051","0.19","1802.71","21472.30",
"PRZ050","11/12/2025 10:57 AM","622-62198 25, Copacabana, Antioquia, 051040","1.03","1803.74","21473.33",
"PRZ050","11/12/2025 10:59 AM","25, Copacabana, Antioquia, 051040","1.12","1804.86","21474.45",
"PRZ050","11/12/2025 11:02 AM","18-20 25, Copacabana, Antioquia, 051040","0.49","1805.35","21474.94",
"PRZ050","11/12/2025 11:02 AM","25, Copacabana, Antioquia, 051040","0.36","1805.72","21475.31",
"PRZ050","11/12/2025 11:04 AM","25, Girardota, Antioquia, 051037","0.64","1806.36","21475.95",
