GroupName,UnitName,StartTime,Textbox8,StopTime,StopLengthSecs,ContactName,textbox32,StopLengthSecs_1
,Unit: HITACHI 4848,1/10/2025 10:36:52 a.m.,"Calle 5ª # 1A-59, Icononzo, Tolima, Colombia Icononzo Tolima 734020",1/10/2025 10:38:12 a.m.,00h:01m:20s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,1/10/2025 10:39:41 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",1/10/2025 12:05:42 p.m.,01h:26m:01s,"Calle 5ª # 1A-59, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,1/10/2025 1:38:58 p.m.,"Calle 5ª # 1A-59, Icononzo, Tolima, Colombia Icononzo Tolima 734020",1/10/2025 5:50:17 p.m.,04h:11m:19s,"Calle 5ª # 15-90, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,2/10/2025 12:40:56 p.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",2/10/2025 12:41:08 p.m.,00h:00m:12s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,2/10/2025 1:00:10 p.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",2/10/2025 1:00:31 p.m.,00h:00m:21s,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,3/10/2025 8:59:05 a.m.,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734020",3/10/2025 1:12:11 p.m.,04h:13m:06s,"Calle 5ª # 15-90, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,3/10/2025 2:26:48 p.m.,"Calle 5ª # 15-90, Icononzo, Tolima, Colombia Icononzo Tolima 734020",3/10/2025 2:26:49 p.m.,00h:00m:01s,"Calle 5ª # 15-90, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,3/10/2025 2:26:51 p.m.,"Calle 5ª # 15-90, Icononzo, Tolima, Colombia Icononzo Tolima 734020",3/10/2025 5:39:15 p.m.,03h:12m:24s,"Calle 5ª # 15-90, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,3/10/2025 6:54:52 p.m.,"Calle 5ª # 1A-59, Icononzo, Tolima, Colombia Icononzo Tolima 734020",3/10/2025 7:59:57 p.m.,01h:05m:05s,"Calle 5ª # 15-48, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 8:05:58 a.m.,"Calle 5ª # 1A-59, Icononzo, Tolima, Colombia Icononzo Tolima 734020",6/10/2025 8:12:22 a.m.,00h:06m:24s,"Calle 5ª # 15-34, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 8:19:35 a.m.,"Calle 5ª # 15-34, Icononzo, Tolima, Colombia Icononzo Tolima 734020",6/10/2025 8:22:41 a.m.,00h:03m:06s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 8:47:18 a.m.,"Calle 5ª # 15-24, Icononzo, Tolima, Colombia Icononzo Tolima 734020",6/10/2025 8:47:24 a.m.,00h:00m:06s,"Calle 5ª # 15-24, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 8:47:26 a.m.,"Calle 5ª # 15-24, Icononzo, Tolima, Colombia Icononzo Tolima 734020",6/10/2025 8:55:07 a.m.,00h:07m:41s,"Calle 6ª con carrera 1, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 9:00:43 a.m.,"Calle 6ª con carrera 1, Icononzo, Tolima, Colombia Icononzo Tolima 734020",6/10/2025 9:02:53 a.m.,00h:02m:10s,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 9:04:07 a.m.,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734020",6/10/2025 9:07:01 a.m.,00h:02m:54s,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 9:40:55 a.m.,"Icononzo - Villarrica, Icononzo, Tolima, Colombia Icononzo Tolima 734027",6/10/2025 9:42:31 a.m.,00h:01m:36s,"Icononzo - Villarrica, Icononzo, Tolima, Colombia Icononzo Tolima 734027",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 9:52:59 a.m.,"5F89+J8 Icononzo, Tolima, Colombia Icononzo Tolima 734027",6/10/2025 9:53:01 a.m.,00h:00m:02s,"5F89+J8 Icononzo, Tolima, Colombia Icononzo Tolima 734027",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 9:53:03 a.m.,"5F89+J8 Icononzo, Tolima, Colombia Icononzo Tolima 734027",6/10/2025 12:42:30 p.m.,02h:49m:27s,"5F89+G9 Icononzo, Tolima, Colombia Icononzo Tolima 734027",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 1:21:02 p.m.,"5F89+G9 Icononzo, Tolima, Colombia Icononzo Tolima 734027",6/10/2025 3:38:55 p.m.,02h:17m:53s,"Icononzo - Villarrica, Icononzo, Tolima, Colombia Icononzo Tolima 734027",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 3:39:16 p.m.,"Icononzo - Villarrica, Icononzo, Tolima, Colombia Icononzo Tolima 734027",6/10/2025 3:39:50 p.m.,00h:00m:34s,"5F89+J9 Icononzo, Tolima, Colombia Icononzo Tolima 734027",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 3:55:18 p.m.,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734027",6/10/2025 3:57:10 p.m.,00h:01m:52s,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734027",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,6/10/2025 4:00:17 p.m.,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734027",6/10/2025 4:02:09 p.m.,00h:01m:52s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 8:46:38 a.m.,"Calle 5ª # 15-24, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 9:44:10 a.m.,00h:57m:32s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 9:49:34 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 9:50:29 a.m.,00h:00m:55s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 9:52:09 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 9:53:44 a.m.,00h:01m:35s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 9:55:28 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 10:00:48 a.m.,00h:05m:20s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 10:04:30 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 10:06:57 a.m.,00h:02m:27s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 10:23:14 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 11:13:00 a.m.,00h:49m:46s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 11:13:02 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 11:21:21 a.m.,00h:08m:19s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 11:21:23 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 11:48:16 a.m.,00h:26m:53s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 11:50:52 a.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 11:52:58 a.m.,00h:02m:06s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 12:01:00 p.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 12:03:32 p.m.,00h:02m:32s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,8/10/2025 3:14:40 p.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",8/10/2025 3:26:38 p.m.,00h:11m:58s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,9/10/2025 12:25:06 p.m.,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",9/10/2025 12:25:30 p.m.,00h:00m:24s,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734020",78h:34m:31s,78h:34m:31s
,Unit: HITACHI 4848,9/10/2025 12:25:32 p.m.,"Arbelaez, Arbelaez, Cundinamarca, Colombia  Tolima 734020",9/10/2025 12:35:13 p.m.,00h:09m:41s,"Calle 5ª # 15-4, Icononzo, Tolima, Colombia Icononzo Tolima 734020",78h:34m:31s,78h:34m:31s
