GroupName,UnitName,StartTime,Textbox8,StopTime,StopLengthSecs,ContactName,textbox32,StopLengthSecs_1
,Unit: HBZN580NKLAH21750,1/08/2025 7:20:40 a.m.,"Cl. 5 #12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",1/08/2025 8:39:43 a.m.,01h:19m:03s,"Cl. 5 #12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,1/08/2025 8:55:44 a.m.,Diagonal 18 # 15-90 C.C Manila local 102 Exito Diagonal 18 # 15-90 Centro Comercial Manila local 102 Fusagasugá Cundinamar 252211,1/08/2025 9:03:47 a.m.,00h:08m:03s,Diagonal 18 # 15-90 C.C Manila local 102 Exito Diagonal 18 # 15-90 Centro Comercial Manila local 102 Fusagasugá Cundinamar 252211,39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,1/08/2025 10:29:18 a.m.,Diagonal 18 # 15-90 C.C Manila local 102 Exito Diagonal 18 # 15-90 Centro Comercial Manila local 102 Fusagasugá Cundinamar 252211,1/08/2025 12:25:25 p.m.,01h:56m:07s,Diagonal 18 # 15-90 C.C Manila local 102 Exito Diagonal 18 # 15-90 Centro Comercial Manila local 102 Fusagasugá Cundinamar 252211,39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,1/08/2025 1:25:21 p.m.,Diagonal 18 # 15-90 C.C Manila local 102 Exito Diagonal 18 # 15-90 Centro Comercial Manila local 102 Fusagasugá Cundinamar 252211,1/08/2025 3:35:22 p.m.,02h:10m:01s,Diagonal 18 # 15-90 C.C Manila local 102 Exito Diagonal 18 # 15-90 Centro Comercial Manila local 102 Fusagasugá Cundinamar 252211,39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,1/08/2025 3:54:43 p.m.,"Cra. 15 #calle 7, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",1/08/2025 4:07:09 p.m.,00h:12m:26s,"Cl. 5 #12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,2/08/2025 7:37:16 a.m.,"Cl. 5 #12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",2/08/2025 7:47:09 a.m.,00h:09m:53s,"Cl. 5 #12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,2/08/2025 8:06:17 a.m.,"Cl. 5 #12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",2/08/2025 8:29:04 a.m.,00h:22m:47s,"Cl. 5 #12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,4/08/2025 7:48:49 a.m.,"Cl. 5 #12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",4/08/2025 8:28:35 a.m.,00h:39m:46s,"Cl. 5 # 12-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,4/08/2025 9:28:35 a.m.,"Cl. 7 #14-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",4/08/2025 11:46:12 a.m.,02h:17m:37s,"Cl. 7 #14-35, Sabaneta, Fusagasugá, La Serena, Fusagasugá, Cundinamarca, Colombia Fusagasugá Cundinamar 252211",39h:21m:36s,39h:21m:36s
,Unit: HBZN580NKLAH21750,4/08/2025 1:18:11 p.m.,Diagonal 18 # 15-90 C.C Manila local 102 Exito Diagonal 18 # 15-90 Centro Comercial Manila local 102 Fusagasugá Cundinamar 252211,4/08/2025 3:58:00 p.m.,02h:39m:49s,Diagonal 18 # 15-90 C.C Manila local 102 Exito Diagonal 18 # 15-90 Centro Comercial Manila local 102 Fusagasugá Cundinamar 252211,39h:21m:36s,39h:21m:36s
