GroupName,UnitName,StartTime,Textbox8,StopTime,StopLengthSecs,ContactName,textbox32,StopLengthSecs_1
AGHASO,Unit: BVG-901,1/08/2025 8:11:18 a.m.,"ALMACEN LURIN AGHASO
2 12 Avenida San Pedro Avenida San Pedro Avenida San Pedro  Lima Provincia  15823",1/08/2025 8:11:24 a.m.,00h:00m:06s,"ALMACEN LURIN AGHASO
2 12 Avenida San Pedro Avenida San Pedro Avenida San Pedro  Lima Provincia  15823",33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 9:35:33 a.m.,"Av. San Pedro 2, Lurín 15823, Peru Provincia de Lima Provincia  15823",1/08/2025 11:21:05 a.m.,01h:45m:32s,"Gaspar Hernandez-54, Lima (cercado), Lima, Lima [Province]  Lma 15823",33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 11:47:36 a.m.,"Gaspar Hernandez-50, Lima (cercado), Lima, Lima [Province]  Lma 15082",1/08/2025 12:19:47 p.m.,00h:32m:11s,"Av Evitamiento-86, Lima (cercado), Lima, Lima [Province]  Lma 15082",33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 12:21:07 p.m.,"Av Evitamiento-95, Lima (cercado), Lima, Lima [Province]  Lma 15082",1/08/2025 12:54:57 p.m.,00h:33m:50s,"Av Principal-85, Surquillo, Lima, Lima [Province]  Lma 15082",33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 1:57:12 p.m.,"Av Principal-85, Surquillo, Lima, Lima [Province]  Lma 15082",1/08/2025 2:39:19 p.m.,00h:42m:07s,"Calle Ricardo Angulo 1153, Lima 15036, Peru San Isidro Lima 15036",33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 3:02:55 p.m.,"Av Ricardo Angulo-41, San Isidro, Lima, Lima [Province], Perú  Provincia  15036",1/08/2025 4:17:51 p.m.,01h:14m:56s,2 12 Avenida San Pedro Avenida San Pedro Avenida San Pedro  Lima Provincia  15823,33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 4:22:37 p.m.,"ALMACEN LURIN AGHASO
2 12 Avenida San Pedro Avenida San Pedro Avenida San Pedro  Lima Provincia  15823",1/08/2025 4:22:52 p.m.,00h:00m:15s,"ALMACEN LURIN AGHASO
2 12 Avenida San Pedro Avenida San Pedro Avenida San Pedro  Lima Provincia  15823",33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 4:29:52 p.m.,"ALMACEN LURIN AGHASO
2 12 Avenida San Pedro Avenida San Pedro Avenida San Pedro  Lima Provincia  15823",1/08/2025 6:03:01 p.m.,01h:33m:09s,"Av Arequipa, San Isidro, Lima, Lima [Province]  Lma 15823",33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 6:07:46 p.m.,"Avenida Arequipa 2675, San Isidro 15046, Peru Lima Lma 15046",1/08/2025 6:10:51 p.m.,00h:03m:05s,"Av Jorge Basadre, San Isidro, Lima, Lima [Province]  Lma 15046",33h:02m:33s,33h:02m:33s
AGHASO,Unit: BVG-901,1/08/2025 9:00:26 p.m.,"Av Arequipa, San Isidro, Lima, Lima [Province]  Lma 15046",1/08/2025 9:00:32 p.m.,00h:00m:06s,"Av Arequipa, San Isidro, Lima, Lima [Province]  Lma 15046",33h:02m:33s,33h:02m:33s
