UnitName,DayDate,Decelerations,Accelerations,HarshTurns,DistanceDriven1,DriveTime,OffTime,IdleTime,Textbox17,MaxSpeed,DriverName,GroupName
REEFER V1-PUERTA,2/10/2025,0,0,1,"415,45",10:31:05,7:51:19,5:37:36,16:08:41,71 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,3/10/2025,1,0,0,"418,45",11:56:26,6:12:22,5:51:12,17:47:38,76 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,4/10/2025,0,0,1,"351,31",9:50:05,12:04:00,2:05:55,11:56:00,68 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,5/10/2025,0,0,10,"466,68",11:48:04,4:57:28,7:14:28,19:02:32,69 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,6/10/2025,0,0,0,"183,45",4:02:52,8:23:14,11:33:54,15:36:46,84 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,7/10/2025,0,0,0,"656,79",15:44:47,2:03:52,6:11:21,21:56:08,92 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,8/10/2025,1,0,6,"659,52",18:28:16,0:15:11,5:16:33,23:44:49,66 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,9/10/2025,0,0,0,"276,10",8:16:17,0:42:42,15:01:01,23:17:18,63 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,10/10/2025,0,0,1,"657,01",18:05:59,1:28:33,4:25:28,22:31:27,89 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,11/10/2025,0,0,0,"704,96",14:15:28,1:19:19,8:25:13,22:40:41,92 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,12/10/2025,0,0,1,"629,83",18:01:12,-19:16:36,24:42:12,42:43:24,72 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,13/10/2025,0,0,0,"0,00",0:00:00,24:00:00,0:00:00,0:00:00,0 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,14/10/2025,1,0,3,"521,09",13:16:55,8:23:13,2:19:52,15:36:47,87 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,15/10/2025,0,0,0,"269,85",6:55:53,-19:57:25,35:06:42,42:02:35,63 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,16/10/2025,0,0,0,"0,00",0:00:00,24:00:00,0:00:00,0:00:00,0 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,17/10/2025,0,0,0,"493,33",12:41:49,7:22:36,3:55:35,16:37:24,71 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,18/10/2025,0,0,1,"465,81",13:57:53,-9:24:05,18:38:02,32:35:55,77 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,19/10/2025,0,0,0,"470,55",12:47:07,10:02:50,1:10:03,13:57:10,80 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,20/10/2025,0,0,0,"363,87",9:02:06,5:25:57,9:31:57,18:34:03,71 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,21/10/2025,0,0,1,"538,45",13:51:16,6:49:36,3:19:08,17:10:24,71 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,22/10/2025,0,0,0,"327,57",9:28:36,5:34:20,8:57:04,18:25:40,80 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,23/10/2025,0,0,1,"354,42",10:13:30,11:21:03,2:25:27,12:38:57,71 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,24/10/2025,0,0,3,"471,94",11:42:45,5:53:25,6:23:50,18:06:35,68 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,25/10/2025,0,0,0,"450,50",12:09:57,6:47:40,5:02:23,17:12:20,71 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,26/10/2025,0,0,0,"609,54",17:34:54,1:55:56,4:29:10,22:04:04,76 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,27/10/2025,0,0,0,"462,31",12:20:47,0:37:38,11:01:35,23:22:22,72 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,28/10/2025,0,0,0,"424,78",10:42:51,5:21:04,7:56:05,18:38:56,71 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,29/10/2025,0,0,0,"489,28",10:14:27,11:43:45,2:01:48,12:16:15,85 kph,,REEFER V1 Victoria Logistics EIRL
REEFER V1-PUERTA,30/10/2025,0,0,0,"56,10",1:05:37,13:31:47,9:22:36,10:28:13,68 kph,,REEFER V1 Victoria Logistics EIRL

