GroupName,UnitName,StartTime,MovingTimeSecs,MilesDriven,MaxSpeed,StopTime,textbox43,StopLengthSecs,ContactName,textbox45,textbox54,textbox28,textbox29,textbox30,textbox32,MovingTimeSecs_1,MilesDriven_1,MaxSpeed_1,StopLengthSecs_1
,Unit: FJO660,9/06/2025 8:35 a.m.,00h:00m:00s,"0,00",0,9/06/2025 8:35:4.m.,Parked/Idle,00h:00m:00s,"Cañaveral, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 8:38 a.m.,00h:06m:12s,"0,00",18,9/06/2025 8:44:2.m.,Idle,00h:56m:11s,"Av Ambala-25, Ibague, Tolima, Colombia",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 9:40 a.m.,00h:31m:27s,"0,00",22,9/06/2025 10:11:5.m.,Ign Off,00h:24m:29s,"Cra. 14, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 10:13 a.m.,00h:00m:00s,"0,00",0,9/06/2025 10:14:3.m.,Parked/Idle,00h:42m:17s,"Unnamed Road, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 10:56 a.m.,00h:00m:00s,"0,00",0,9/06/2025 10:56:5.m.,Parked/Idle,00h:19m:39s,"Cl113 14-54, Ibague, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 11:19 a.m.,00h:03m:45s,"0,00",10,9/06/2025 11:23:1.m.,Idle,00h:00m:03s,"Carrera 13, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 11:23 a.m.,00h:00m:30s,"0,00",7,9/06/2025 11:23:4.m.,Ign Off,00h:04m:51s,"Cl120-43, Ibague, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 11:28 a.m.,00h:00m:00s,"0,00",0,9/06/2025 11:28:3.m.,Parked/Idle,00h:00m:00s,"Cl120-43, Ibague, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 11:29 a.m.,00h:02m:08s,"0,00",8,9/06/2025 11:32:0.m.,Idle,00h:00m:54s,"Via Principal-75, Ibague, Tolima, Colombia",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 11:33 a.m.,00h:01m:25s,"0,00",17,9/06/2025 11:34:2.m.,Idle,00h:01m:13s,"Via Principal-54, Ibague, Tolima, Colombia",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 11:35 a.m.,00h:16m:01s,"0,00",19,9/06/2025 11:51:3.m.,Ign Off,00h:14m:38s,"Kr5 99-16, Ibague, Tolima, COLOMBIA",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 11:53 a.m.,00h:00m:00s,"0,00",0,9/06/2025 11:53:1.m.,Parked/Idle,01h:01m:10s,"South America, Tolima",TOL,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 12:54 p.m.,00h:00m:00s,"0,00",0,9/06/2025 12:54:2.m.,Parked/Idle,00h:00m:00s,"South America, Tolima",TOL,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 12:56 p.m.,00h:04m:01s,"0,00",22,9/06/2025 1:00:1.m.,Idle,00h:00m:36s,"Cl110-87, Ibague, Tolima",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:00 p.m.,00h:01m:01s,"0,00",18,9/06/2025 1:01:5.m.,Idle,00h:01m:59s,"Kr8, Ibague, Tolima",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:03 p.m.,00h:04m:00s,"0,00",21,9/06/2025 1:07:4.m.,Idle,00h:01m:04s,"Cl74-79, Ibague, Tolima",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:08 p.m.,00h:00m:53s,"0,00",22,9/06/2025 1:09:4.m.,Idle,00h:00m:33s,"Av Mirolindo 2-37, Ibague, Tolima, Colombia",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:10 p.m.,00h:01m:24s,"0,00",11,9/06/2025 1:11:4.m.,Idle,00h:00m:26s,"Av Mirolindo-85, Ibague, Tolima",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:12 p.m.,00h:00m:28s,"0,00",11,9/06/2025 1:12:3.m.,Idle,00h:00m:08s,"Av. Pedro Tafur, Ibagué, Ibagué, Tolima, Colombia",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:12 p.m.,00h:03m:49s,"0,00",11,9/06/2025 1:16:3.m.,Idle,00h:00m:29s,"Via Principal, Ibague, Tolima",Tol,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:17 p.m.,00h:01m:45s,"0,00",25,9/06/2025 1:18:4.m.,Idle,00h:08m:29s,"Via Principal-75, Ibague, Tolima, Colombia",Tol,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:27 p.m.,00h:00m:21s,"0,00",6,9/06/2025 1:27:3.m.,Idle,00h:01m:19s,"Via Principal-72, Ibague, Tolima",Tol,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:28 p.m.,00h:07m:38s,"0,00",24,9/06/2025 1:36:3.m.,Idle,00h:00m:22s,"Av Via Bogota-75, Ibague, Tolima",Tol,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:36 p.m.,00h:01m:45s,"0,00",29,9/06/2025 1:38:4.m.,Idle,00h:00m:29s,"Av Via Bogota 118-13, Ibague, Tolima",Tol,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,9/06/2025 1:39 p.m.,00h:16m:00s,"0,00",28,9/06/2025 1:55:1.m.,Ign Off,16h:24m:14s,"BODEGA PRINCIPAL IBAGUE
Avenida Picaleña ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 5:59 a.m.,00h:00m:00s,"0,00",0,10/06/2025 6:21:1.m.,Parked/Idle,01h:11m:13s,"617(SEDE PRINCIPAL)
Carrera 19A Sur ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 7:13 a.m.,00h:00m:00s,"0,00",0,10/06/2025 7:13:2.m.,Parked/Idle,00h:00m:00s,"BODEGA PRINCIPAL IBAGUE
Avenida Picaleña ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 7:14 a.m.,00h:02m:03s,"0,00",10,10/06/2025 7:16:3.m.,Idle,00h:07m:32s,"Km 9 de la vía Buenos Aires - Picalena, , Tolima, Colombia",Tolima,110003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 7:24 a.m.,00h:16m:53s,"0,00",40,10/06/2025 7:40:5.m.,Idle,00h:00m:59s,"Cra. 14, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 7:41 a.m.,00h:03m:24s,"0,00",23,10/06/2025 7:45:2.m.,Idle,00h:00m:48s,"Avenida Ambalá, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 7:46 a.m.,00h:04m:39s,"0,00",8,10/06/2025 7:50:4.m.,Ign Off,00h:52m:55s,"Cl 4 ####3-68, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 8:41 a.m.,00h:00m:00s,"0,00",0,10/06/2025 8:41:4.m.,Parked/Idle,00h:00m:33s,"Cl. 97 A #6-48, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 8:45 a.m.,00h:04m:27s,"0,00",9,10/06/2025 8:49:4.m.,Ign Off,00h:11m:43s,"Cañaveral, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 9:00 a.m.,00h:00m:00s,"0,00",0,10/06/2025 9:00:5.m.,Parked/Idle,00h:59m:33s,"Cañaveral, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 10:00 a.m.,00h:00m:00s,"0,00",0,10/06/2025 10:00:2.m.,Parked/Idle,00h:03m:24s,"Cañaveral, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 10:06 a.m.,00h:05m:45s,"0,00",25,10/06/2025 10:12:3.m.,Idle,00h:00m:55s,"Kr5, Ibague, Tolima, Colombia",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 10:13 a.m.,00h:01m:41s,"0,00",16,10/06/2025 10:15:1.m.,Idle,00h:01m:06s,"Cra. 5, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 10:16 a.m.,00h:00m:37s,"0,00",6,10/06/2025 10:16:5.m.,Idle,00h:02m:19s,"Kr8, Ibague, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 10:19 a.m.,00h:05m:40s,"0,00",4,10/06/2025 10:24:5.m.,Ign Off,02h:35m:22s,"Cra. 5ª A #36, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 12:54 p.m.,00h:00m:00s,"0,00",0,10/06/2025 12:54:5.m.,Parked/Idle,00h:06m:39s,"Cra. 5A #36, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 1:04 p.m.,00h:01m:34s,"0,00",13,10/06/2025 1:06:1.m.,Idle,00h:00m:23s,"Cra. 5, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 1:06 p.m.,00h:02m:10s,"0,00",19,10/06/2025 1:08:4.m.,Idle,00h:00m:28s,"Kr8-46, Ibague, Tolima",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 1:09 p.m.,00h:01m:03s,"0,00",11,10/06/2025 1:10:1.m.,Idle,00h:03m:40s,"Kr8, Ibague, Tolima, Colombia",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 1:13 p.m.,00h:00m:21s,"0,00",4,10/06/2025 1:14:1.m.,Idle,00h:13m:07s,"Cra. 8, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 1:27 p.m.,00h:11m:48s,"0,00",33,10/06/2025 1:39:1.m.,Idle,00h:00m:30s,"Av 40, Ibague, Tolima",Tol,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 1:39 p.m.,00h:10m:14s,"0,00",22,10/06/2025 1:49:5.m.,Ign Off,00h:07m:34s,"BODEGA PRINCIPAL IBAGUE
Avenida Picaleña ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,10/06/2025 1:50 p.m.,00h:00m:00s,"0,00",4,10/06/2025 1:50:1.m.,Parked/Idle,17h:04m:03s,"617(SEDE PRINCIPAL)
Carrera 19A Sur ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 6:54 a.m.,00h:00m:00s,"0,00",0,11/06/2025 6:56:5.m.,Parked/Idle,00h:24m:58s,"BODEGA PRINCIPAL IBAGUE
Avenida Picaleña ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 7:21 a.m.,00h:00m:00s,"0,00",0,11/06/2025 7:21:5.m.,Parked/Idle,00h:12m:29s,"617(SEDE PRINCIPAL)
Carrera 19A Sur ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 7:37 a.m.,00h:01m:34s,"0,00",11,11/06/2025 7:38:5.m.,Idle,00h:04m:41s,"9VW7+8H, Ibagué, Ibague, Tolima, Colombia",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 7:43 a.m.,00h:03m:38s,"0,00",14,11/06/2025 7:47:1.m.,Idle,00h:00m:13s,"Av 40, Ibague, Tolima, Colombia",Tol,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 7:47 a.m.,00h:11m:19s,"0,00",45,11/06/2025 7:58:4.m.,Idle,00h:00m:57s,"Kr8, Ibague, Tolima, Colombia",Tol,730007,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 7:59 a.m.,00h:18m:38s,"0,00",28,11/06/2025 8:18:2.m.,Idle,00h:01m:00s,"Carrera 9 #19-2 a 19-144, Ibagué, Ibagué, Tolima, Colombia",Tolima,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 8:19 a.m.,00h:09m:58s,"0,00",11,11/06/2025 8:29:2.m.,Idle,00h:00m:38s,"FQ79+28 Ibague, Tolima, Colombia",Tolima,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 8:29 a.m.,00h:00m:39s,"0,00",8,11/06/2025 8:30:3.m.,Idle,00h:00m:37s,"FQ79+MC Ibague, Tolima, Colombia",Tolima,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 8:31 a.m.,00h:01m:29s,"0,00",6,11/06/2025 8:32:4.m.,Idle,00h:04m:03s,"FQ89+5W Ibague, Tolima, Colombia",Tolima,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 8:36 a.m.,00h:12m:58s,"0,00",5,11/06/2025 8:49:4.m.,Ign Off,00h:13m:05s,"FQ9C+GH Ibague, Tolima, Colombia",Tolima,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 8:50 a.m.,00h:00m:00s,"0,00",0,11/06/2025 8:51:0.m.,Parked/Idle,00h:50m:45s,"FQ9C+WX, Ibagué, Ibague, Tolima, Colombia",Tolima,730019,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 9:41 a.m.,00h:00m:00s,"0,00",0,11/06/2025 9:42:1.m.,Parked/Idle,06h:02m:42s,"FQ9C+WX, Ibagué, Ibague, Tolima, Colombia",Tolima,730019,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 3:44 p.m.,00h:00m:00s,"0,00",0,11/06/2025 3:44:5.m.,Parked/Idle,00h:13m:19s,"FQ9C+WX, Ibagué, Ibague, Tolima, Colombia",Tolima,730019,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:01 p.m.,00h:00m:23s,"0,00",8,11/06/2025 4:01:3.m.,Idle,00h:01m:05s,"FQ69+J6 Ibague, Tolima, Colombia",Tolima,730019,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:02 p.m.,00h:00m:14s,"0,00",8,11/06/2025 4:02:5.m.,Idle,00h:00m:32s,"FQ69+87 Ibague, Tolima, Colombia",Tolima,730019,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:03 p.m.,00h:07m:20s,"0,00",14,11/06/2025 4:10:4.m.,Ign Off,00h:17m:06s,"Cl16a 10-17, Ibague, Tolima, Colombia",TOL,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:27 p.m.,00h:00m:00s,"0,00",0,11/06/2025 4:27:5.m.,Parked/Idle,00h:00m:00s,"Cl16a 10-17, Ibague, Tolima, Colombia",TOL,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:28 p.m.,00h:02m:45s,"0,00",13,11/06/2025 4:31:1.m.,Idle,00h:00m:33s,"Cl19 6-38, Ibague, Tolima, Colombia",Tolima,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:31 p.m.,00h:00m:37s,"0,00",10,11/06/2025 4:32:2.m.,Idle,00h:00m:34s,"Cl19 4-28, Ibague, Tolima",Tol,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:32 p.m.,00h:00m:31s,"0,00",15,11/06/2025 4:33:3.m.,Idle,00h:01m:47s,"Cl19 3-35, Ibague, Tolima",Tol,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:35 p.m.,00h:00m:33s,"0,00",19,11/06/2025 4:35:5.m.,Idle,00h:00m:22s,"Glorieta-14, Ibague, Tolima, COLOMBIA",Tol,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:36 p.m.,00h:01m:10s,"0,00",9,11/06/2025 4:37:2.m.,Idle,00h:00m:32s,"Kr1as 17d-97, Ibague, Tolima",Tol,730001,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:37 p.m.,00h:19m:50s,"0,00",40,11/06/2025 4:57:4.m.,Idle,00h:00m:41s,"617(SEDE PRINCIPAL)
Carrera 19A Sur ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,11/06/2025 4:58 p.m.,04h:28m:08s,"0,00",8,11/06/2025 9:26:3.m.,Idle/Ign Off,11h:25m:20s,"617(SEDE PRINCIPAL)
Carrera 19A Sur ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,12/06/2025 8:07 a.m.,00h:00m:00s,"0,00",0,12/06/2025 8:07:1.m.,Parked/Idle,00h:08m:57s,"617(SEDE PRINCIPAL)
Carrera 19A Sur ",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,12/06/2025 8:19 a.m.,00h:02m:40s,"0,00",11,12/06/2025 8:21:4.m.,Idle,00h:05m:55s,"Km 9 de la vía Buenos Aires - Picalena, , Tolima, Colombia",Tolima,730005,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,12/06/2025 8:27 a.m.,00h:15m:27s,"0,00",42,12/06/2025 8:43:1.m.,Idle,00h:00m:41s,"Via Principal-38, Ibague, Tolima",Tol,110003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,12/06/2025 8:43 a.m.,00h:05m:34s,"0,00",26,12/06/2025 8:49:2.m.,Idle,02h:01m:24s,"Cañaveral, Ibagué, Ibagué, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,12/06/2025 10:50 a.m.,00h:01m:48s,"0,00",20,12/06/2025 10:52:3.m.,Idle,00h:00m:29s,"Glorieta-16, Ibague, Tolima, Colombia",Tolima,730003,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,12/06/2025 10:53 a.m.,00h:02m:49s,"0,00",22,12/06/2025 10:55:5.m.,Idle,00h:00m:51s,"Cl77 9-63, Ibague, Tolima",Tol,730002,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
,Unit: FJO660,12/06/2025 10:56 a.m.,00h:00m:24s,"0,00",11,12/06/2025 10:57:1.m.,Idle,00h:01m:54s,"Cl77 8a-84, Ibague, Tolima, Colombia",Tol,730002,14h:29m:12s,"0,00",45,100h:41m:03s,14h:29m:12s,"0,00",45,100h:41m:03s
