GroupName,UnitName,StartTime,MovingTimeSecs,MilesDriven,MaxSpeed,StopTime,textbox43,StopLengthSecs,ContactName,textbox28,textbox29,textbox30,textbox32,MovingTimeSecs_1,MilesDriven_1,MaxSpeed_1,StopLengthSecs_1
,Unidad: CHN0177,1/12/2025 12:00 a.m.,00h:00m:00s,"0,00",0,1/12/2025 6:51:3.m.,Denido/Ralenti,07h:44m:37s,"9VPC+C8 Ibague, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 7:43 a.m.,00h:00m:00s,"0,00",0,1/12/2025 7:43:0.m.,Denido/Ralenti,00h:00m:04s,"9VPC+97 Ibague, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 7:44 a.m.,00h:00m:47s,"0,02",6,1/12/2025 7:45:0.m.,Ignición Apagada,00h:38m:15s,"I-40 # 30 a 100, Ibagué, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 8:23 a.m.,00h:00m:00s,"0,00",0,1/12/2025 8:23:1.m.,Denido/Ralenti,00h:02m:04s,"I-40 # 30 a 100, Ibagué, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 8:26 a.m.,00h:03m:56s,"2,03",26,1/12/2025 8:30:1.m.,Ralenti,00h:01m:00s,"Km 10 de la vía Buenos Aires - Picalena, , Tolima",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 8:31 a.m.,00h:32m:23s,"30,93",44,1/12/2025 9:03:3.m.,Ignición Apagada,00h:27m:34s,"Alvarado-Ibague, Alvarado, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 9:31 a.m.,00h:00m:00s,"0,00",0,1/12/2025 9:31:1.m.,Denido/Ralenti,00h:00m:02s,"Alvarado-Ibague, Alvarado, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 9:31 a.m.,00h:35m:43s,"33,10",45,1/12/2025 10:07:1.m.,Ralenti,00h:00m:48s,"Av. Picaleña, Ibagué, Ibagué, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 10:08 a.m.,00h:00m:39s,"0,14",11,1/12/2025 10:08:4.m.,Ignición Apagada,00h:59m:14s,"I-40 # 30 a 100, Ibagué, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
,Unidad: CHN0177,1/12/2025 11:07 a.m.,00h:00m:00s,"0,00",0,1/12/2025 11:07:5.m.,Denido/Ralenti,00h:01m:10s,"I-40 # 30 a 100, Ibagué, Tolima, Colombia",46h:32m:46s,"445,35",55,162h:26m:17s,46h:32m:46s,"445,35",55,162h:26m:17s
